Unnamed: 0,Date,Home,Away,Unique_Devices,Starts,Live_Unique_Devices,Live_Starts,VOD_Unique_Devices,VOD_Starts,Life_Play_Time,Season,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets,dma_home,dma_away,National_Gm_Num,Network,Start_Time,End_Time,Duration_Mins,National_Rating,Average_Viewers_000,Average_Households_000,GM,DAY,ET,LOCAL,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR.1,HH RTG.1,HH SHR.1,HH IMP.1,P2+ IMP.1,NAT TV,CN TV,Num_Secondary_Transactions,Avg_Markup_Over_Full_STM_Price
,2016-03-11,CHA,DET,,,,,,,,2015-16,18189.0,19077.0,9096.0,1943.0,1517.0,12556.0,1.19,1.85,,,,,,,,,963,Fri,7:00 PM,7:00 PM,FSD,150.0,1,2.0,18.0,23.0,FSSE-CHA,150.0,0.72,1.5,8.6,10.3,,,143.0,31.7%
,2016-03-11,CHI,MIA,,,,,,,,2015-16,22067.0,20917.0,15634.0,856.0,1923.0,18413.0,3.46,1.7,200.0,NBA TV,0.833333333,0.927083333,135.0,0.45,319.0,243.0,966,Fri,8:00 PM,7:00 PM,FS-SUN,150.0,4.4,7.0,72.0,106.0,WGN,135.0,3.4,6,117,168,NBA TV,,632.0,22.1%
,2016-03-11,GSW,POR,,,,,,,,2015-16,19596.0,19596.0,15110.0,2438.0,608.0,18156.0,2.49,1.14,,,,,,,,,971,Fri,10:30 PM,7:30 PM,CSN-POR,150.0,3.7,7.0,42.0,61.0,CSN-BA,135.0,12.6,24,313,515,,,2617.0,101.8%
,2016-03-11,LAC,NYK,,,,,,,,2015-16,19175.0,19060.0,13463.0,2093.0,712.0,16268.0,5.48,7.35,201.0,NBA TV,0.943055556,0.044444444,146.0,0.38,249.0,203.0,972,Fri,10:30 PM,7:30 PM,MSG,150.0,0.6,1.0,48.0,50.0,FSNP,150.0,1.8,3,98,130,NBA TV,,595.0,12.2%
,2016-03-11,MEM,NOP,,,,,,,,2015-16,18119.0,18119.0,11541.0,3758.0,781.0,16080.0,0.63,0.64,,,,,,,,,967,Fri,8:00 PM,7:00 PM,FSNO,150.0,1.26,2.0,8.0,,FSSE-MEM,150.0,1.82,2.7,11.6,,,,293.0,9.3%
,2016-03-11,OKC,MIN,,,,,,,,2015-16,18203.0,18203.0,14647.0,1467.0,959.0,17073.0,0.72,1.74,,,,,,,,,968,Fri,8:00 PM,7:00 PM,FSNN-MIN,165.0,0.8,2.0,13.0,18.0,FSOK,150.0,7.35,11,51.5,,,,875.0,44.5%
,2016-03-11,PHI,BRK,,,,,,,,2015-16,14128.0,20328.0,7080.0,3159.0,974.0,11213.0,2.94,7.35,,,,,,,,,964,Fri,7:00 PM,7:00 PM,YES,150.0,0.6,1.0,48.0,50.0,TCN-P,150.0,0.4,1,11,13,,,7.0,-27.1%
,2016-03-11,SAC,ORL,,,,,,,,2015-16,17081.0,17317.0,10159.0,2763.0,1321.0,14243.0,1.38,1.52,,,,,,,,,970,Fri,10:00 PM,7:00 PM,FSFL,150.0,0.6,1.0,10.0,10.0,CSN-S,135.0,1.8,3,24,27,,,240.0,-31.3%
,2016-03-11,UTA,WAS,,,,,,,,2015-16,19911.0,19911.0,9798.0,3264.0,1142.0,14204.0,0.92,2.48,,,,,,,,,969,Fri,9:00 PM,7:00 PM,CSN-W,150.0,0.4,1.0,10.0,23.0,ROOT-RM,150.0,4.16,8.2,36.8,,,,,
,2016-03-10,DEN,PHX,,,,,,,,2015-16,11582.0,19155.0,4901.0,3005.0,397.0,8303.0,1.63,1.89,,,,,,,,,961,Thu,9:00 PM,7:00 PM,FSA,150.0,0.8,1.0,14.0,19.0,ASE,150.0,0.8,1,13,15,,,13.0,-21.4%
,2016-03-10,LAL,CLE,,,,,,,,2015-16,18997.0,18997.0,14378.0,143.0,1970.0,16491.0,5.48,1.5,199.0,TNT,0.944444444,0.047916667,149.0,1.4,1778.0,1331.0,962,Thu,10:30 PM,7:30 PM,FSO,150.0,4.8,10.0,71.0,89.0,,,,,,,TNT,,453.0,139.4%
,2016-03-10,SAS,CHI,,,,,,,,2015-16,18418.0,18418.0,13502.0,1928.0,1240.0,16670.0,0.94,3.46,198.0,TNT,0.843055556,0.944444444,146.0,1.2,1469.0,1112.0,960,Thu,8:00 PM,7:00 PM,,,,,,,,,,,,,TNT,,52.0,36.4%
,2016-03-10,TOR,ATL,,,,,,,,2015-16,19800.0,19800.0,14536.0,1126.0,1693.0,17355.0,2.86,2.41,,,,,,,,,959,Thu,7:30 PM,7:30 PM,FSSE-ATL,150.0,0.7,1.0,17.0,25.0,,,,,,,,,468.0,7.2%
,2016-03-09,BOS,MEM,,,,,,,,2015-16,17790.0,18624.0,11341.0,2296.0,2479.0,16116.0,2.42,0.63,196.0,ESPN,0.791666667,0.898611111,154.0,0.8,893.0,751.0,953,Wed,7:30 PM,7:30 PM,FSSE-MEM,,,,,,CSN-NE,165.0,2.4,4,58,71,,,443.0,-21.4%
,2016-03-09,CHA,NOP,,,,,,,,2015-16,16335.0,19077.0,9486.0,1669.0,568.0,11723.0,1.19,0.64,,,,,,,,,950,Wed,7:00 PM,7:00 PM,FSNO,150.0,1.57,2.3,10.1,,FSSE-CHA,150.0,1.17,1.7,13.5,16,,,53.0,29.1%
,2016-03-09,DAL,DET,,,,,,,,2015-16,20249.0,19200.0,13031.0,1741.0,1944.0,16716.0,2.71,1.85,,,,,,,,,954,Wed,8:30 PM,7:30 PM,FSD,150.0,1.7,3.0,31.0,38.0,FSSW-DAL,150.0,1.6,2,41,60,,,274.0,-9.3%
,2016-03-09,GSW,UTA,,,,,,,,2015-16,19596.0,19596.0,14907.0,2514.0,676.0,18097.0,2.49,0.92,,,,,,,,,958,Wed,10:30 PM,7:30 PM,ROOT-RM,150.0,3.13,5.8,27.6,,CSN-BA,135.0,12.5,22,312,482,,,2405.0,31.3%
,2016-03-09,MIL,MIA,,,,,,,,2015-16,15005.0,18717.0,6979.0,2310.0,1204.0,10493.0,0.9,1.7,,,,,,,,,952,Wed,7:00 PM,6:00 PM,FS-SUN,165.0,5.8,9.0,97.0,144.0,,,,,,,ESPN,,34.0,-96.1%
,2016-03-09,OKC,LAC,,,,,,,,2015-16,18203.0,18203.0,14611.0,1445.0,938.0,16994.0,0.72,5.48,197.0,ESPN,0.898611111,0.002777778,150.0,1.3,1534.0,1180.0,955,Wed,9:30 PM,8:30 PM,FSNP,150.0,0.8,1.0,45.0,63.0,FSOK,150.0,5.86,9.2,41,,ESPN,,522.0,45.0%
,2016-03-09,PHI,HOU,,,,,,,,2015-16,15237.0,20328.0,8736.0,3480.0,1254.0,13470.0,2.94,2.45,,,,,,,,,951,Wed,7:00 PM,7:00 PM,ROOT-SW,180.0,1.3,2.0,30.0,45.0,CSN-P,165.0,1,2,29,37,,,15.0,2.3%
,2016-03-09,PHX,NYK,,,,,,,,2015-16,17105.0,18055.0,7560.0,963.0,1945.0,10468.0,1.89,7.35,,,,,,,,,956,Wed,10:00 PM,8:00 PM,MSG,135.0,1.4,2.0,104.0,119.0,FSA,135.0,0.9,2,16,24,,,331.0,-24.8%
,2016-03-09,SAC,CLE,,,,,,,,2015-16,17317.0,17317.0,9730.0,1600.0,3265.0,14595.0,1.38,1.5,,,,,,,,,957,Wed,10:00 PM,7:00 PM,FSO,150.0,7,14.0,105.0,129.0,CSN-S,150.0,2.2,4,30,42,,,372.0,28.5%
,2016-03-08,DEN,NYK,,,,,,,,2015-16,13305.0,19155.0,5614.0,2316.0,829.0,8759.0,1.63,7.35,,,,,,,,,946,Tue,9:00 PM,7:00 PM,MSG,150.0,1.2,2.0,86.0,96.0,ASE,150.0,0.8,1,13,15,,,17.0,15.4%
,2016-03-08,LAL,ORL,,,,,,,,2015-16,18997.0,18997.0,14378.0,380.0,1476.0,16234.0,5.48,1.52,,,,,,,,,949,Tue,10:30 PM,7:30 PM,FSFL,150.0,0.4,1.0,6.0,6.0,TWC SN/TWC D,150.0,1.7,3,93,124,,,323.0,-10.1%
,2016-03-08,MIN,SAS,,,,,,,,2015-16,14093.0,19356.0,6718.0,1981.0,2247.0,10946.0,1.74,0.94,,,,,,,,,945,Tue,8:00 PM,7:00 PM,FSSW-SA,135.0,6.9,11.0,62.0,,FSNN-MIN,135.0,0.7,1,12,13,NBA TV,,4.0,63.9%
,2016-03-08,POR,WAS,,,,,,,,2015-16,19393.0,19393.0,12596.0,2906.0,1449.0,16951.0,1.14,2.48,195.0,NBA TV,0.916666667,0.040277778,178.0,0.44,280.0,235.0,948,Tue,10:00 PM,7:00 PM,CSN-W,150.0,0.6,1.0,15.0,27.0,CSN,150.0,4.5,8,51,70,,,343.0,-2.1%
,2016-03-08,TOR,BRK,,,,,,,,2015-16,19800.0,19800.0,14738.0,1245.0,1518.0,17501.0,2.86,7.35,,,,,,,,,944,Tue,7:30 PM,7:30 PM,YES,150.0,0.4,1.0,31.0,39.0,,,,,,,,,466.0,-8.9%
,2016-03-08,UTA,ATL,,,,,,,,2015-16,19282.0,19911.0,9405.0,3400.0,670.0,13475.0,0.92,2.41,,,,,,,,,947,Tue,9:00 PM,7:00 PM,FSSE-ATL,150.0,0.8,1.0,20.0,30.0,ROOT-RM,150.0,3.86,6.8,34.3,,,,1.0,15.2%
,2016-03-07,CHA,MIN,,,,,,,,2015-16,15912.0,19077.0,9078.0,463.0,447.0,9988.0,1.19,1.74,,,,,,,,,937,Mon,7:00 PM,7:00 PM,FSNN-MIN,150.0,1.1,2.0,18.0,21.0,FSSE-CHA,150.0,0.97,1.5,11.2,13,,,97.0,28.9%
,2016-03-07,CHI,MIL,,,,,,,,2015-16,21672.0,20917.0,15459.0,952.0,1703.0,18114.0,3.46,0.9,,,,,,,,,940,Mon,8:00 PM,7:00 PM,FSNWI,150.0,1.4,2.0,12.0,,WPWR,150.0,3.6,6,126,180,,,87.0,1.7%
,2016-03-07,CLE,MEM,,,,,,,,2015-16,20562.0,20562.0,14595.0,3169.0,1429.0,19193.0,1.5,0.63,194.0,NBA TV,0.791666667,0.911805556,173.0,0.67,470.0,360.0,938,Mon,7:00 PM,7:00 PM,FSSE-MEM,165.0,2.690909091,3.727272727,16.90909091,,FSO,165.0,10.9,16,162,219,NBA TV,,28.0,21.7%
,2016-03-07,DAL,LAC,,,,,,,,2015-16,20002.0,19200.0,12908.0,1459.0,2159.0,16526.0,2.71,5.48,,,,,,,,,942,Mon,8:30 PM,7:30 PM,FSW-LAC,150.0,1.1,2.0,63.0,98.0,FSSW-DAL,150.0,2.1,3,56,69,,,247.0,25.9%
,2016-03-07,GSW,ORL,,,,,,,,2015-16,19596.0,19596.0,15114.0,2371.0,637.0,18122.0,2.49,1.52,,,,,,,,,943,Mon,10:30 PM,7:30 PM,FSFL,150.0,1.5,4.0,23.0,33.0,CSN-BA,150.0,13.07,21.9,324.7,502.7,,,2550.0,38.1%
,2016-03-07,IND,SAS,,,,,,,,2015-16,16742.0,18165.0,9694.0,2790.0,1540.0,14024.0,1.09,0.94,,,,,,,,,939,Mon,7:00 PM,7:00 PM,FSSW-SA,150.0,8,13.0,73.0,,FSI,150.0,3.7,5,39,,,,237.0,51.7%
,2016-03-07,NOP,SAC,,,,,,,,2015-16,16403.0,16867.0,10797.0,771.0,924.0,12492.0,0.64,1.38,,,,,,,,,941,Mon,8:00 PM,7:00 PM,CSN-S,150.0,1.2,2.0,17.0,23.0,FSNO,150.0,1.65,2.2,10.6,,,,116.0,-43.6%
,2016-03-06,DEN,DAL,,,,,,,,2015-16,14802.0,19155.0,5163.0,3661.0,1428.0,10252.0,1.63,2.71,,,,,,,,,933,Sun,5:00 PM,3:00 PM,FSSW-DAL,180.0,1.4,3.0,37.0,55.0,ASE,180.0,0.5,1,8,11,,,19.0,33.1%
,2016-03-06,DET,POR,,,,,,,,2015-16,18386.0,19971.0,6363.0,3640.0,1597.0,11600.0,1.85,1.14,193.0,NBA TV,0.75,0.85625,153.0,0.31,230.0,164.0,934,Sun,6:00 PM,6:00 PM,CSN-POR,150.0,3.6,8.0,40.0,58.0,FSD+,150.0,1.8,3,33,49,NBA TV,,104.0,14.6%
,2016-03-06,LAL,GSW,,,,,,,,2015-16,18997.0,18997.0,14644.0,323.0,1270.0,16237.0,5.48,2.49,192.0,ABC,0.647222222,0.753472222,153.0,2.4,3723.0,2747.0,931,Sun,3:30 PM,12:30 PM,,,,,,,,,,,,,ABC,,480.0,163.9%
,2016-03-06,MEM,PHX,,,,,,,,2015-16,17291.0,18119.0,11200.0,2617.0,723.0,14540.0,0.63,1.89,,,,,,,,,932,Sun,4:00 PM,3:00 PM,FSA,150.0,0.7,2.0,13.0,17.0,FSSE-MEM,150.0,2.48,4.6,15.8,,,,206.0,-2.7%
,2016-03-06,MIA,PHI,,,,,,,,2015-16,19820.0,19600.0,13857.0,2811.0,1608.0,18276.0,1.7,2.94,,,,,,,,,935,Sun,6:00 PM,6:00 PM,CSN-P,150.0,0.8,1.0,23.0,28.0,FS-SUN,165.0,4.8,8,80,126,,,,
,2016-03-06,MIL,OKC,,,,,,,,2015-16,16565.0,18717.0,7597.0,1598.0,2771.0,11966.0,0.9,0.72,,,,,,,,,930,Sun,3:30 PM,2:30 PM,FSOK,165.0,5.518181818,9.636363636,38.72727273,,FSNWI,165.0,1.7,3,15,,,,48.0,-89.3%
,2016-03-06,TOR,HOU,,,,,,,,2015-16,19800.0,19800.0,14800.0,815.0,2179.0,17794.0,2.86,2.45,,,,,,,,,936,Sun,6:30 PM,6:30 PM,ROOT-SW,165.0,1.2,2.0,28.0,49.0,,,,,,,,,609.0,58.1%
,2016-03-05,CHI,HOU,,,,,,,,2015-16,22203.0,20917.0,15551.0,1022.0,2018.0,18591.0,3.46,2.45,191.0,ABC,0.855555556,0.970138889,165.0,1.2,1867.0,1358.0,927,Sat,8:30 PM,7:30 PM,,,,,,,,,,,,,ABC,,576.0,25.9%
,2016-03-05,CLE,BOS,,,,,,,,2015-16,20562.0,20562.0,14599.0,3037.0,1311.0,18947.0,1.5,2.42,,,,,,,,,922,Sat,7:00 PM,7:00 PM,CSN-NE,150.0,2.6,5.0,64.0,94.0,FSO,150.0,10,16,149,219,,,58.0,174.2%
,2016-03-05,LAC,ATL,,,,,,,,2015-16,19236.0,19060.0,12876.0,2345.0,959.0,16180.0,5.48,2.41,,,,,,,,,929,Sat,10:30 PM,7:30 PM,FSSE-ATL,150.0,0.7,2.0,18.0,24.0,FSNP,150.0,1,2,55,75,,,564.0,-12.0%
,2016-03-05,MIN,BRK,,,,,,,,2015-16,15987.0,19356.0,6264.0,3438.0,1602.0,11304.0,1.74,7.35,,,,,,,,,926,Sat,8:00 PM,7:00 PM,YES,135.0,0.4,1.0,27.0,32.0,FSNN-MIN,150.0,1.6,3,28,43,,,,
,2016-03-05,NOP,UTA,,,,,,,,2015-16,16680.0,16867.0,11337.0,2420.0,662.0,14419.0,0.64,0.92,,,,,,,,,925,Sat,7:00 PM,6:00 PM,ROOT-RM,150.0,3.69,8.4,32.8,,FSNO,150.0,0.9,1.9,5.8,,,,143.0,-5.0%
,2016-03-05,NYK,DET,,,,,,,,2015-16,19812.0,19812.0,15854.0,828.0,1408.0,18090.0,7.35,1.85,,,,,,,,,923,Sat,7:00 PM,7:00 PM,FSD,135.0,0.8,1.0,15.0,21.0,MSG,135.0,1.4,3,105,161,,,1231.0,24.3%
,2016-03-05,SAS,SAC,,,,,,,,2015-16,18418.0,18418.0,13579.0,2455.0,852.0,16886.0,0.94,1.38,,,,,,,,,928,Sat,8:30 PM,7:30 PM,CSN-S,150.0,1.6,3.0,21.0,32.0,FSSW-SA,150.0,7.8,14,71,,,,67.0,-18.9%
,2016-03-05,WAS,IND,,,,,,,,2015-16,20356.0,20356.0,10619.0,3240.0,2251.0,16110.0,2.48,1.09,,,,,,,,,924,Sat,7:00 PM,7:00 PM,FSI,165.0,2,4.0,22.0,,CSN-W+,165.0,0.5,1,12,32,,,579.0,11.3%
,2016-03-04,BOS,NYK,,,,,,,,2015-16,18624.0,18624.0,11054.0,3189.0,2589.0,16832.0,2.42,7.35,,,,,,,,,915,Fri,7:30 PM,7:30 PM,MSG,150.0,1.6,3.0,116.0,133.0,CSN-NE,150.0,3.5,6,85,123,,,722.0,56.2%
,2016-03-04,CHA,IND,,,,,,,,2015-16,19099.0,19077.0,9578.0,3912.0,1561.0,15051.0,1.19,1.09,,,,,,,,,912,Fri,7:00 PM,7:00 PM,FSI,135.0,2.5,4.0,27.0,,FSSE-CHA,135.0,1.166666667,2.222222222,13.44444444,14.77777778,,,187.0,43.9%
,2016-03-04,CLE,WAS,,,,,,,,2015-16,20562.0,20562.0,14622.0,3422.0,974.0,19018.0,1.5,2.48,189.0,ESPN,0.836805556,0.940972222,150.0,1.3,1506.0,1171.0,917,Fri,8:00 PM,8:00 PM,CSN-W,150.0,0.6,1.0,16.0,18.0,FSO,150.0,8.8,14,131,182,ESPN,,45.0,135.9%
,2016-03-04,DEN,BRK,,,,,,,,2015-16,14163.0,19155.0,5005.0,3917.0,1065.0,9987.0,1.63,7.35,,,,,,,,,920,Fri,9:00 PM,7:00 PM,YES,165.0,0.2,0.0,17.0,18.0,ASE,165.0,0.7,1,11,14,,,11.0,-27.0%
,2016-03-04,LAL,ATL,,,,,,,,2015-16,18997.0,18997.0,14380.0,506.0,1375.0,16261.0,5.48,2.41,190.0,ESPN,0.940972222,0.038888889,141.0,1.0,1145.0,882.0,921,Fri,10:30 PM,7:30 PM,FSSE-ATL,150.0,0.4,1.0,9.0,13.0,TWC SN/TWC D,150.0,0.6,1,35,40,ESPN,,305.0,11.7%
,2016-03-04,MEM,UTA,,,,,,,,2015-16,17188.0,18119.0,11507.0,1181.0,631.0,13319.0,0.63,0.92,,,,,,,,,918,Fri,8:00 PM,7:00 PM,ROOT-RM,150.0,3.81,8.5,33.8,,FSSE-MEM,150.0,2.14,3.1,13.7,,,,203.0,-2.5%
,2016-03-04,MIL,MIN,,,,,,,,2015-16,16366.0,18717.0,6710.0,3853.0,2175.0,12738.0,0.9,1.74,,,,,,,,,919,Fri,8:00 PM,7:00 PM,FSNN-MIN,150.0,0.9,2.0,15.0,18.0,FSNWI,150.0,2.3,4,20,,,,40.0,-95.0%
,2016-03-04,ORL,PHX,,,,,,,,2015-16,17546.0,18846.0,6604.0,5097.0,1933.0,13634.0,1.52,1.89,,,,,,,,,913,Fri,7:00 PM,7:00 PM,FSA,135.0,0.9,2.0,18.0,22.0,FSFL,150.0,1.4,2,21,25,,,244.0,-16.6%
,2016-03-04,PHI,MIA,,,,,,,,2015-16,17610.0,20328.0,8117.0,2587.0,1416.0,12120.0,2.94,1.7,,,,,,,,,914,Fri,7:00 PM,7:00 PM,FS-SUN,165.0,4.2,8.0,69.0,100.0,CSN-P,150.0,0.6,1,16,18,,,11.0,25.7%
,2016-03-04,TOR,POR,,,,,,,,2015-16,19800.0,19800.0,14801.0,1237.0,1954.0,17992.0,2.86,1.14,,,,,,,,,916,Fri,7:30 PM,7:30 PM,CSN-POR,150.0,3.9,8.0,44.0,50.0,,,,,,,,,610.0,52.9%
,2016-03-03,DAL,SAC,,,,,,,,2015-16,19910.0,19200.0,13048.0,1741.0,1447.0,16236.0,2.71,1.38,,,,,,,,,910,Thu,8:30 PM,7:30 PM,CSN-S,150.0,1,2.0,14.0,19.0,FSSW-DAL,150.0,1.7,3,45,58,,,166.0,-18.9%
,2016-03-03,GSW,OKC,,,,,,,,2015-16,19596.0,19596.0,16032.0,1143.0,938.0,18113.0,2.49,0.72,188.0,TNT,0.944444444,0.045138889,145.0,2.9,3614.0,2660.0,911,Thu,10:30 PM,7:30 PM,,,,,,,,,,,,,TNT,,2979.0,151.7%
,2016-03-03,MIA,PHX,,,,,,,,2015-16,19600.0,19600.0,14371.0,2911.0,962.0,18244.0,1.7,1.89,,,,,,,,,908,Thu,7:30 PM,7:30 PM,FSA,150.0,0.8,1.0,14.0,15.0,FS-SUN,150.0,5.8,9,97,130,,,,
,2016-03-03,NOP,SAS,,,,,,,,2015-16,17781.0,16867.0,11588.0,3487.0,897.0,15972.0,0.64,0.94,187.0,TNT,0.84375,0.944444444,145.0,1.3,1611.0,1241.0,909,Thu,8:00 PM,7:00 PM,,,,,,,,,,,,,TNT,,236.0,30.6%
,2016-03-02,BOS,POR,,,,,,,,2015-16,18624.0,18624.0,10896.0,3842.0,1740.0,16478.0,2.42,1.14,,,,,,,,,899,Wed,7:30 PM,7:30 PM,CSN-POR,150.0,3.6,7.0,41.0,61.0,CSN-NE,150.0,2.8,4,66,80,,,462.0,-22.1%
,2016-03-02,DEN,LAL,,,,,,,,2015-16,20096.0,19155.0,5799.0,6148.0,5484.0,17431.0,1.63,5.48,,,,,,,,,906,Wed,9:00 PM,7:00 PM,TWC SN/TWC D,150.0,0.8,1.0,44.0,54.0,ASE,150.0,1,2,16,22,,,72.0,167.4%
,2016-03-02,HOU,NOP,,,,,,,,2015-16,18226.0,18055.0,12563.0,2306.0,649.0,15518.0,2.45,0.64,,,,,,,,,901,Wed,8:00 PM,7:00 PM,FSNO,165.0,1.963636364,2.8181818180000002,12.54545455,,ROOT-SW,165.0,1.4,2,34,48,ESPN,,65.0,-42.0%
,2016-03-02,LAC,OKC,,,,,,,,2015-16,19304.0,19060.0,13182.0,1884.0,1148.0,16214.0,5.48,0.72,186.0,ESPN,0.93125,0.040277778,157.0,1.3,1461.0,1176.0,907,Wed,10:30 PM,7:30 PM,FSOK,150.0,3.4,6.4,23.6,,FSNP,150.0,0.8,1,42,58,ESPN,,491.0,38.6%
,2016-03-02,MEM,SAC,,,,,,,,2015-16,15310.0,18119.0,11082.0,682.0,353.0,12117.0,0.63,1.38,,,,,,,,,902,Wed,8:00 PM,7:00 PM,CSN-S,150.0,1,2.0,14.0,19.0,FSSE-MEM,150.0,2.8,4,17.9,,,,124.0,-35.1%
,2016-03-02,MIL,IND,,,,,,,,2015-16,14263.0,18717.0,6172.0,2703.0,617.0,9492.0,0.9,1.09,,,,,,,,,903,Wed,8:00 PM,7:00 PM,FSI,150.0,2.7,4.0,31.0,,FSNWI,150.0,1.4,2,12,,,,8.0,-96.8%
,2016-03-02,MIN,WAS,,,,,,,,2015-16,11307.0,19356.0,6200.0,1311.0,744.0,8255.0,1.74,2.48,,,,,,,,,904,Wed,8:00 PM,7:00 PM,CSN-W+,150.0,0.5,1.0,13.0,11.0,FSNN-MIN,150.0,1.8,3,31,48,,,,
,2016-03-02,ORL,CHI,,,,,,,,2015-16,16072.0,18846.0,6366.0,2278.0,2428.0,11072.0,1.52,3.46,,,,,,,,,897,Wed,7:00 PM,7:00 PM,CSN-C,135.0,1.9,3.0,65.0,89.0,FSFL,135.0,1.5,3,23,30,,,353.0,68.6%
,2016-03-02,PHI,CHA,,,,,,,,2015-16,11143.0,20328.0,7105.0,749.0,304.0,8158.0,2.94,1.19,,,,,,,,,898,Wed,7:00 PM,7:00 PM,FSSE-CHA,150.0,0.81,1.4,9.4,9.8,CSN-P,150.0,0.8,1,22,27,,,6.0,-36.2%
,2016-03-02,SAS,DET,,,,,,,,2015-16,18418.0,18418.0,13593.0,1697.0,861.0,16151.0,0.94,1.85,185.0,ESPN,0.836805556,0.93125,136.0,1.2,1351.0,1074.0,905,Wed,8:30 PM,7:30 PM,FSD,150.0,1.3,2.0,24.0,26.0,FSSW-SA,135.0,4.5,7,41,,,,36.0,3.7%
,2016-03-02,TOR,UTA,,,,,,,,2015-16,19800.0,19800.0,14762.0,1569.0,1450.0,17781.0,2.86,0.92,,,,,,,,,900,Wed,7:30 PM,7:30 PM,ROOT-RM,150.0,3.8,7.7,33.7,,,,,,,,,,513.0,-5.8%
,2016-03-01,CHA,PHX,,,,,,,,2015-16,16849.0,19077.0,9040.0,1102.0,837.0,10979.0,1.19,1.89,,,,,,,,,891,Tue,7:00 PM,7:00 PM,FSA,135.0,0.9,2.0,17.0,25.0,FSSE-CHA,150.0,0.533333333,1.142857143,6.333333333,6,,,146.0,14.1%
,2016-03-01,DAL,ORL,,,,,,,,2015-16,19546.0,19200.0,13013.0,1936.0,1085.0,16034.0,2.71,1.52,,,,,,,,,894,Tue,8:30 PM,7:30 PM,FSFL,150.0,1.1,2.0,16.0,17.0,FSSW-DAL,150.0,1.5,2,41,46,,,137.0,-19.4%
,2016-03-01,GSW,ATL,,,,,,,,2015-16,19596.0,19596.0,15616.0,1817.0,637.0,18070.0,2.49,2.41,184.0,NBA TV,0.9375,0.052083333,165.0,0.98,684.0,526.0,895,Tue,10:30 PM,7:30 PM,FSSE-ATL,165.0,1.4,3.0,33.0,45.0,CSN-BA,165.0,14.7,25,366,541,NBA TV,,2359.0,44.5%
,2016-03-01,LAL,BRK,,,,,,,,2015-16,18997.0,18997.0,14380.0,305.0,1571.0,16256.0,5.48,7.35,,,,,,,,,896,Tue,10:30 PM,7:30 PM,YES,150.0,0.5,1.0,33.0,37.0,TWC SN/TWC D,150.0,1.4,2,74,105,,,308.0,-0.7%
,2016-03-01,MIA,CHI,,,,,,,,2015-16,19654.0,19600.0,13808.0,2834.0,1760.0,18402.0,1.7,3.46,183.0,NBA TV,0.8125,0.915277778,148.0,0.59,381.0,315.0,892,Tue,7:30 PM,7:30 PM,CSN-C,150.0,3.2,5.0,111.0,158.0,FS-SUN,165.0,5.9,9,98,133,NBA TV,,,
,2016-03-01,NYK,POR,,,,,,,,2015-16,19812.0,19812.0,15843.0,856.0,1332.0,18031.0,7.35,1.14,,,,,,,,,893,Tue,7:30 PM,7:30 PM,CSN-POR,150.0,3.7,7.0,42.0,60.0,MSG,135.0,2.1,3,155,168,,,754.0,-14.9%
,2016-02-29,BOS,UTA,,,,,,,,2015-16,17680.0,18624.0,11154.0,1913.0,2024.0,15091.0,2.42,0.92,,,,,,,,,886,Mon,7:30 PM,7:30 PM,ROOT-RM,150.0,3.76,7.5,33.2,,CSN-NE,150.0,2.9,5,70,95,,,308.0,-36.0%
,2016-02-29,CLE,IND,,,,,,,,2015-16,20562.0,20562.0,14601.0,1714.0,2782.0,19097.0,1.5,1.09,181.0,NBA TV,0.791666667,0.903472222,161.0,0.7,476.0,378.0,884,Mon,7:00 PM,7:00 PM,FSI,150.0,3.6,5.0,39.0,,FSO,150.0,10.1,15,150,210,NBA TV,,31.0,26.4%
,2016-02-29,DEN,MEM,,,,,,,,2015-16,10324.0,19155.0,5044.0,1161.0,333.0,6538.0,1.63,0.63,,,,,,,,,888,Mon,9:00 PM,7:00 PM,FSSE-MEM,150.0,2.08,3.2,13.3,,ASE,150.0,0.9,1,14,18,,,6.0,-15.1%
,2016-02-29,LAC,BRK,,,,,,,,2015-16,19060.0,19060.0,12588.0,2246.0,644.0,15478.0,5.48,7.35,,,,,,,,,890,Mon,10:30 PM,7:30 PM,YES,135.0,0.4,1.0,29.0,30.0,FSNP,150.0,1.1,2,63,74,,,268.0,-49.1%
,2016-02-29,MIL,HOU,,,,,,,,2015-16,13214.0,18717.0,6695.0,1300.0,877.0,8872.0,0.9,2.45,,,,,,,,,887,Mon,8:00 PM,7:00 PM,ROOT-SW,165.0,1.4,2.0,33.0,44.0,FSNWI,165.0,1.9,3,16,,,,11.0,-96.2%
,2016-02-29,SAC,OKC,,,,,,,,2015-16,17317.0,17317.0,10142.0,3145.0,1530.0,14817.0,1.38,0.72,182.0,NBA TV,0.919444444,0.017361111,141.0,0.59,399.0,315.0,889,Mon,10:00 PM,7:00 PM,FSOK,150.0,7.43,13.2,51.9,,CSN-S,150.0,1.8,3,24,32,NBA TV,,284.0,-8.4%
