Unnamed: 0,Date,Home,Away,Unique_Devices,Starts,Live_Unique_Devices,Live_Starts,VOD_Unique_Devices,VOD_Starts,Life_Play_Time,Season,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets
834.0,2017-12-23,UTA,OKC,17152.0,41079.0,14745.0,36058.0,2989.0,5021.0,651631.91,2017-18,18306.0,18306.0,10690.0,1188.0,3756.0,15634.0
835.0,2017-12-23,WAS,ORL,3912.0,7286.0,3346.0,6447.0,608.0,839.0,115824.23,2017-18,17218.0,20356.0,9740.0,2453.0,1373.0,13566.0
836.0,2017-12-22,BRK,WAS,5564.0,10485.0,4993.0,9497.0,662.0,988.0,163828.5,2017-18,15589.0,17732.0,8971.0,914.0,1423.0,11308.0
837.0,2017-12-22,DET,NYK,17729.0,37844.0,15889.0,34570.0,2198.0,3274.0,689915.75,2017-18,16922.0,20491.0,8318.0,3295.0,1484.0,13097.0
838.0,2017-12-22,GSW,LAL,5150.0,9257.0,324.0,526.0,4832.0,8731.0,233995.35,2017-18,19596.0,19596.0,14855.0,1271.0,1845.0,17971.0
839.0,2017-12-22,HOU,LAC,2058.0,3469.0,134.0,200.0,1925.0,3269.0,78713.96,2017-18,18055.0,18055.0,11389.0,1659.0,2647.0,15695.0
840.0,2017-12-22,MIA,DAL,5813.0,12788.0,5102.0,11364.0,875.0,1424.0,285501.14,2017-18,19600.0,19600.0,13343.0,3659.0,1003.0,18005.0
841.0,2017-12-22,MIL,CHA,9012.0,17773.0,7956.0,15932.0,1198.0,1841.0,338801.27,2017-18,17018.0,18717.0,8400.0,1808.0,2752.0,12960.0
842.0,2017-12-22,OKC,ATL,17235.0,40137.0,15007.0,35589.0,2703.0,4548.0,625425.38,2017-18,18203.0,18203.0,14626.0,1360.0,875.0,16861.0
843.0,2017-12-22,ORL,NOP,7343.0,14471.0,6556.0,13204.0,908.0,1267.0,222689.41,2017-18,18846.0,18846.0,5983.0,5664.0,3866.0,15513.0
844.0,2017-12-22,POR,DEN,7757.0,14952.0,7178.0,13865.0,698.0,1087.0,284204.23,2017-18,19473.0,19393.0,12619.0,1886.0,3155.0,17660.0
845.0,2017-12-21,CLE,CHI,40555.0,101251.0,35213.0,89183.0,6729.0,12068.0,1713655.14,2017-18,20562.0,20562.0,15012.0,2317.0,1675.0,19004.0
846.0,2017-12-21,NYK,BOS,23577.0,72435.0,20312.0,66245.0,3515.0,6190.0,739677.79,2017-18,19812.0,19812.0,11590.0,762.0,5460.0,17812.0
847.0,2017-12-21,PHI,TOR,21533.0,45010.0,19671.0,41800.0,2117.0,3210.0,736742.4,2017-18,20680.0,20478.0,15409.0,2024.0,822.0,18255.0
848.0,2017-12-21,PHX,MEM,8647.0,15535.0,7953.0,14403.0,787.0,1132.0,264314.03,2017-18,16339.0,18055.0,5901.0,1559.0,1110.0,8570.0
849.0,2017-12-21,UTA,SAS,1428.0,2432.0,95.0,181.0,1334.0,2251.0,54549.09,2017-18,18306.0,18306.0,10678.0,2118.0,2810.0,15606.0
850.0,2017-12-20,ATL,IND,5660.0,11530.0,5133.0,10597.0,632.0,933.0,185780.87,2017-18,14830.0,15711.0,6354.0,2840.0,1661.0,10855.0
851.0,2017-12-20,BOS,MIA,32235.0,71259.0,29387.0,65683.0,3559.0,5576.0,1385123.21,2017-18,18624.0,18624.0,14391.0,750.0,2167.0,17308.0
852.0,2017-12-20,BRK,SAC,5275.0,10391.0,4756.0,9412.0,604.0,979.0,177903.01,2017-18,13179.0,17732.0,8428.0,848.0,534.0,9810.0
853.0,2017-12-20,CHA,TOR,9033.0,16313.0,8137.0,14918.0,1020.0,1395.0,279033.63,2017-18,15023.0,19077.0,9959.0,713.0,707.0,11379.0
854.0,2017-12-20,CHI,ORL,6224.0,12811.0,5462.0,11440.0,904.0,1371.0,231468.76,2017-18,20285.0,20917.0,9369.0,2692.0,878.0,12939.0
855.0,2017-12-20,DAL,DET,6153.0,11362.0,5582.0,10338.0,674.0,1024.0,219681.56,2017-18,19580.0,19200.0,11640.0,2445.0,1598.0,15683.0
856.0,2017-12-20,DEN,MIN,12004.0,22939.0,11027.0,21066.0,1183.0,1873.0,388462.02,2017-18,17002.0,19520.0,6933.0,1456.0,1829.0,10218.0
857.0,2017-12-20,GSW,MEM,3460.0,6652.0,276.0,529.0,3188.0,6123.0,186479.45,2017-18,19596.0,19596.0,14751.0,1924.0,1137.0,17812.0
858.0,2017-12-20,HOU,LAL,6255.0,14427.0,398.0,840.0,5866.0,13587.0,340686.6,2017-18,18055.0,18055.0,11145.0,2039.0,2532.0,15716.0
859.0,2017-12-20,LAC,PHX,5324.0,10045.0,4935.0,9412.0,453.0,633.0,160551.79,2017-18,17151.0,19068.0,10767.0,2832.0,1615.0,15214.0
860.0,2017-12-20,OKC,UTA,17284.0,37226.0,15353.0,33309.0,2419.0,3917.0,633875.1,2017-18,18203.0,18203.0,14650.0,1686.0,549.0,16885.0
861.0,2017-12-20,POR,SAS,17435.0,34349.0,15783.0,30954.0,2037.0,3395.0,699864.16,2017-18,19393.0,19393.0,12545.0,2049.0,2786.0,17380.0
862.0,2017-12-19,MIL,CLE,5277.0,9799.0,456.0,777.0,4838.0,9022.0,236078.27,2017-18,18717.0,18717.0,8915.0,2691.0,4357.0,15963.0
863.0,2017-12-19,PHI,SAC,19214.0,40344.0,17737.0,37666.0,1769.0,2678.0,611964.79,2017-18,20558.0,20478.0,15296.0,1859.0,816.0,17971.0
864.0,2017-12-19,WAS,NOP,12102.0,24894.0,10722.0,22646.0,1574.0,2248.0,335056.81,2017-18,16529.0,20356.0,9938.0,1028.0,753.0,11719.0
865.0,2017-12-18,ATL,MIA,7596.0,17118.0,7219.0,16316.0,501.0,802.0,189248.28,2017-18,14227.0,15711.0,6235.0,2121.0,1092.0,9448.0
866.0,2017-12-18,CHA,NYK,11581.0,22609.0,10666.0,20954.0,1136.0,1655.0,337705.24,2017-18,15386.0,19077.0,10138.0,490.0,898.0,11526.0
867.0,2017-12-18,CHI,PHI,16085.0,35499.0,14694.0,32838.0,1754.0,2661.0,779141.67,2017-18,20796.0,20917.0,9450.0,2765.0,2379.0,14594.0
868.0,2017-12-18,DAL,PHX,6116.0,11772.0,5755.0,11016.0,449.0,756.0,142377.59,2017-18,19245.0,19200.0,11876.0,2498.0,920.0,15294.0
869.0,2017-12-18,HOU,UTA,16463.0,38824.0,14672.0,34699.0,2323.0,4125.0,510043.98,2017-18,18055.0,18055.0,11386.0,1399.0,1451.0,14236.0
870.0,2017-12-18,IND,BOS,4430.0,8373.0,411.0,780.0,4040.0,7593.0,187505.34,2017-18,16055.0,17923.0,7751.0,3042.0,2702.0,13495.0
871.0,2017-12-18,LAL,GSW,7187.0,16056.0,709.0,1288.0,6505.0,14768.0,430616.31,2017-18,18997.0,18997.0,14637.0,74.0,1608.0,16319.0
872.0,2017-12-18,MIN,POR,11705.0,22284.0,10266.0,19627.0,1674.0,2657.0,299832.61,2017-18,14187.0,18978.0,8013.0,1178.0,1383.0,10574.0
873.0,2017-12-18,OKC,DEN,16820.0,39115.0,14855.0,35141.0,2425.0,3974.0,420093.14,2017-18,18203.0,18203.0,14890.0,1310.0,492.0,16692.0
874.0,2017-12-18,SAS,LAC,9665.0,18848.0,8748.0,16893.0,1179.0,1955.0,316966.19,2017-18,18418.0,18418.0,12869.0,2089.0,1114.0,16072.0
875.0,2017-12-17,BRK,IND,8156.0,16596.0,7124.0,14947.0,1159.0,1649.0,183844.94,2017-18,13934.0,17732.0,8073.0,1073.0,864.0,10010.0
876.0,2017-12-17,DET,ORL,9640.0,18100.0,8301.0,15986.0,1503.0,2114.0,195317.61,2017-18,16312.0,20491.0,8283.0,2099.0,912.0,11294.0
877.0,2017-12-17,TOR,SAC,12390.0,24580.0,10744.0,22032.0,1882.0,2548.0,264990.88,2017-18,19800.0,19800.0,14685.0,1194.0,1931.0,17810.0
878.0,2017-12-17,WAS,CLE,55476.0,145219.0,48821.0,130146.0,8432.0,15073.0,1857636.71,2017-18,20356.0,20356.0,10191.0,2449.0,3426.0,16066.0
879.0,2017-12-16,CHA,POR,16873.0,31928.0,15230.0,29159.0,1994.0,2769.0,508582.23,2017-18,16687.0,19077.0,10324.0,896.0,832.0,12052.0
880.0,2017-12-16,CLE,UTA,47725.0,125102.0,41963.0,111522.0,7722.0,13580.0,1533694.86,2017-18,20562.0,20562.0,15044.0,2327.0,1649.0,19020.0
881.0,2017-12-16,HOU,MIL,34680.0,78320.0,30623.0,69944.0,4882.0,8376.0,982267.71,2017-18,18055.0,18055.0,11499.0,2393.0,1436.0,15328.0
882.0,2017-12-16,MEM,BOS,27062.0,56306.0,24437.0,50932.0,3288.0,5374.0,1108477.13,2017-18,17794.0,17794.0,10110.0,1587.0,2391.0,14088.0
883.0,2017-12-16,MIA,LAC,8416.0,17458.0,7684.0,16016.0,883.0,1442.0,179890.77,2017-18,19600.0,19600.0,13122.0,4070.0,802.0,17994.0
884.0,2017-12-16,MIN,PHX,11125.0,21365.0,9760.0,19041.0,1562.0,2324.0,235102.84,2017-18,18109.0,18978.0,8154.0,1624.0,2412.0,12190.0
885.0,2017-12-16,NYK,OKC,4530.0,8530.0,410.0,716.0,4131.0,7814.0,225664.11,2017-18,19812.0,19812.0,11569.0,1397.0,4801.0,17767.0
886.0,2017-12-16,SAS,DAL,14292.0,27235.0,12169.0,23016.0,2612.0,4219.0,310825.87,2017-18,18418.0,18418.0,12800.0,1882.0,1214.0,15896.0
887.0,2017-12-15,BOS,UTA,28775.0,66285.0,25355.0,59312.0,4186.0,6973.0,937947.72,2017-18,18624.0,18624.0,14378.0,1006.0,1629.0,17013.0
888.0,2017-12-15,CHA,MIA,7819.0,15576.0,6480.0,13374.0,1510.0,2202.0,192560.37,2017-18,15565.0,19077.0,10133.0,2438.0,562.0,13133.0
889.0,2017-12-15,DEN,NOP,13382.0,27293.0,12384.0,25410.0,1191.0,1883.0,353050.79,2017-18,17584.0,19520.0,5934.0,2675.0,1069.0,9678.0
890.0,2017-12-15,HOU,SAS,3408.0,5788.0,214.0,318.0,3196.0,5470.0,118492.18,2017-18,18055.0,18055.0,11438.0,2042.0,2405.0,15885.0
891.0,2017-12-15,IND,DET,9431.0,19964.0,8434.0,18154.0,1180.0,1810.0,288288.41,2017-18,14687.0,17923.0,7006.0,3625.0,1188.0,11819.0
892.0,2017-12-15,MEM,ATL,3626.0,6147.0,3216.0,5503.0,455.0,644.0,56054.55,2017-18,15803.0,17794.0,10174.0,1066.0,388.0,11628.0
893.0,2017-12-15,MIL,CHI,11230.0,23030.0,9985.0,20461.0,1478.0,2569.0,302868.82,2017-18,16921.0,18717.0,8147.0,1421.0,2893.0,12461.0
894.0,2017-12-15,ORL,POR,5694.0,11705.0,4816.0,10218.0,988.0,1487.0,159896.12,2017-18,16963.0,18846.0,5683.0,5893.0,1787.0,13363.0
895.0,2017-12-15,PHI,OKC,7620.0,15141.0,553.0,944.0,7079.0,14197.0,381233.81,2017-18,20612.0,20478.0,15412.0,2012.0,933.0,18357.0
896.0,2017-12-15,TOR,BRK,3912.0,7758.0,3358.0,6780.0,632.0,978.0,80110.26,2017-18,19800.0,19800.0,14556.0,1125.0,2064.0,17745.0
897.0,2017-12-15,WAS,LAC,6466.0,12285.0,5693.0,10987.0,881.0,1298.0,139523.25,2017-18,15442.0,20356.0,10553.0,757.0,656.0,11966.0
898.0,2017-12-14,ATL,DET,6252.0,13117.0,5349.0,11620.0,1029.0,1497.0,152770.23,2017-18,13548.0,15711.0,6216.0,3416.0,1138.0,10770.0
899.0,2017-12-14,BRK,NYK,15504.0,38280.0,13776.0,34515.0,2250.0,3765.0,621945.15,2017-18,17732.0,17732.0,10215.0,1992.0,2388.0,14595.0
900.0,2017-12-14,CLE,LAL,38037.0,142776.0,32490.0,130553.0,6173.0,12223.0,1265053.94,2017-18,20562.0,20562.0,15157.0,2245.0,1462.0,18864.0
901.0,2017-12-14,GSW,DAL,13712.0,35534.0,10140.0,28393.0,3793.0,7141.0,478074.9,2017-18,19596.0,19596.0,13985.0,2837.0,900.0,17722.0
902.0,2017-12-14,MIN,SAC,7403.0,14871.0,6338.0,13007.0,1197.0,1864.0,210977.82,2017-18,11126.0,18978.0,7701.0,796.0,386.0,8883.0
903.0,2017-12-13,BOS,DEN,23717.0,53965.0,20851.0,48231.0,3493.0,5734.0,969715.18,2017-18,18624.0,18624.0,14204.0,1271.0,1649.0,17124.0
904.0,2017-12-13,CHI,UTA,9915.0,21165.0,8935.0,19253.0,1193.0,1912.0,286233.5,2017-18,18102.0,20917.0,9262.0,951.0,583.0,10796.0
905.0,2017-12-13,HOU,CHA,1566.0,2617.0,80.0,102.0,1486.0,2515.0,54966.81,2017-18,16509.0,18055.0,11225.0,971.0,426.0,12622.0
906.0,2017-12-13,IND,OKC,2298.0,3916.0,175.0,257.0,2126.0,3659.0,85269.7,2017-18,17923.0,17923.0,8264.0,2735.0,4287.0,15286.0
907.0,2017-12-13,MIA,POR,8918.0,19275.0,8160.0,17750.0,902.0,1525.0,250308.3,2017-18,19600.0,19600.0,12998.0,4131.0,867.0,17996.0
908.0,2017-12-13,NOP,MIL,13790.0,26516.0,12393.0,24064.0,1598.0,2452.0,359871.32,2017-18,16863.0,16903.0,9799.0,1182.0,1018.0,11999.0
909.0,2017-12-13,ORL,LAC,4951.0,10619.0,4466.0,9796.0,573.0,823.0,111837.64,2017-18,16011.0,18846.0,6535.0,3590.0,1790.0,11915.0
910.0,2017-12-13,PHX,TOR,7799.0,14766.0,7406.0,14058.0,485.0,708.0,211101.78,2017-18,15517.0,18055.0,6503.0,731.0,1270.0,8504.0
911.0,2017-12-13,WAS,MEM,4908.0,9621.0,4438.0,8869.0,536.0,752.0,115022.03,2017-18,15297.0,20356.0,9717.0,509.0,315.0,10541.0
912.0,2017-12-12,BRK,WAS,9818.0,20350.0,9294.0,19365.0,656.0,985.0,307341.37,2017-18,14515.0,17732.0,8571.0,2375.0,940.0,11886.0
913.0,2017-12-12,CLE,ATL,27305.0,74644.0,24104.0,66480.0,4370.0,8164.0,1165604.23,2017-18,20562.0,20562.0,15097.0,3018.0,972.0,19087.0
914.0,2017-12-12,DAL,SAS,21346.0,49324.0,19789.0,46057.0,2144.0,3267.0,669970.52,2017-18,19874.0,19200.0,12028.0,2331.0,2166.0,16525.0
915.0,2017-12-12,DET,DEN,6304.0,13287.0,5637.0,12163.0,767.0,1124.0,152521.77,2017-18,15480.0,20491.0,8198.0,2533.0,503.0,11234.0
916.0,2017-12-12,MIN,PHI,2412.0,4324.0,133.0,193.0,2283.0,4131.0,106615.22,2017-18,14659.0,18978.0,8328.0,775.0,1178.0,10281.0
917.0,2017-12-12,NYK,LAL,4015.0,8282.0,297.0,452.0,3723.0,7830.0,208755.02,2017-18,19359.0,19812.0,11277.0,920.0,5103.0,17300.0
918.0,2017-12-12,SAC,PHX,6400.0,14123.0,5932.0,13061.0,607.0,1062.0,222255.26,2017-18,17583.0,17583.0,9642.0,1419.0,1289.0,12350.0
919.0,2017-12-11,CHI,BOS,25558.0,56449.0,23449.0,52602.0,2641.0,3847.0,742813.45,2017-18,19617.0,20917.0,9364.0,3986.0,1964.0,15314.0
920.0,2017-12-11,GSW,POR,30137.0,69434.0,25973.0,59821.0,5437.0,9613.0,1627020.98,2017-18,19596.0,19596.0,14460.0,2468.0,1061.0,17989.0
921.0,2017-12-11,HOU,NOP,2948.0,5396.0,219.0,365.0,2737.0,5031.0,143001.58,2017-18,18055.0,18055.0,11413.0,1704.0,1784.0,14901.0
922.0,2017-12-11,LAC,TOR,560.0,908.0,56.0,89.0,504.0,819.0,19973.26,2017-18,16658.0,19068.0,10872.0,1941.0,952.0,13765.0
923.0,2017-12-11,MEM,MIA,6612.0,13418.0,6101.0,12334.0,635.0,1084.0,188550.38,2017-18,14857.0,17794.0,9974.0,1104.0,340.0,11418.0
924.0,2017-12-11,OKC,CHA,19460.0,44445.0,17965.0,41676.0,1895.0,2769.0,584692.72,2017-18,18203.0,18203.0,14588.0,1594.0,515.0,16697.0
925.0,2017-12-10,DET,BOS,23952.0,55363.0,20809.0,48904.0,3818.0,6459.0,939955.0,2017-18,18776.0,20491.0,8286.0,4441.0,2338.0,15065.0
926.0,2017-12-10,IND,DEN,10594.0,22628.0,9371.0,20194.0,1432.0,2434.0,387572.38,2017-18,14587.0,17923.0,6865.0,3461.0,1205.0,11531.0
927.0,2017-12-10,MIN,DAL,9526.0,19662.0,8578.0,18025.0,1086.0,1637.0,259065.81,2017-18,13094.0,18978.0,7836.0,739.0,747.0,9322.0
928.0,2017-12-10,NOP,PHI,20328.0,43434.0,18342.0,39785.0,2353.0,3649.0,661993.69,2017-18,16878.0,16903.0,10318.0,1768.0,1607.0,13693.0
929.0,2017-12-10,NYK,ATL,12932.0,31290.0,11852.0,28660.0,1414.0,2630.0,559478.51,2017-18,19189.0,19812.0,11200.0,617.0,5103.0,16920.0
930.0,2017-12-10,SAC,TOR,6556.0,13814.0,5811.0,12510.0,873.0,1304.0,162731.89,2017-18,17583.0,17583.0,9451.0,1258.0,1216.0,11925.0
931.0,2017-12-09,ATL,ORL,5309.0,10576.0,5054.0,10143.0,315.0,433.0,105303.05,2017-18,12719.0,15711.0,6388.0,2507.0,1424.0,10319.0
932.0,2017-12-09,BRK,MIA,659.0,1032.0,65.0,122.0,594.0,910.0,25083.13,,,,,,,
933.0,2017-12-09,CHA,LAL,24145.0,61900.0,21617.0,55776.0,3387.0,6124.0,949478.19,2017-18,19320.0,19077.0,10617.0,1768.0,2581.0,14966.0
934.0,2017-12-09,CHI,NYK,11137.0,27243.0,10079.0,24879.0,1364.0,2364.0,415610.02,2017-18,20149.0,20917.0,9466.0,4390.0,1356.0,15212.0
935.0,2017-12-09,CLE,PHI,44133.0,116871.0,39882.0,104855.0,5861.0,12016.0,1848201.34,2017-18,20562.0,20562.0,15044.0,2284.0,1721.0,19049.0
936.0,2017-12-09,LAC,WAS,10993.0,21925.0,9740.0,19820.0,1443.0,2105.0,315901.9,2017-18,15739.0,19068.0,11010.0,2225.0,827.0,14062.0
937.0,2017-12-09,MEM,OKC,21230.0,52851.0,19354.0,48257.0,2618.0,4594.0,698388.22,2017-18,17794.0,17794.0,10186.0,2054.0,2339.0,14579.0
938.0,2017-12-09,MIL,UTA,1148.0,2040.0,46.0,73.0,1106.0,1967.0,50464.94,2017-18,16675.0,18717.0,8044.0,2616.0,1851.0,12511.0
939.0,2017-12-09,PHX,SAS,9517.0,20835.0,8490.0,18749.0,1243.0,2086.0,326264.65,2017-18,16575.0,18055.0,6578.0,3241.0,2010.0,11829.0
940.0,2017-12-09,POR,HOU,22047.0,50523.0,19818.0,45094.0,2877.0,5429.0,895378.48,2017-18,19503.0,19393.0,12674.0,2076.0,2820.0,17570.0
941.0,2017-12-08,CHA,CHI,8583.0,18192.0,7756.0,16571.0,972.0,1621.0,216468.1,2017-18,14077.0,19077.0,10183.0,520.0,567.0,11270.0
942.0,2017-12-08,DET,GSW,4055.0,8399.0,357.0,680.0,3709.0,7719.0,203598.99,2017-18,20491.0,20491.0,8508.0,7271.0,2952.0,18731.0
943.0,2017-12-08,IND,CLE,36116.0,102987.0,33129.0,96714.0,3810.0,6273.0,1434190.08,2017-18,17032.0,17923.0,8213.0,1390.0,4773.0,14376.0
944.0,2017-12-08,MEM,TOR,4470.0,9380.0,4123.0,8636.0,424.0,744.0,120862.73,2017-18,15417.0,17794.0,10084.0,579.0,245.0,10908.0
945.0,2017-12-08,MIL,DAL,9002.0,18568.0,8194.0,16999.0,971.0,1569.0,265871.9,2017-18,15889.0,18717.0,8356.0,1572.0,1335.0,11263.0
946.0,2017-12-08,NOP,SAC,8453.0,17288.0,7563.0,15434.0,1076.0,1854.0,214163.51,2017-18,15019.0,16903.0,9986.0,1480.0,771.0,12237.0
947.0,2017-12-08,ORL,DEN,3962.0,9005.0,3564.0,8292.0,479.0,713.0,99485.71,2017-18,16024.0,18846.0,5529.0,4994.0,1526.0,12049.0
948.0,2017-12-08,SAS,BOS,3828.0,7130.0,155.0,318.0,3679.0,6812.0,157135.98,2017-18,18418.0,18418.0,13024.0,2458.0,1440.0,16922.0
949.0,2017-12-07,BRK,OKC,16600.0,38766.0,15080.0,35870.0,1907.0,2896.0,544341.42,,,,,,,
950.0,2017-12-07,PHI,LAL,26187.0,87723.0,22515.0,79689.0,4006.0,8034.0,836574.81,2017-18,20495.0,20478.0,15417.0,1836.0,1051.0,18304.0
951.0,2017-12-07,PHX,WAS,9213.0,19388.0,8489.0,18087.0,886.0,1301.0,211108.73,2017-18,15925.0,18055.0,5933.0,1971.0,1191.0,9095.0
952.0,2017-12-07,UTA,HOU,9044.0,23971.0,7453.0,20918.0,1674.0,3053.0,222576.22,2017-18,18306.0,18306.0,10729.0,1946.0,2496.0,15171.0
953.0,2017-12-06,BOS,DAL,30092.0,75947.0,27220.0,68998.0,3865.0,6949.0,915317.19,2017-18,18624.0,18624.0,14216.0,1278.0,1774.0,17268.0
954.0,2017-12-06,CHA,GSW,3259.0,6745.0,284.0,514.0,2981.0,6231.0,149448.94,2017-18,19334.0,19077.0,10458.0,2079.0,2511.0,15048.0
955.0,2017-12-06,CLE,SAC,38666.0,105623.0,34618.0,95115.0,5758.0,10508.0,1317854.78,2017-18,20562.0,20562.0,15093.0,3135.0,905.0,19133.0
956.0,2017-12-06,IND,CHI,7491.0,16263.0,6401.0,14347.0,1279.0,1916.0,164905.4,2017-18,13013.0,17923.0,7088.0,1719.0,361.0,9168.0
957.0,2017-12-06,LAC,MIN,765.0,1233.0,83.0,123.0,684.0,1110.0,28740.51,2017-18,15951.0,19068.0,10774.0,1397.0,1016.0,13187.0
958.0,2017-12-06,MIL,DET,14462.0,27982.0,13161.0,25699.0,1515.0,2283.0,378345.92,2017-18,15841.0,18717.0,7771.0,1167.0,2924.0,11862.0
959.0,2017-12-06,NOP,DEN,6897.0,14380.0,6048.0,13002.0,937.0,1378.0,163383.44,2017-18,15353.0,16903.0,9264.0,1440.0,897.0,11601.0
960.0,2017-12-06,NYK,MEM,10797.0,24309.0,9539.0,21336.0,1613.0,2973.0,409820.54,2017-18,19812.0,19812.0,11275.0,715.0,5760.0,17750.0
961.0,2017-12-06,ORL,ATL,8078.0,17320.0,7681.0,16632.0,481.0,688.0,132774.11,2017-18,16167.0,18846.0,6641.0,3749.0,1636.0,12026.0
962.0,2017-12-06,SAS,MIA,12580.0,25697.0,11401.0,23108.0,1512.0,2589.0,390794.67,2017-18,18252.0,18418.0,12840.0,2179.0,537.0,15556.0
963.0,2017-12-05,OKC,UTA,36596.0,90360.0,32877.0,81726.0,5058.0,8634.0,1308496.9,2017-18,18203.0,18203.0,14682.0,1491.0,492.0,16665.0
964.0,2017-12-05,POR,WAS,1409.0,2280.0,106.0,172.0,1307.0,2108.0,50100.33,2017-18,19241.0,19393.0,12390.0,1636.0,1420.0,15446.0
965.0,2017-12-05,TOR,PHX,1033.0,1764.0,101.0,215.0,935.0,1549.0,28144.85,2017-18,19800.0,19800.0,14585.0,1698.0,1644.0,17927.0
966.0,2017-12-04,ATL,BRK,3030.0,6059.0,2698.0,5379.0,397.0,680.0,74482.19,2017-18,12056.0,15711.0,6255.0,2707.0,744.0,9706.0
967.0,2017-12-04,BOS,MIL,4719.0,9114.0,386.0,657.0,4345.0,8457.0,213981.09,2017-18,18624.0,18624.0,14228.0,1162.0,1788.0,17178.0
968.0,2017-12-04,CHA,ORL,7250.0,15327.0,6539.0,14166.0,815.0,1161.0,161882.84,2017-18,14419.0,19077.0,9648.0,1353.0,294.0,11295.0
969.0,2017-12-04,CHI,CLE,26376.0,73345.0,22972.0,63495.0,4688.0,9850.0,1033214.2,2017-18,21323.0,20917.0,9259.0,4169.0,2326.0,15754.0
970.0,2017-12-04,DAL,DEN,4887.0,10046.0,4381.0,9131.0,594.0,915.0,124362.53,2017-18,19419.0,19200.0,12007.0,2419.0,938.0,15364.0
971.0,2017-12-04,IND,NYK,9198.0,18638.0,8273.0,16865.0,1118.0,1773.0,252634.32,2017-18,12018.0,17923.0,6843.0,1036.0,385.0,8264.0
972.0,2017-12-04,MEM,MIN,8681.0,17474.0,7919.0,16087.0,881.0,1387.0,179786.37,2017-18,14012.0,17794.0,10128.0,771.0,231.0,11130.0
973.0,2017-12-04,NOP,GSW,38676.0,98117.0,34310.0,86521.0,5738.0,11596.0,1635614.52,2017-18,17004.0,16903.0,10039.0,1825.0,2142.0,14006.0
974.0,2017-12-04,PHI,PHX,19756.0,44155.0,17704.0,40079.0,2492.0,4076.0,593600.84,2017-18,20564.0,20478.0,15219.0,1479.0,678.0,17376.0
975.0,2017-12-04,SAS,DET,15688.0,31402.0,14281.0,28304.0,1779.0,3098.0,495070.84,2017-18,18288.0,18418.0,12832.0,2342.0,459.0,15633.0
976.0,2017-12-04,UTA,WAS,9754.0,18973.0,8711.0,16877.0,1292.0,2096.0,269499.95,2017-18,17227.0,18306.0,10705.0,2188.0,1660.0,14553.0
977.0,2017-12-03,LAL,HOU,3093.0,5844.0,241.0,426.0,2861.0,5418.0,120042.1,2017-18,18997.0,18997.0,14637.0,288.0,1386.0,16311.0
978.0,2017-12-03,MIA,GSW,32339.0,79809.0,28447.0,70269.0,5109.0,9540.0,1422809.85,2017-18,19600.0,19600.0,13210.0,4082.0,889.0,18181.0
979.0,2017-12-03,MIN,LAC,12252.0,24318.0,11020.0,22108.0,1430.0,2210.0,347367.72,2017-18,13172.0,18978.0,7950.0,719.0,753.0,9422.0
980.0,2017-12-03,NYK,ORL,13317.0,28360.0,11581.0,25520.0,2006.0,2840.0,469317.13,2017-18,19082.0,19812.0,11066.0,224.0,5677.0,16967.0
981.0,2017-12-03,OKC,SAS,3277.0,6162.0,296.0,430.0,2992.0,5732.0,130545.75,2017-18,18203.0,18203.0,14580.0,1411.0,946.0,16937.0
982.0,2017-12-02,BOS,PHX,23324.0,55444.0,18582.0,46237.0,5501.0,9207.0,1118973.77,2017-18,18624.0,18624.0,14559.0,746.0,1903.0,17208.0
983.0,2017-12-02,BRK,ATL,4932.0,9408.0,4477.0,8623.0,513.0,785.0,200340.05,2017-18,13949.0,17732.0,8978.0,1603.0,1109.0,11690.0
984.0,2017-12-02,CLE,MEM,29927.0,83198.0,26051.0,73157.0,5270.0,10041.0,1455229.78,2017-18,20562.0,20562.0,15010.0,2910.0,1169.0,19089.0
985.0,2017-12-02,DAL,LAC,5506.0,10700.0,4637.0,9239.0,966.0,1461.0,180877.27,2017-18,19245.0,19200.0,12300.0,2470.0,1085.0,15855.0
986.0,2017-12-02,DEN,LAL,23410.0,62771.0,21564.0,58675.0,2447.0,4096.0,1159983.53,2017-18,19520.0,19520.0,7375.0,3860.0,4711.0,15946.0
987.0,2017-12-02,MIL,SAC,10709.0,21259.0,9635.0,19275.0,1288.0,1984.0,305675.64,2017-18,15581.0,18717.0,7881.0,1679.0,1383.0,10943.0
988.0,2017-12-02,PHI,DET,27179.0,65413.0,24363.0,59693.0,3550.0,5720.0,1212112.17,2017-18,20562.0,20478.0,15222.0,1674.0,1127.0,18023.0
989.0,2017-12-02,POR,NOP,10690.0,21735.0,9685.0,19863.0,1189.0,1872.0,432680.76,2017-18,18730.0,19393.0,12359.0,1529.0,1797.0,15685.0
990.0,2017-12-01,CHI,SAC,6786.0,13778.0,5937.0,12050.0,1011.0,1728.0,231091.51,2017-18,19268.0,20917.0,9102.0,4602.0,1077.0,14781.0
991.0,2017-12-01,MEM,SAS,8713.0,17996.0,7660.0,15655.0,1317.0,2341.0,420106.39,2017-18,16413.0,17794.0,10196.0,1195.0,790.0,12181.0
