"","Date","Home","Away","Unique_Devices","Starts","Live_Unique_Devices","Live_Starts","VOD_Unique_Devices","VOD_Starts","Life_Play_Time","Attendance","Capacity","Num_Secondary_Transactions","Avg_Markup","season_tickets","group_tickets","single_game_tickets","total_ns_tickets","NAT.TV","NAT_dur","NAT_ratings","NAT_avg_viewers","NAT_avg_household","CN.TV","CN.TV2","DAY","DAY2","ET","ET2","Month","A_DUR","A_HH.RTG","A_HH.SHR","A_HH.IMP","H_DUR","H_HH.RTG","H_HH.SHR","H_HH.IMP","dma_home","dma_away","home_gt","away_gt","home_gt_q","away_gt_q","home_gt_lag","away_gt_lag","home_gt_lagq","away_gt_lagq","gt_tot","gtlag_tot","gt2_tot","gtq_tot","gtlagq_tot","gt2q_tot","Home_Followers_Facebook","Home_Followers_Twitter","Home_Followers_Instagram","Home_Followers_Snapchat","Home_Followers_Weibo","Home_Engagements_Facebook","Home_Engagements_Twitter","Home_Engagements_Instagram","Home_Impressions_Facebook","Home_Impressions_Twitter","Away_Followers_Facebook","Away_Followers_Twitter","Away_Followers_Instagram","Away_Followers_Snapchat","Away_Followers_Weibo","Away_Engagements_Facebook","Away_Engagements_Twitter","Away_Engagements_Instagram","Away_Impressions_Facebook","Away_Impressions_Twitter","fbf_tot","twf_tot","igf_tot","scf_tot","wbf_tot","fbe_tot","twe_tot","ige_tot","fbi_tot","twi_tot","sellout","dma_tot"
"84","2018-04-01","LAL","SAC",1363,2058,72,93,1291,1965,55729.47,18997,18997,1279,"-6.20%",14646,297,1366,16309,"NBA TV",141,0.43,260,200,"SN1","SN","Sun","Sun","6:30 PM","Afternoon","4",135,1,2,15,135,1.5,3,81,5.48,1.38,16.40625,67.3076923076923,3.28125,7.47863247863248,16.3636363636364,26.6666666666667,3.27272727272727,2.96296296296296,83.7139423076923,43.030303030303,126.744245337995,10.7598824786325,6.23569023569024,16.9955727143227,21468929,7446076,4548982,250270,2926855,13206306,7141653,6274200,123988643,77794231,5637107,991313,739443,48969,944930,1925209,1193884,1200038,23949995,12005802,27106036,8437389,5288425,299239,3871785,15131515,8335537,7474238,125913852,89800033,1,6.86
"85","2018-04-01","MIN","UTA",12638,27845,11007,24589,1925,3256,560985.71,18978,18978,NA,"",8362,4147,2361,14870,"none",NA,NA,NA,NA,"SN1","SN","Sun","Sun","6:00 PM","Afternoon","4",150,5.12,12.8,48.5,135,2.4,5,42,1.74,0.92,12.7272727272727,151.666666666667,7.95454545454546,6.06666666666667,6,54,3.75,2.16,164.393939393939,60,224.393939393939,14.0212121212121,5.91,19.9312121212121,1902174,877382,1057987,55514,2841348,2833829,4564426,4355669,24461205,39379967,1677491,831086,605612,65671,675542,5884959,8155287,7221270,35140921,62738633,3579665,1708468,1663599,121185,3516890,8718788,12719713,11576939,30346164,102118600,1,2.66
"86","2018-04-01","NOP","OKC",2834,4758,111,133,2723,4625,117847.8,18500,16903,791,"70.60%",10347,2120,3585,16052,"none",NA,NA,NA,NA,"none","none","Sun","Sun","5:00 PM","Afternoon","4",150,8.08,13.3,57.1,150,1.59,2.7,10.3,0.64,0.72,28.6363636363636,24.0625,4.77272727272727,2.86458333333333,34.5,17.4545454545455,5.75,2.07792207792208,52.6988636363636,51.9545454545455,104.653409090909,7.63731060606061,7.82792207792208,15.4652326839827,1735803,827357,912164,44434,893001,2574074,4103868,4216470,23121622,33782844,7249160,2620866,3391866,202895,1712578,6740611,5644063,23893602,56206461,46825722,8984963,3448223,4304030,247329,2605579,9314685,9747931,28110072,29862233,80608566,1.0944802697746,1.36
"87","2018-04-01","POR","MEM",6979,13972,6372,12996,708,976,246046.77,19545,19393,690,"6.80%",12616,2878,2263,17757,"none",NA,NA,NA,NA,"NBAC","NBAC","Sun","Sun","6:00 PM","Afternoon","4",135,0.5,1,3,150,3.3,7,39,1.14,0.63,32.5,15.3125,2.40740740740741,3.98763020833333,40.8,13.0909090909091,3.02222222222222,3.40909090909091,47.8125,53.8909090909091,101.703409090909,6.39503761574074,6.43131313131313,12.8263507470539,2440198,1148812,1011423,86016,573504,3321332,1809974,3585464,25817833,22731072,1835036,935473,572556,43076,498356,395616,732943,582063,4703414,10108773,4275234,2084285,1583979,129092,1071860,3716948,2542917,4167527,26213449,32839845,1.0078378796473,1.77
"88","2018-04-01","SAS","HOU",3250,5273,122,188,3128,5085,131309.27,18418,18418,1092,"87.10%",12760,1684,2293,16737,"ABC",149,1.4,2305,1632,"NBAC","NBAC","Sun","Sun","2:30 PM","Noon","4",NA,NA,NA,NA,NA,NA,NA,NA,0.94,2.45,43.0769230769231,7,2.21805294976027,2.5,66.6666666666667,13.7142857142857,3.4327009936766,4.89795918367347,50.0769230769231,80.3809523809524,130.457875457875,4.71805294976027,8.33066017735007,13.0487131271103,7199625,3360317,2114759,160498,2445541,10371617,5903099,13725839,106220951,66435596,9424989,2604125,2363599,167076,3387441,14806649,7117121,17654534,104728464,60572699,16624614,5964442,4478358,327574,5832982,25178266,13020220,31380373,121027600,127008295,1,3.39
"89","2018-03-31","BOS","TOR",4233,7668,199,314,4039,7354,225691.57,18624,18624,1619,"225.00%",14613,846,1837,17296,"NBA TV",156,0.36,245,166,"SN1","SN","Sat","Sat","7:30 PM","7:30 PM","3",NA,NA,NA,NA,150,2.8,5,67,2.42,2.86,5.45454545454545,42,6.06060606060606,1.85294117647059,3.88888888888889,42,4.32098765432099,1.85294117647059,47.4545454545455,45.8888888888889,93.3434343434343,7.91354723707665,6.17392883079158,14.0874760678682,8999616,3217688,2437932,187414,826576,12318349,6458848,22338662,97790295,72160102,2269123,1681550,1299769,94087,4028293,4820566,8321128,13663651,33958891,52503033,11268739,4899238,3737701,281501,4854869,17138915,14779976,36002313,102610861,124663135,1,5.28
"90","2018-03-31","MIA","BRK",11334,26338,10326,24735,1142,1603,469414.69,19600,19600,1201,"16.60%",13250,3837,931,18018,"none",NA,NA,NA,NA,"none","none","Sat","Sat","8:00 PM","Late","3",180,0.4,1,25,180,2.6,6,44,1.7,7.35,15,5.45454545454545,5.82236842105263,3.03030303030303,10.5,6.48148148148148,4.07565789473684,3.60082304526749,20.4545454545455,16.9814814814815,37.4360269360269,8.85267145135566,7.67648094000433,16.52915239136,15720368,4694301,2943933,143179,2253629,18613862,4889139,18625781,115820094,58509643,2734381,883835,775185,74830,2174756,564988,903734,1775683,8195264,16628136,18454749,5578136,3719118,218009,4428385,19178850,5792873,20401464,116385082,75137779,1,9.05
"91","2018-03-31","NYK","DET",6731,13172,5654,11477,1180,1695,260719.66,19812,19812,892,"-63.70%",11471,1094,5202,17767,"none",NA,NA,NA,NA,"none","none","Sat","Sat","5:00 PM","Afternoon","3",135,0.4,1,8,135,0.2,1,16,7.35,1.85,7.63636363636364,9.81818181818182,3.52447552447553,3.63636363636364,6.48148148148148,7.77777777777778,2.99145299145299,2.88065843621399,17.4545454545455,14.2592592592593,31.7138047138047,7.16083916083916,5.87211142766698,13.0329505885061,6015568,2075833,1698857,80730,1695432,4097311,2609996,8572829,38645451,23781257,1817689,849791,699503,59692,1015506,1668543,1245649,2204060,14793656,19618534,7833257,2925624,2398360,140422,2710938,5765854,3855645,10776889,40313994,43399791,1,9.2
"92","2018-03-31","SAC","GSW",19940,45502,17456,40066,3008,5436,1196641.06,17583,17583,797,"105.40%",9855,2331,2176,14362,"none",NA,NA,NA,NA,"SN1","SN","Sat","Sat","7:00 PM","7:00 PM","3",165,5.4,12,134,165,0.8,2,11,1.38,2.49,26.6666666666667,6.85714285714286,2.96296296296296,2.28571428571429,57.2727272727273,15.5555555555556,6.36363636363636,5.18518518518519,33.5238095238095,72.8282828282828,106.352092352092,5.24867724867725,11.5488215488215,16.7974987974988,5184574,969681,730259,48640,942938,4079821,1942264,2264405,31782830,18325832,11088514,5664401,8145511,602050,4067704,25708386,8603473,44430629,179997421,118100192,16273088,6634082,8875770,650690,5010642,29788207,10545737,46695034,57491216,136426024,1,3.87
"93","2018-03-31","WAS","CHA",1104,1489,49,67,1055,1422,27841.36,19071,20356,820,"-1.50%",9826,2277,2953,15056,"NBA TV",150,0.16,92,73,"NBAC","NBAC","Sat","Sat","3:00 PM","Afternoon","3",135,0.511111111,1.333333333,5.666666667,135,1.1,3,28,2.48,1.19,96,8.72727272727273,2.25882352941176,4.84848484848485,81.6666666666667,12.962962962963,1.92156862745098,7.20164609053498,104.727272727273,94.6296296296296,199.356902356902,7.10730837789661,9.12321471798596,16.2305230958826,1539764,852421,839544,54821,507678,1641896,1646139,2630016,12725681,21477526,1771660,878772,830355,58794,941347,1218045,1508187,2948379,12139284,20429802,3311424,1731193,1669899,113615,1449025,2859941,3154326,5578395,13943726,41907328,0.936873649046964,3.67
"94","2018-03-30","ATL","PHI",10669,23799,9272,21365,1613,2434,403923.33,16579,15711,310,"-2.60%",6741,5003,2743,14487,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:30 PM","7:30 PM","3",135,2.1,4,61,135,0.4,1,10,2.41,2.94,35,35,3.88888888888889,3.20833333333333,23,57.5,2.55555555555556,5.27083333333333,70,80.5,150.5,7.09722222222222,7.82638888888889,14.9236111111111,1645250,1197925,765720,66371,506034,809679,1199921,1655420,7876830,18071647,1660136,1488049,1014072,60572,1227655,5992387,9752059,10300441,32458351,65375040,3305386,2685974,1779792,126943,1733689,6802066,10951980,11955861,13869217,83446687,1.05524791547324,5.35
"95","2018-03-30","CLE","NOP",4469,8214,174,319,4296,7895,209312.86,20562,20562,135,"99.40%",14973,2626,1435,19034,"ESPN",154,1.3,1507,1160,"TSN","TSN","Fri","Fri","8:00 PM","Late","3",NA,NA,NA,NA,150,8.7,15,125,1.5,0.64,8.75,47.8947368421053,4.31423611111111,7.98245614035088,10.2222222222222,18.0714285714286,5.04012345679012,3.01190476190476,56.6447368421053,28.2936507936508,84.9383876357561,12.296692251462,8.05202821869488,20.3487204701569,8684093,3174901,6134061,469082,3363659,19849483,17905732,73428874,160419313,123236292,1718358,807843,883615,41435,892735,1167738,1543100,2205726,11717513,19273036,10402451,3982744,7017676,510517,4256394,21017221,19448832,75634600,161587051,142509328,1,2.14
"96","2018-03-30","DAL","MIN",5259,10121,4227,8602,1117,1519,152607.37,20244,19200,469,"7.70%",12009,2228,2242,16479,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:30 PM","7:30 PM","3",135,3.6,7,63,NA,NA,NA,NA,2.71,1.74,10.2083333333333,3.68421052631579,3.17592592592593,2.30263157894737,6.38888888888889,6.57142857142857,1.98765432098765,4.10714285714286,13.8925438596491,12.9603174603175,26.8528613199666,5.47855750487329,6.09479717813051,11.5733546830038,4455163,1485508,758997,57515,2962394,2357558,2147602,2276245,26626765,20359171,1893516,857663,1027906,53166,2844222,1831310,2835047,3955272,20664139,28692612,6348679,2343171,1786903,110681,5806616,4188868,4982649,6231517,28458075,49051783,1.054375,4.45
"97","2018-03-30","HOU","PHX",12958,27962,10354,23242,3047,4720,437987.77,18055,18055,65,"30.10%",11923,3000,895,15818,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:00 PM","7:00 PM","3",135,0.5,1,10,150,1.3,3,32,2.45,1.89,7.77777777777778,40.8333333333333,2.77777777777778,4.46614583333333,11.5,28.1111111111111,4.10714285714286,3.07465277777778,48.6111111111111,39.6111111111111,88.2222222222222,7.24392361111111,7.18179563492063,14.4257192460317,9046708,2561329,2288843,159421,3361779,14652623,8415920,16416222,97283312,68674852,1915645,992207,717471,52952,523421,2329232,1476061,3005501,20158427,17444038,10962353,3553536,3006314,212373,3885200,16981855,9891981,19421723,99612544,86118890,1,4.34
"98","2018-03-30","LAL","MIL",20018,46130,18134,42556,2222,3574,999392.25,18997,18997,1585,"32.00%",14648,494,1297,16439,"none",NA,NA,NA,NA,"NBAC","NBAC","Fri","Fri","7:30 PM","7:30 PM","3",150,1.58,3.7,13.8,165,1.2,2,64,5.48,0.9,11.6666666666667,12.25,2.33333333333333,2.72222222222222,9.2,23,1.84,5.11111111111111,23.9166666666667,32.2,56.1166666666667,5.05555555555556,6.95111111111111,12.0066666666667,21508939,7407759,4484546,246230,2912179,15274254,11130551,12586281,157444832,139605288,1637186,877905,960942,94840,2953788,4979616,3581966,7042565,25712796,33836456,23146125,8285664,5445488,341070,5865967,20253870,14712517,19628846,162424448,173441744,1,6.38
"99","2018-03-30","OKC","DEN",24605,59805,22354,56117,2547,3688,842363.19,18203,18203,920,"35.50%",14595,1577,720,16892,"none",NA,NA,NA,NA,"NBAC","NBAC","Fri","Fri","7:00 PM","7:00 PM","3",150,0.6,1,10,150,7.15,12,50.5,0.72,1.63,23.3333333333333,10.3703703703704,2.77777777777778,3.7037037037037,16.1,12.65,1.91666666666667,4.51785714285714,33.7037037037037,28.75,62.4537037037037,6.48148148148148,6.43452380952381,12.9160052910053,7240455,2576324,3353874,200889,1705747,4691652,4521248,24605185,36263518,40125448,2005192,790067,615570,32980,918276,2800414,1388282,1791011,21005683,14954214,9245647,3366391,3969444,233869,2624023,7492066,5909530,26396196,39063932,55079662,1,2.35
"100","2018-03-30","ORL","CHI",4318,7948,3740,7038,637,910,121590.11,18918,18846,423,"11.70%",5860,5978,3819,15657,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:00 PM","7:00 PM","3",135,0.6,1,19,135,0.2,0,3,1.52,3.46,19.0909090909091,6.48148148148148,1.77272727272727,3.60082304526749,20.125,4.6,1.86875,2.55555555555556,25.5723905723906,24.725,50.2973905723906,5.37355031799476,4.42430555555556,9.79785587355032,2788102,1592058,653181,26841,1510203,6396357,874265,1473581,28088187,7928456,18342678,4097310,3493396,261064,1754284,13802133,2988382,3822037,132866028,46828023,21130780,5689368,4146577,287905,3264487,20198490,3862647,5295618,41890320,54756479,1.00382043935053,4.98
"101","2018-03-30","POR","LAC",829,1189,30,36,799,1153,26735.63,20013,19393,814,"38.60%",12795,2856,2549,18200,"ESPN",143,0.9,926,761,"TSN","TSN","Fri","Fri","7:30 PM","7:30 PM","3",NA,NA,NA,NA,165,2.4,5,28,1.14,5.48,49.5833333333333,13.4615384615385,3.67283950617284,3.36538461538462,23,32.2,1.7037037037037,8.05,63.0448717948718,55.2,118.244871794872,7.03822412155746,9.7537037037037,16.7919278252612,2442136,1136997,996196,85411,568841,5506539,3900936,12299175,36027656,34813980,3858256,1369069,1855965,108755,2858547,2211605,1511783,4244375,21858268,18680368,6300392,2506066,2852161,194166,3427388,7718144,5412719,16543550,38239261,53494348,1.03197029856134,6.62
"102","2018-03-30","UTA","MEM",7033,14916,6142,13136,1065,1780,298693.44,18306,18306,296,"58.30%",10617,1605,1904,14126,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:00 PM","7:00 PM","3",150,0.83,1.4,5.5,150,6.76,14.5,64.1,0.92,0.63,119,15.5555555555556,4.76,4.05092592592593,40.25,12.65,1.61,3.29427083333333,134.555555555556,52.9,187.455555555556,8.81092592592593,4.90427083333333,13.7151967592593,1458615,793932,570586,62551,675406,3906301,5213736,5483174,24923200,40532297,1837075,924326,569195,42810,500419,627436,1315201,1187476,8762341,18425478,3295690,1718258,1139781,105361,1175825,4533737,6528937,6670650,25550636,58957775,1,1.55
"103","2018-03-29","DET","WAS",9218,18186,8192,16711,1156,1475,300964.48,18268,20491,1,"0.00%",8253,2286,880,11419,"none",NA,NA,NA,NA,"NBAC","NBAC","Thu","Weekday","7:00 PM","7:00 PM","3",135,1.6,3,40,150,1.3,2,23,1.85,2.48,18.4,115,6.81481481481482,2.70588235294118,9.8,122.5,3.62962962962963,2.88235294117647,133.4,132.3,265.7,9.52069716775599,6.5119825708061,16.0326797385621,1817689,849791,699503,59692,1015506,1668543,1245649,2204060,14793656,19618534,1539764,852421,839544,54821,507678,1641896,1646139,2630016,12725681,21477526,3357453,1702212,1539047,114513,1523184,3310439,2891788,4834076,16435552,41096060,0.891513347323215,4.33
"104","2018-03-29","GSW","MIL",14061,33669,11520,29682,2658,3987,404157.75,19596,19596,2293,"35.10%",14439,2650,784,17873,"TNT",130,1.2,1376,1094,"TSN","TSN","Thu","Weekday","7:30 PM","7:30 PM","3",NA,NA,NA,NA,150,7.3,15,179,2.49,0.9,7.66666666666667,23,2.55555555555556,5.11111111111111,15.3125,9.27027027027027,5.10416666666667,2.06006006006006,30.6666666666667,24.5827702702703,55.2494369369369,7.66666666666667,7.16422672672673,14.8308933933934,11088514,5664401,8145511,602050,4067704,25708386,8603473,44430629,179997421,118100192,1637186,877905,960942,94840,2953788,4979616,3581966,7042565,25712796,33836456,12725700,6542306,9106453,696890,7021492,30688002,12185439,51473194,184977037,151936648,1,3.39
"105","2018-03-29","MIA","CHI",10281,22835,9177,20874,1279,1961,419802.62,19746,19600,1234,"32.50%",13028,3996,1252,18276,"none",NA,NA,NA,NA,"none","none","Thu","Weekday","7:30 PM","7:30 PM","3",150,2.2,4,73,150,2.5,5,42,1.7,3.46,11.5,4.6,4.46381578947368,2.55555555555556,14.5675675675676,5.88,5.65451635846373,3.26666666666667,16.1,20.4475675675676,36.5475675675676,7.01937134502924,8.92118302513039,15.9405543701596,15720368,4694301,2943933,143179,2253629,18613862,4889139,18625781,115820094,58509643,18342678,4097310,3493396,261064,1754284,13802133,2988382,3822037,132866028,46828023,34063046,8791611,6437329,404243,4007913,32415995,7877521,22447818,129622227,105337666,1.00744897959184,5.16
"106","2018-03-29","SAC","IND",6779,14043,5972,12800,908,1243,286888.95,11360,17583,344,"-54.70%",9436,927,1336,11699,"none",NA,NA,NA,NA,"none","none","Thu","Weekday","7:00 PM","7:00 PM","3",150,3.7,8,38,150,1.1,2,16,1.38,1.09,25.875,18.4,2.875,4.6,25.6666666666667,21.56,2.85185185185185,5.39,44.275,47.2266666666667,91.5016666666667,7.475,8.24185185185185,15.7168518518519,5184574,969681,730259,48640,942938,4079821,1942264,2264405,31782830,18325832,3315090,1113556,1198199,69074,947319,1888459,1780554,3495643,21493328,23215734,8499664,2083237,1928458,117714,1890257,5968280,3722818,5760048,33671289,41541566,0.64607859864642,2.47
"107","2018-03-29","SAS","OKC",20000,57344,17572,53199,2589,4145,763146.51,18418,18418,808,"78.50%",12857,1678,2199,16734,"TNT",149,1.3,1530,1175,"TSN","TSN","Thu","Weekday","7:00 PM","7:00 PM","3",NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.72,66.125,16.1,3.40481029810298,1.91666666666667,32.6666666666667,16.66,1.68202348690154,1.98333333333333,82.225,49.3266666666667,131.551666666667,5.32147696476965,3.66535682023487,8.98683378500452,7199887,3327657,2084783,159037,2444309,10641255,5146697,15110153,87317638,61097010,7240455,2576324,3353874,200889,1705747,4691652,4521248,24605185,36263518,40125448,14440342,5903981,5438657,359926,4150056,15332907,9667945,39715338,92009290,101222458,1,1.66
"108","2018-03-28","CHA","CLE",4804,9219,182,315,4624,8904,254183.73,19474,19077,641,"199.80%",10570,1059,4090,15719,"NBA TV",158,0.51,315,237,"SN1","SN","Wed","Weekday","7:00 PM","7:00 PM","3",135,7.1,12,103,150,1.65,2.9,19.1,1.19,1.5,10.78,6.53333333333333,5.98888888888889,3.2212962962963,7,3.9375,3.88888888888889,1.94140625,17.3133333333333,10.9375,28.2508333333333,9.21018518518518,5.83029513888889,15.0404803240741,1771660,878772,830355,58794,941347,1218045,1508187,2948379,12139284,20429802,8684093,3174901,6134061,469082,3363659,19849483,17905732,73428874,160419313,123236292,10455753,4053673,6964416,527876,4305006,21067528,19413919,76377253,31988767,143666094,1.02081039995806,2.69
"109","2018-03-28","LAL","DAL",16308,38987,14688,35577,2017,3410,845540.87,18997,18997,1473,"-0.60%",14650,382,1359,16391,"none",NA,NA,NA,NA,"NBAC","NBAC","Wed","Weekday","7:30 PM","7:30 PM","3",135,0.7,1,17,150,2.1,4,110,5.48,2.71,10.78,9.8,2.156,3.04888888888889,11.6666666666667,9.1875,2.33333333333333,2.85833333333333,20.58,20.8541666666667,41.4341666666667,5.20488888888889,5.19166666666667,10.3965555555556,21508939,7407759,4484546,246230,2912179,15274254,11130551,12586281,157444832,139605288,4455163,1485508,758997,57515,2962394,2357558,2147602,2276245,26626765,20359171,25964102,8893267,5243543,303745,5874573,17631812,13278153,14862526,159802390,159964459,1,8.19
"110","2018-03-28","MEM","POR",12063,24113,11222,22918,918,1195,367005.7,16050,17794,232,"-35.80%",9919,918,403,11240,"none",NA,NA,NA,NA,"NBAC","NBAC","Wed","Weekday","7:00 PM","7:00 PM","3",150,3.4,8,41,135,0.6,1,4,0.63,1.14,7.84,14.9130434782609,2.04166666666667,1.10466988727858,15.1666666666667,21,3.94965277777778,1.55555555555556,22.7530434782609,36.1666666666667,58.9197101449275,3.14633655394525,5.50520833333333,8.65154488727858,1837075,924326,569195,42810,500419,627436,1315201,1187476,8762341,18425478,2442136,1136997,996196,85411,568841,5506539,3900936,12299175,36027656,34813980,4279211,2061323,1565391,128221,1069260,6133975,5216137,13486651,14268880,53239458,0.90198943464089,1.77
"111","2018-03-28","MIN","ATL",7080,13395,6029,11716,1143,1679,234604.59,16183,18978,NA,"",7673,2786,793,11252,"none",NA,NA,NA,NA,"none","none","Wed","Weekday","7:00 PM","7:00 PM","3",135,0.5,1,13,150,2.9,6,51,1.74,2.41,4.2,49,2.625,5.44444444444444,5.25,21,3.28125,2.33333333333333,53.2,26.25,79.45,8.06944444444444,5.61458333333333,13.6840277777778,1893516,857663,1027906,53166,2844222,1831310,2835047,3955272,20664139,28692612,1645250,1197925,765720,66371,506034,809679,1199921,1655420,7876830,18071647,3538766,2055588,1793626,119537,3350256,2640989,4034968,5610692,21473818,46764259,0.852724206976499,4.15
"112","2018-03-28","ORL","BRK",3639,7658,3179,6965,515,693,98997.3,16517,18846,223,"-36.20%",5761,2953,1986,10700,"none",NA,NA,NA,NA,"none","none","Wed","Weekday","7:00 PM","7:00 PM","3",135,0.2,0,15,135,0.2,0,3,1.52,7.35,16.3333333333333,4.9,1.51666666666667,2.72222222222222,21,3.5,1.95,1.94444444444444,21.2333333333333,24.5,45.7333333333333,4.23888888888889,3.89444444444444,8.13333333333333,2788102,1592058,653181,26841,1510203,6396357,874265,1473581,28088187,7928456,2734381,883835,775185,74830,2174756,564988,903734,1775683,8195264,16628136,5522483,2475893,1428366,101671,3684959,6961345,1777999,3249264,28653175,24556592,0.876419399342035,8.87
"113","2018-03-28","PHI","NYK",18259,39531,16572,36544,1950,2987,924775.1,20655,20478,NA,"",15327,1753,880,17960,"none",NA,NA,NA,NA,"TSN","TSN","Wed","Weekday","7:00 PM","7:00 PM","3",150,0.5,1,37,150,3.9,7,112,2.94,7.35,35,6.86,3.20833333333333,3.16615384615385,87,5.83333333333333,7.975,2.69230769230769,41.86,92.8333333333333,134.693333333333,6.37448717948718,10.6673076923077,17.0417948717949,1660136,1488049,1014072,60572,1227655,5992387,9752059,10300441,32458351,65375040,6015568,2075833,1698857,80730,1695432,4097311,2609996,8572829,38645451,23781257,7675704,3563882,2712929,141302,2923087,10089698,12362055,18873270,36555662,89156297,1.0086434222092,10.29
"114","2018-03-28","PHX","LAC",4715,9241,4298,8624,460,617,148514.49,17005,18055,224,"-20.60%",5889,3361,2525,11775,"none",NA,NA,NA,NA,"none","none","Wed","Weekday","7:00 PM","7:00 PM","3",135,0.2,0,13,135,0.2,0,4,1.89,5.48,36.2173913043478,13.72,3.96127717391304,3.43,31.5,11.6666666666667,3.4453125,2.91666666666667,49.9373913043478,43.1666666666667,93.1040579710145,7.39127717391304,6.36197916666667,13.7532563405797,1915645,992207,717471,52952,523421,2329232,1476061,3005501,20158427,17444038,3858256,1369069,1855965,108755,2858547,2211605,1511783,4244375,21858268,18680368,5773901,2361276,2573436,161707,3381968,4540837,2987844,7249876,22370032,36124406,0.941844364441983,7.37
"115","2018-03-28","UTA","BOS",3253,5592,142,307,3111,5285,120579.13,18306,18306,296,"175.20%",10686,1066,373,12125,"ESPN",145,1.1,1202,938,"SN1","SN","Wed","Weekday","7:30 PM","7:30 PM","3",150,1.9,4,46,150,6.42,11.7,60.8,0.92,2.42,76.2222222222222,3.92,3.04888888888889,4.35555555555556,56,7,2.24,7.77777777777778,80.1422222222222,63,143.142222222222,7.40444444444444,10.0177777777778,17.4222222222222,1458615,793932,570586,62551,675406,3906301,5213736,5483174,24923200,40532297,8999616,3217688,2437932,187414,826576,12318349,6458848,22338662,97790295,72160102,10458231,4011620,3008518,249965,1501982,16224650,11672584,27821836,37241549,112692399,1,3.34
"116","2018-03-27","GSW","IND",19791,46055,18015,42911,2069,3144,1034831.11,19596,19596,1897,"-7.60%",14520,2440,688,17648,"none",NA,NA,NA,NA,"SN1","SN","Tue","Weekday","7:30 PM","7:30 PM","3",135,2.7,6,28,135,7.9,15,193,2.49,1.09,10.5,14,3.5,3.5,10.2,23.375,3.4,5.84375,24.5,33.575,58.075,7,9.24375,16.24375,11088514,5664401,8145511,602050,4067704,25708386,8603473,44430629,179997421,118100192,3315090,1113556,1198199,69074,947319,1888459,1780554,3495643,21493328,23215734,14403604,6777957,9343710,671124,5015023,27596845,10384027,47926272,181885880,141315926,1,3.58
"117","2018-03-27","HOU","CHI",9642,20162,8008,17486,1835,2676,316612.12,18055,18055,62,"2.80%",12402,1882,1072,15356,"none",NA,NA,NA,NA,"none","none","Tue","Weekday","7:00 PM","7:00 PM","3",135,2,3,65,135,2.1,4,51,2.45,3.46,14,14,5,7.77777777777778,10.2,10.625,3.64285714285714,5.90277777777778,28,20.825,48.825,12.7777777777778,9.54563492063492,22.3234126984127,9046708,2561329,2288843,159421,3361779,14652623,8415920,16416222,97283312,68674852,18342678,4097310,3493396,261064,1754284,13802133,2988382,3822037,132866028,46828023,27389386,6658639,5782239,420485,5116063,28454756,11404302,20238259,111085445,115502875,1,5.91
"118","2018-03-27","LAC","MIL",625,820,33,46,592,774,16676.84,19068,19068,17,"-41.80%",11232,3268,1591,16091,"TNT",143,0.8,878,691,"TSN","TSN","Tue","Weekday","7:30 PM","7:30 PM","3",NA,NA,NA,NA,150,0.3,0,15,5.48,0.9,11.6666666666667,19.3846153846154,2.91666666666667,4.30769230769231,27.625,9.91666666666667,6.90625,2.2037037037037,31.0512820512821,37.5416666666667,68.5929487179487,7.22435897435898,9.1099537037037,16.3343126780627,3858256,1369069,1855965,108755,2858547,2211605,1511783,4244375,21858268,18680368,1637186,877905,960942,94840,2953788,4979616,3581966,7042565,25712796,33836456,5495442,2246974,2816907,203595,5812335,7191221,5093749,11286940,26837884,52516824,1,6.38
"119","2018-03-27","MIA","CLE",28442,95007,26104,90831,2546,4176,963439.71,20093,19600,1607,"263.00%",13445,3665,1674,18784,"TNT",145,1.2,1377,1102,"none","none","Tue","Weekday","8:00 PM","Late","3",165,8,12,115,NA,NA,NA,NA,1.7,1.5,8.07692307692308,3.9375,3.13512145748988,1.94140625,7.08333333333333,7.28571428571429,2.74945175438597,3.5922619047619,12.0144230769231,14.3690476190476,26.3834706959707,5.07652770748988,6.34171365914787,11.4182413666377,15720368,4694301,2943933,143179,2253629,18613862,4889139,18625781,115820094,58509643,8684093,3174901,6134061,469082,3363659,19849483,17905732,73428874,160419313,123236292,24404461,7869202,9077994,612261,5617288,38463345,22794871,92054655,135669577,181745935,1.02515306122449,3.2
