"Live_Starts","Attendance","Capacity","sellout","Num_Secondary_Transactions","Avg_Markup","season_tickets","group_tickets","single_game_tickets","gt_tot","gt2_tot","gtq_tot","gt2q_tot","dma_tot","fbf_tot","twf_tot","igf_tot","scf_tot","wbf_tot","fbe_tot","twe_tot","ige_tot","fbi_tot","twi_tot","ET2_7:30 PM","ET2_Afternoon","ET2_Late","ET2_Noon","DAY2_Sat","DAY2_Sun","DAY2_Weekday","NAT.TV_ESPN","NAT.TV_NBA TV","NAT.TV_none","NAT.TV_TNT","CN.TV2_none","CN.TV2_SN","CN.TV2_TSN","CN.TV2_TSN2","ID"
11725,18418,18418,1,762,-0.08,12772,2177,1571,81,241.142857142857,4.95256097560976,13.7598033847685,2.46,9987989,4919715,2737964,185878,3954512,17037612,6020962,16583734,93713995,69025466,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,192
18651,18306,18306,1,199,0.08,10554,1913,3057,58.5,120.25,3.82666666666667,7.86592592592593,2.77,3276304,1643723,1270089,122243,1690912,5574844,6459385,7687234,26591743,60150831,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,193
130,17078,20356,0.838966398113578,681,-0.11,10855,1221,1413,61.9411764705882,205.304812834225,6.23382352941176,15.8405080213904,4.22,3433280,1710084,1867450,107987,3351900,3473206,4481186,6585288,14556991,50170138,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,194
124,18092,18055,1.00204929382443,114,1.1,11763,2537,1468,154.171428571429,229.03253968254,10.2613240418118,16.4932571944767,3.39,16246595,5888986,4373626,318458,5806088,25293878,13562617,31526375,107924567,129771862,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,195
15833,14112,17794,0.793076317859953,259,-0.25,9946,1082,758,27.3125,74.8412356321839,6.38693576388889,17.3637477051405,1.53,3474261,1802231,1530137,137650,3454207,5607052,4897167,8230041,13741957,52261934,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,196
39390,18203,18203,1,711,-0.05,14598,1790,452,41.0535714285714,114.271962233169,4.69345238095238,13.0395571063675,2.1,12425029,3546005,4084133,249529,2648685,8771473,6463512,26869590,40343339,58451280,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,197
95,19786,19393,1.02026504408807,592,-0.14,12631,3118,1749,35.7792207792208,113.343323343323,5.36285473785474,16.8665471954946,2.84,18162504,5831298,3940129,228590,2822470,24120401,8790075,30924956,54641518,93323623,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,198
8396,15266,15711,0.971675895869136,248,-0.3,6471,4506,2004,48.2758620689655,89.8314176245211,11.264367816092,24.5730097914006,5.87,19987928,5295235,4259116,327435,2260318,14611812,4188303,5477457,21678963,64899670,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,199
60211,18624,18624,1,1544,0.93,14561,873,1748,24.7413793103448,84.6302681992337,12.4209770114943,34.7604831843338,3.51,12314706,4331244,3636131,256488,1773895,14206808,8239402,25834305,99678754,95375836,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,200
28412,20394,19200,1.0621875,564,0.47,12047,1007,3671,25.2777777777778,51.4027777777778,8.22222222222222,16.8563492063492,5.16,13501871,4046837,3047840,216936,6324173,17010181,10563522,18692467,41279388,89034023,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,201
401,18997,18997,1,1783,1.87,14654,100,1679,24.184350132626,48.1704612437371,8.38735079575597,15.1993299624226,6.98,30193032,10582660,10618607,715312,6275838,35123737,29036283,86015155,177294315,262841580,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,202
24608,18062,16903,1.06856770987399,334,-0.07,10093,2761,1656,148.75,344.49358974359,8.83166666666667,20.0911538461538,1.56,3176973,1601775,1454201,103986,1568141,5074039,6756836,7688900,15623814,59805333,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,203
15185,19812,19812,1,687,-0.69,11591,1678,4459,74.1034482758621,185.325670498084,10.8260259010766,40.7317574244552,10.21,8284691,3757383,2998626,174817,5723725,8917877,10931124,22236480,43466017,76284290,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,204
10668,19336,19077,1.01357655815904,318,0.25,10261,3409,2188,144.527777777778,189.784920634921,20.1703800154321,27.9759355709877,3.08,3687305,1870979,1547826,111746,1464768,3547277,2984248,5953880,14468516,37873840,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,205
6570,19579,19200,1.01973958333333,489,-0.08,12465,1433,1790,32.2361111111111,53.687962962963,9.16157407407407,15.348816872428,3.34,6292238,2409834,1328192,100325,3462813,2984994,3462803,3463721,27254201,38784649,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,206
13250,16561,19068,0.868523180197189,5,-0.62,11035,3167,900,44,69.4358974358974,7.54285714285714,11.5809523809524,7,6646358,2961127,2509146,135596,4368750,8607962,2386048,5717956,28254625,26608824,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,207
25861,19689,19600,1.00454081632653,1308,0.36,13277,3376,1559,162.461538461538,236.643356643357,14.9297689926173,20.3878044556063,4.18,17260132,5546722,3783477,198000,2761307,20255758,6535278,21255797,117461990,79987169,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,208
145,18203,18203,1,1142,1.15,14625,1558,738,119.472222222222,190.692735042735,7.72051232417086,12.5406677784727,1.66,14440342,5903981,5438657,359926,4150056,15332907,9667945,39715338,46904773,101222458,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,209
12458,17406,20491,0.849446098287053,2,1.03,8463,3842,1471,19.2,46.7294117647059,9.48148148148148,23.7952069716776,5.31,20160367,4947101,4192899,320756,2769790,15470676,4234031,6026097,28595789,66446557,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,210
6395,17923,17923,1,237,-0.11,7047,5945,1831,44.8,71.8,6.75555555555556,11.0055555555556,3.5,4960340,2311481,1963919,135445,1453353,2698138,2980475,5151063,22303007,41287381,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,211
271,19130,19068,1.00325152087267,23,1.76,11324,2101,2715,16.5925925925926,41.6425925925926,5.58847736625514,13.0176440329218,6.98,12542349,4543970,7990026,577837,6222206,22061088,19417515,77673249,41707751,141916660,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212
14666,15622,17794,0.877936383050466,233,-0.33,10268,889,340,126.933333333333,202.109803921569,7.19333333333333,14.8680392156863,1.55,3295690,1718258,1139781,105361,1175825,4533737,6528937,6670650,12668642,58957775,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,213
16872,18717,18717,1,18,-0.5,7976,3555,2700,41.2121212121212,79.770944741533,11.7109557109557,24.8406691347868,8.25,7652754,2953738,2659799,175570,4649220,9076927,6191962,15615394,29810107,57617713,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,214
37,18143,16903,1.07335975862273,514,0.26,10430,3020,2186,80.7619047619048,215.761904761905,4.29953314659197,11.3407096171802,3.12,3258122,1660264,1723159,96256,1400413,2809634,3189239,4835742,13359409,40750562,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,215
89175,19487,19393,1.00484710978188,954,2.05,12524,962,3707,36.1142857142857,65.3642857142857,4.33439153439153,8.83439153439153,3.63,13530650,6801398,9141707,687461,4636545,31214925,12504409,56729804,61736042,152914172,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,216
5437,17583,17583,1,464,-0.47,9739,1733,1246,61.5384615384615,97.5384615384615,6.56800976800977,10.2863771149485,2.9,7972676,2561739,1383440,75481,2453141,10476178,2816529,3737986,38179187,26254288,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,217
119886,20131,19800,1.01671717171717,1347,1.67,14601,1189,2473,78.9333333333333,114.933333333333,6.48739495798319,9.95378151260504,5.31,11315831,4242879,3588612,253508,7390072,19473189,16737048,30079873,48611514,121177885,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,218
11264,14173,19077,0.742936520417256,56,0.01,9674,348,265,15.8823529411765,26.7519181585678,8.82352941176471,14.8621767547599,8.54,4506041,1762607,1605540,133624,3116103,1783033,2411921,4724062,12704272,37057938,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,219
74202,19596,19596,1,2426,0.46,14603,1490,1504,106.714285714286,158.857142857143,8.03135888501742,12.7293844367015,3.43,18288401,8992058,10230294,761087,6512013,36349641,13750170,59540782,190638676,179197202,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,220
50774,19600,19600,1,1186,0.08,13198,3817,1045,27,72.1470588235294,5.14342105263158,14.5140995872033,4.64,17380504,6182350,3958005,203751,3481284,24606249,14641198,28926222,121812481,123884683,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,221
29519,18203,18203,1,460,-0.13,14633,1660,466,89.6029411764706,201.668158567775,10.0358784138655,22.4822584604494,2.61,9156100,3568531,4071345,253841,2229168,7020884,5997309,27610686,38592750,57569486,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,222
11311,20210,20917,0.966199741836783,29,-0.42,9767,3519,6440,23.9130434782609,48.6822742474916,10.0769927536232,18.7522064288369,4.09,20179753,5021636,4062591,303874,2254703,14429569,4303583,5009513,133493464,65253501,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,223
115,17769,20491,0.867161192718755,3,0.1,8317,2570,1557,38.8586956521739,94.6433110367893,4.19671189731931,8.41454330338602,4.71,4086812,2531341,1999272,153779,5043799,6489109,9566777,15867711,19614222,72121567,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,224
27397,16432,17923,0.916810801763098,184,-0.28,7242,1420,1187,131.25,208.357692307692,10.5,20.3689230769231,2.01,4773705,1907488,1768785,131625,1622725,5794760,6994290,8978817,25399629,63748031,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,225
55882,18997,18997,1,1013,-0.27,14650,314,1237,35.2173913043478,59.1055031924597,4.90062111801242,8.04187985927116,7,24297041,8999817,5137727,273071,4422382,21670611,12004816,14059862,163841189,147533744,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,226
62821,17195,18717,0.918683549714164,22,-0.32,8369,2175,3310,14.4957983193277,32.3642193719593,4.18500733626784,9.57243423685263,3.35,10683894,3439234,3249785,254261,6315567,19632239,11997886,23458787,40365419,102511308,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,227
13733,17583,17583,1,309,-0.52,9717,865,1127,43.4375,89.1142676767677,6.12847222222222,12.3271254208754,2.02,6902932,1777524,1613874,90075,1835673,5247559,3485364,4470131,32950568,37598868,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,228
26170,15600,19077,0.817738638150653,189,0.14,10232,627,600,22.1258741258741,77.4115884115884,4.02649572649573,13.8657814407814,4.13,3431796,2366821,1844427,119366,2169002,7210432,11260246,13248820,18131671,85804842,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,229
14996,19504,19200,1.01583333333333,193,-0.37,11734,3423,915,17.1371237458194,43.8404204491161,5.72813080639168,14.6276598487779,4.34,6460355,2275575,1374567,90495,3880670,5157972,3535884,4067256,29427179,35313385,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,230
47749,19596,19596,1,2060,-0.19,14504,2430,784,20.4615384615385,35.1186813186813,8.25641025641026,13.9992673992674,9.84,13822895,6548236,8920696,676880,6242460,26273374,9507207,46206312,180562409,134728328,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,231
61,16412,19068,0.860709041325781,4,-0.52,11412,2576,599,39.6068376068376,90.2639804639805,8.21652421652422,17.7308099308099,6.12,5576614,2176912,2739580,150190,3751282,3379343,3054883,6450101,23026006,37953404,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,232
91028,18203,18203,1,750,0.58,14709,1590,601,34.1923076923077,68.1351648351648,6.57051282051282,13.182757718472,3.17,16287163,5137653,5642717,360310,5067526,19344275,12937168,41021407,50916141,108800300,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,233
17256,19393,19393,1,335,-0.17,12396,2410,1564,29.7948717948718,58.0805860805861,4.71064358243845,9.79489266668754,8.49,8457704,3212830,2695053,166141,2264273,9603850,6510932,20872004,40124967,58595237,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,234
9992,19800,19800,1,918,0.01,14550,1563,1928,78.4,126.4,5.33464052287582,8.65816993464052,5.27,3914373,2879475,2065489,160458,4534327,5630245,9521049,15319071,34768570,70574680,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,235
38981,16582,20356,0.814600117901356,781,-0.21,9798,985,1632,112.982456140351,181.382456140351,6.41984139916354,13.2799033186682,4.18,17260132,5546722,3783477,198000,2761307,20255758,6535278,21255797,31339543,79987169,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,236
33915,21286,20917,1.01764115312903,156,-0.22,9694,5119,4584,14.1428571428571,41.25,10.7142857142857,28.3928571428571,5.88,27342294,7314998,5931328,448478,2580860,26120482,9447230,26160699,145184377,118988125,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,237
347,20562,20562,1,76,-0.07,15029,2606,1495,14.6373626373626,32.4102197802198,6.2706043956044,14.3106440781441,3.35,10501782,4024692,6833564,528774,4379165,21518026,19151381,75632934,162087856,142854826,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,238
34429,15874,17923,0.885677620933995,210,-0.15,7261,1044,1687,21.8571428571429,62.4,5.21428571428571,15.075,1.99,4952276,1991461,2159141,163914,3901107,6868075,5362520,10538208,26472944,57052190,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,239
301,18997,18997,1,1288,-0.17,14654,271,1377,32.1428571428571,95.8763736263736,3.83809523809524,10.1916361416361,6.62,23951075,8544756,5480742,331641,3481020,20780793,15031487,24885456,162951371,174419268,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,240
21332,19600,19600,1,922,-0.36,12980,3880,852,45.2571428571429,177.003296703297,8.96447368421053,26.1341599190283,3.59,17636013,5686508,3661404,196131,2777050,20943094,6365200,21631282,118149326,75953681,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,241
22217,18418,18418,1,362,-0.27,12891,2430,618,80.5714285714286,233.392857142857,6.56623838559814,17.636139542199,1.57,9036962,4251983,2653978,201847,2944728,11268691,6461898,16297629,87945074,79522488,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,242
22659,18306,18306,1,171,-0.08,10484,1038,3688,63,144.4,3.63,8.04885714285714,2.44,4246717,2385990,1223767,89392,2185609,10302658,6088001,6956755,31319557,48460753,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,243
18457,15166,15711,0.965310928648717,185,-0.43,6644,3938,1719,154.846153846154,214.221153846154,16.9935897435897,23.5207164797009,4.3,3560895,2190132,1483191,119323,1029455,3138911,2675982,4660921,10206062,35515685,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,244
16912,19798,19200,1.03114583333333,383,-0.21,12510,1450,2216,33.1389473684211,64.4889473684211,7.04849122807018,13.371269005848,3.35,6173521,2293351,1642612,98950,3855129,3525296,3690702,4481971,27794503,39632207,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,245
15492,16384,19068,0.859240612544577,7,-0.52,10889,2516,1215,27.1071428571429,69.8260971055089,8.57738095238095,21.9891456582633,12.83,6592637,2252904,2631150,183585,5033303,2776593,2415517,6020058,22423256,35308504,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,246
126,15587,18717,0.832772345995619,24,-0.46,8516,1655,1923,37.4,110.007142857143,4.72083333333333,14.4771825396825,3.84,3297322,2365954,1975014,155412,4181443,10972003,13334025,17343006,31705183,99211496,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,247
16362,17583,17583,1,368,-0.41,9753,1190,1265,52.25,86.2584033613445,8.6965811965812,16.783487754076,8.73,11200142,3045514,2429116,129370,2638370,8177132,4552260,10837234,35880141,42107089,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,248
18622,19800,19800,1,981,0.34,14528,1541,2047,150.385714285714,202.542577030812,12.662324929972,18.9646125116713,4.05,4040783,2560322,2130124,152881,4969640,6038611,9829315,16612030,35176936,72932835,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,249
22105,16646,20356,0.817744154057772,628,-0.29,9753,1346,1396,184.642857142857,261.698412698413,11.284243697479,15.4878384687208,3.57,4854854,1965977,2037743,123895,1454997,3530355,3426693,6125659,14614140,44693260,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,250
87026,20562,20562,1,132,1.11,15144,2728,1170,28.6117647058824,41.9754010695187,12.284360410831,18.0084765724472,3.13,10689285,3964968,6749631,502062,4281935,22649897,19294014,75219885,163219727,138190506,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,251
466,18476,18055,1.02331764054279,135,1.73,12510,2022,1893,24.5882352941176,33.6791443850267,12.9948646125117,18.9833206009677,4.87,18046324,5779017,4726775,346835,4188355,26970972,14874768,38754884,109601661,140834954,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,252
21926,19600,19600,1,1079,0.1,13222,3961,1047,23.1911764705882,36.1457219251337,8.84279684095861,13.7741830716869,3.55,17538057,5544092,3643436,202871,3269135,20282405,6134788,20829841,117488637,78128177,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,253
10836,17875,18846,0.948477130425554,264,-0.3,5900,5866,2016,37.8403361344538,61.9312452253629,5.7610144057623,9.52129579104369,2.15,4625177,2516384,1222376,69651,2010622,7023793,2189466,2661057,28715623,26353934,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,254
48107,20063,19393,1.03454854844532,885,0.97,12530,1580,3709,75.4411764705882,109.986631016043,6.8448490507314,10.0579322638146,1.86,9682591,3713321,4350070,286300,2274588,10198191,8422184,36904360,40719308,74939428,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,255
12903,17583,17583,1,635,-0.4,9885,1839,2295,129.380952380952,187.238095238095,6.71936507936508,9.94793650793651,2.3,6643189,1763613,1300845,111191,1618344,7986122,7156000,7747579,35689131,58858129,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,256
61776,18557,18418,1.00754696492562,1173,1.02,12903,3122,1076,76.4789915966387,168.232238349885,6.42766049509235,12.3671600199577,6.42,28708826,10735416,6569329,405267,5356488,25915509,16277248,27696434,102591892,200702298,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,257
54896,16728,15711,1.06473171663166,623,2.58,7143,3785,4549,35.4545454545455,64.7878787878788,5.15151515151515,10.040404040404,4.9,12733764,6862326,8911231,668421,4573738,26518065,9803394,46086049,33585216,136171839,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,258
10864,21017,20917,1.00478080030597,101,-0.34,9492,6246,2918,11.4545454545455,33.8212121212121,4.8969696969697,13.7377104377104,6.17,22797841,5582818,4252393,318579,4716678,16159691,5135984,6098282,135223586,67187194,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,259
12014,17190,19068,0.901510383889239,8,-0.19,11222,2352,1288,12.0454545454545,29.6454545454545,3.9729020979021,10.2344405594406,12.83,9873824,3444902,3554822,189485,4553979,6308916,4121779,12817204,25955579,42461625,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,260
9396,16421,17794,0.922839159267169,247,-0.29,10068,1797,451,15.4545454545455,49.5545454545455,4.64015151515152,15.116341991342,2.26,3842267,1714393,1184765,75790,1418695,3427850,2703483,2978487,11562755,33379692,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,261
15458,17217,18717,0.919858951755089,13,-0.4,8205,2676,2525,30.625,47.2821428571429,7.27430555555556,11.2203373015873,1.99,4952276,1991461,2159141,163914,3901107,6868075,5362520,10538208,27601255,57052190,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,262
19069,17223,18846,0.913880929640242,252,-0.23,5814,6252,1705,20.4545454545455,48.5045454545455,3.41305916305916,8.45981842231842,3.37,4605791,2441849,1352684,86533,2525709,8064900,2119914,3677641,29756730,27546990,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,263
45392,18055,18055,1,282,0.34,6580,2911,2846,36.5454545454545,119.289898989899,4.13785173160173,13.3263437950938,2.61,9156100,3568531,4071345,253841,2229168,7020884,5997309,27610686,24850079,57569486,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,264
96,18306,18306,1,266,0.71,10611,1544,3214,52.8260869565217,152.611801242236,6.69130434782609,14.3598757763975,2.66,3352131,1651595,1598492,115717,3519628,5737611,8048783,9438446,26754510,69224909,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,265
53,18631,20356,0.915258400471605,876,0.17,10538,1579,2935,145,271.5,3.92647058823529,7.92205882352941,5.34,3808887,2533971,2139313,148908,4535971,6462462,9967267,16293667,17546247,73980559,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,266
99969,20562,20562,1,68,0.25,14980,2837,1260,29.3333333333333,75.3761904761905,5.63240740740741,12.8806216931217,4.44,10344229,4662950,7148133,529654,4591314,25841870,27657791,83729315,166411700,188611332,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,267
76643,19600,19600,1,1267,0.56,13299,3862,949,50.4428571428571,95.6919413919414,14.8193984962406,27.7130123385387,7.18,37229307,12102060,7428479,389409,5165808,33888116,16019690,31212062,131094348,198114931,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,268
19611,19533,19393,1.00721909967514,538,-0.09,12685,3391,1258,47.8412698412698,87.7671957671958,7.00676072898295,19.8400940623163,2.88,4335652,1994660,2024102,138577,3413063,7337849,6735983,16254447,37858966,63506592,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,269
15316,17583,17583,1,319,-0.6,9604,1388,1658,35.75,59.5128205128205,6.41666666666667,11.0626780626781,8.73,7918955,1853516,1505444,123470,3117694,4644809,2845998,4040088,32347818,34953968,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,270
9057,13316,15711,0.847559035070969,107,-0.56,6217,2874,658,60.2105263157895,87.2105263157895,8.94152046783626,13.1915204678363,3.5,4968703,2289419,1951218,128042,1456996,3626267,3935413,4302743,13289424,43962581,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,271
33155,18624,18624,1,1207,0.32,14398,1379,1391,13.5384615384615,30.4134615384615,9.4017094017094,21.2767094017094,3.61,10770872,4046814,3202724,234535,1756968,14843536,11305592,30784109,103021783,94551897,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,272
47964,20202,19200,1.0521875,451,0.24,11791,1798,3120,32.36336996337,71.4169413919414,5.30148962148962,12.9139896214896,3.43,11708318,3997207,4075692,253575,4674772,11409409,7193202,30169782,41817049,56609179,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,273
21926,16146,20491,0.787955687862964,3,-0.66,8387,1622,1017,19.1391941391941,39.3891941391941,5.92456925790259,11.4245692579026,2.75,3453692,1707342,1638488,147592,3973639,10563908,6797866,12342551,30057069,55433175,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,274
169,19068,19068,1,12,0.31,11508,2052,1358,14.280701754386,45.330701754386,4.35588972431078,13.2755325814536,7.93,12472163,3852479,4070333,255330,6207587,13504413,7672788,16587478,36848992,60914868,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,275
7432,13484,17794,0.757783522535686,141,-0.57,9926,695,223,37.042735042735,104.542735042735,5.58520299145299,15.007077991453,2.52,3756732,1897261,1276434,93561,1027844,3066445,2309358,3653830,9155904,25458068,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,276
13855,17328,18846,0.919452403693091,285,-0.15,5939,4567,2651,50.6785714285714,138.107142857143,3.17405462184874,8.66048919567827,4.38,5047526,3242350,1907055,118526,5550272,6810082,6188865,12475644,24866073,43132528,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,277
28458,18418,18418,1,525,-0.19,12851,2605,689,82.7037037037037,189.06734006734,7.44926227040048,14.8106813391366,1.58,8919623,4094484,2939145,195300,3338447,11446509,5953414,13131661,89285807,58122365,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,278
457,20356,20356,1,1052,2.76,11002,699,2583,172.333333333333,237.133333333333,6.32679738562091,11.197385620915,4.97,12609313,6398308,8870870,628254,4566726,35632446,12945873,54533123,46913352,124731360,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,279
13357,14521,19077,0.761178382345232,119,0.07,10008,1777,419,20.25,40.6071428571429,11.25,22.5595238095238,4.65,20156519,4946625,4296310,307518,2694002,17440163,5820866,8483100,30933622,66731985,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,280
88621,20562,20562,1,45,-0.21,15075,2641,1372,18.4821428571429,29.0178571428571,9.46428571428572,14.9268353174603,8.85,11409426,3986722,6796057,521925,5493047,33780724,20081578,75108125,239263882,146428660,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,281
56547,19600,19600,1,974,-0.03,13238,3288,1362,32.1428571428571,75.6428571428571,5.61484962406015,11.3812969924812,4.64,17396314,6082613,3915630,193604,3471769,16862898,14752318,27029277,101477228,111231599,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,282
33365,16093,18717,0.859806592936902,11,-0.55,7941,2113,3001,67.5,136.5,4.27058823529412,7.68235294117647,3.38,3173942,1709876,1776689,142085,3467830,9077682,7025703,11685084,43398060,53521357,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,283
16310,19468,19393,1.00386737482597,441,-0.29,12756,3292,1209,54,106.5,4.66666666666667,9.48148148148148,2.52,7128296,2069495,1699951,131313,1514197,11533277,5227059,9185088,32337059,51441741,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,284
44818,16328,15711,1.03927184774998,282,0.06,6895,4012,3560,35.3571428571429,76.6263736263736,5.73809523809524,11.4141636141636,7.89,23193115,8536797,5167759,298166,3407197,15362125,10660894,13245180,25025282,127953124,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,285
31703,18624,18624,1,1085,0.25,14433,1355,1353,15,40.6538461538462,7.55208333333333,19.9258814102564,3.05,10838596,4092296,2944665,220018,1318256,13823512,10841400,28730372,102001759,86914161,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,286
16652,19536,19200,1.0175,258,-0.31,12149,2631,1249,15.1785714285714,43.40265169613,4.32936507936508,12.1559165472209,3.8,7785063,2576614,1944000,119455,3919360,6404698,4728313,5023210,36812338,41073577,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,287
24858,14302,16903,0.846121990179258,193,-0.42,9094,1198,1067,66.6666666666667,132.722222222222,8.24652777777778,17.3174189814815,2.53,3633679,1778568,1580035,89410,1419111,3812720,3108296,4959376,13910679,33543354,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,288
558,19812,19812,1,770,-0.27,11788,699,5309,12.8571428571429,25.6840659340659,4.97252747252747,9.96315863623556,9.84,17097489,7618612,9732496,655401,5752862,37319221,12837668,58942127,67688330,125838376,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,289
32931,18203,18203,1,525,-0.12,14593,1437,528,37.1428571428571,98.1848151848152,3.89795918367347,10.2672399029542,2.24,10030050,4111794,3972592,224841,3217646,10516186,5260929,29001712,53462511,40646842,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,290
64,17583,17583,1,323,-0.48,9832,1460,1303,31.6666666666667,85.5656565656566,6.94444444444444,16.2449494949495,3.12,6576743,1792085,1723675,98418,3788537,9580881,5498632,6159287,40760317,48079152,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,291
13105,19800,19800,1,1104,0.16,14693,1748,1805,36.4285714285714,110.267032967033,3.70448179271709,10.2371363930187,4.71,4080340,2494050,1951706,149729,5053358,6113878,7318303,14990822,26431401,58790170,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,292
