Season,Home,Away,Date,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets
2017-18,SAC,WAS,2017-10-29,17583,17583,9776,1184,1355,12315
2017-18,CHI,OKC,2017-10-28,21706,20917,9211,5112,3185,17508
2017-18,DAL,PHI,2017-10-28,19567,19200,12207,2506,1725,16438
2017-18,LAC,DET,2017-10-28,17247,19068,10574,1950,887,13411
2017-18,MEM,HOU,2017-10-28,17033,17794,10198,1473,939,12610
2017-18,MIA,BOS,2017-10-28,19600,19600,12546,3909,1446,17901
2017-18,NOP,CLE,2017-10-28,18539,16903,9952,2922,3426,16300
2017-18,POR,PHX,2017-10-28,19343,19393,12390,1445,2408,16243
2017-18,UTA,LAL,2017-10-28,18306,18306,10594,1228,3491,15313
2017-18,ATL,DEN,2017-10-27,16220,15711,6594,3990,2982,13566
2017-18,CHA,HOU,2017-10-27,17339,19077,10529,863,1350,12742
2017-18,GSW,WAS,2017-10-27,19596,19596,14569,2121,1138,17828
2017-18,LAL,TOR,2017-10-27,17876,18997,14631,160,1764,16555
2017-18,MIN,OKC,2017-10-27,17620,18978,8256,1655,2876,12787
2017-18,NYK,BRK,2017-10-27,19812,19812,10961,670,5672,17303
2017-18,ORL,SAS,2017-10-27,17337,18846,5818,3340,4389,13547
2017-18,CHI,ATL,2017-10-26,21104,20917,9331,3172,879,13382
2017-18,MEM,DAL,2017-10-26,15839,17794,9976,1210,398,11584
2017-18,MIL,BOS,2017-10-26,11046,18717,8146,136,1339,9621
2017-18,POR,LAC,2017-10-26,18694,19393,12321,1655,1750,15726
2017-18,SAC,NOP,2017-10-26,17583,17583,9791,965,1058,11814
2017-18,BRK,CLE,2017-10-25,17732,17732,10390,1402,2695,14487
2017-18,CHA,DEN,2017-10-25,14253,19077,9797,30,303,10130
2017-18,DAL,MEM,2017-10-25,19674,19200,11510,2808,846,15164
2017-18,DET,MIN,2017-10-25,13790,20491,7872,1086,756,9714
2017-18,GSW,TOR,2017-10-25,19596,19596,14433,2199,1454,18086
2017-18,LAL,WAS,2017-10-25,18997,18997,14629,320,1450,16399
2017-18,MIA,SAS,2017-10-25,19600,19600,12787,3681,1436,17904
2017-18,OKC,IND,2017-10-25,18203,18203,14575,1574,511,16660
2017-18,PHI,HOU,2017-10-25,20682,20478,15191,1387,800,17378
2017-18,PHX,UTA,2017-10-25,16022,18055,5416,1875,1251,8542
2017-18,BOS,NYK,2017-10-24,18624,18624,14182,51,3029,17262
2017-18,CLE,CHI,2017-10-24,20562,20562,15049,1308,1429,17786
2017-18,LAC,UTA,2017-10-24,16607,19068,10621,824,581,12026
2017-18,MIN,IND,2017-10-24,14353,18978,7783,1188,1900,10871
2017-18,ORL,BRK,2017-10-24,16015,18846,6320,2405,2553,11278
2017-18,POR,NOP,2017-10-24,19446,19393,12321,1708,3074,17103
2017-18,DAL,GSW,2017-10-23,19875,19200,11904,570,4385,16859
2017-18,DEN,WAS,2017-10-23,14294,19520,5264,955,767,6986
2017-18,DET,PHI,2017-10-23,13709,20491,7727,1062,972,9761
2017-18,HOU,MEM,2017-10-23,17129,18055,11229,1131,1961,14321
2017-18,MIA,ATL,2017-10-23,19600,19600,12691,4595,593,17879
2017-18,MIL,CHA,2017-10-23,12887,18717,7213,552,740,8505
2017-18,PHX,SAC,2017-10-23,14903,18055,5638,1848,1283,8769
2017-18,SAS,TOR,2017-10-23,18418,18418,13079,1953,1104,16136
2017-18,BRK,ATL,2017-10-22,13917,17732,8098,1345,1557,11000
2017-18,LAL,NOP,2017-10-22,18997,18997,14627,516,1160,16303
2017-18,OKC,MIN,2017-10-22,18203,18203,14591,1687,678,16956
2017-18,CHI,SAS,2017-10-21,21640,20917,9429,5156,2414,16999
2017-18,CLE,ORL,2017-10-21,20562,20562,15094,1441,2386,18921
2017-18,DEN,SAC,2017-10-21,19520,19520,6989,6609,1942,15540
2017-18,HOU,DAL,2017-10-21,18055,18055,10832,1639,2671,15142
2017-18,LAC,PHX,2017-10-21,19068,19068,10462,2176,1586,14224
2017-18,MEM,GSW,2017-10-21,17794,17794,10252,2040,2509,14801
2017-18,MIA,IND,2017-10-21,19600,19600,12583,3653,1627,17863
2017-18,MIL,POR,2017-10-21,16211,18717,7494,2427,1452,11373
2017-18,NYK,DET,2017-10-21,19812,19812,10904,386,4238,15528
2017-18,TOR,PHI,2017-10-21,19800,19800,14625,686,2393,17704
2017-18,UTA,OKC,2017-10-21,18300,18306,10628,835,3847,15310
2017-18,BRK,ORL,2017-10-20,16144,17732,9762,1351,1168,12281
2017-18,CHA,ATL,2017-10-20,18417,19077,10653,366,1115,12134
2017-18,DAL,SAC,2017-10-20,19273,19200,12191,1239,1463,14893
2017-18,IND,POR,2017-10-20,15325,17923,7273,1765,1282,10320
2017-18,MIL,CLE,2017-10-20,18717,18717,8145,2394,5023,15562
2017-18,MIN,UTA,2017-10-20,18978,18978,9151,1574,3717,14442
2017-18,NOP,GSW,2017-10-20,18171,16903,10285,2510,3007,15802
2017-18,PHI,BOS,2017-10-20,20816,20478,15279,2052,959,18290
2017-18,PHX,LAL,2017-10-20,18055,18055,5923,2054,2353,10330
2017-18,WAS,DET,2017-10-20,16337,20356,9576,748,1050,11374
2017-18,LAL,LAC,2017-10-19,18997,18997,14625,253,1583,16461
2017-18,OKC,NYK,2017-10-19,18203,18203,14571,1250,1159,16980
2017-18,TOR,CHI,2017-10-19,19800,19800,14498,355,2816,17669
2017-18,BOS,MIL,2017-10-18,18624,18624,14396,140,2533,17069
2017-18,DAL,ATL,2017-10-18,19709,19200,11528,1709,2177,15414
2017-18,DET,CHA,2017-10-18,20491,20491,8021,4255,1345,13621
2017-18,IND,BRK,2017-10-18,15008,17923,6924,741,965,8630
2017-18,MEM,NOP,2017-10-18,17794,17794,10299,4115,833,15247
2017-18,ORL,MIA,2017-10-18,18846,18846,7003,5029,3177,15209
2017-18,PHX,POR,2017-10-18,18055,18055,6815,886,3679,11380
2017-18,SAC,HOU,2017-10-18,17583,17583,9146,1886,2151,13183
2017-18,SAS,MIN,2017-10-18,18418,18418,12816,2547,1342,16705
2017-18,UTA,DEN,2017-10-18,17588,18306,10372,812,2081,13265
2017-18,WAS,PHI,2017-10-18,20356,20356,10478,702,3363,14543
2017-18,CLE,BOS,2017-10-17,20562,20562,15096,533,2785,18414
2017-18,GSW,HOU,2017-10-17,19596,19596,15057,583,2266,17906
2016-17,BOS,MIL,2017-04-12,18624,18624,12836,1690,2179,16705
2016-17,CHI,BRK,2017-04-12,21648,20917,12544,3200,2325,18069
2016-17,CLE,TOR,2017-04-12,20562,20562,15206,2642,1276,19124
2016-17,GSW,LAL,2017-04-12,19596,19596,15546,1632,910,18088
2016-17,HOU,MIN,2017-04-12,18055,18055,10308,2616,1599,14523
2016-17,IND,ATL,2017-04-12,17923,17923,8449,2403,4195,15047
2016-17,LAC,SAC,2017-04-12,19060,19060,12753,1984,1175,15912
2016-17,MEM,DAL,2017-04-12,16274,18119,10299,1994,517,12810
2016-17,MIA,WAS,2017-04-12,19963,19600,13835,3010,1739,18584
2016-17,NYK,PHI,2017-04-12,19812,19812,12788,2662,2452,17902
2016-17,OKC,DEN,2017-04-12,18203,18203,14742,1469,631,16842
2016-17,ORL,DET,2017-04-12,19458,18846,6507,6368,3126,16001
2016-17,POR,NOP,2017-04-12,19521,19393,13090,2128,1191,16409
2016-17,UTA,SAS,2017-04-12,19911,19911,10046,1944,3597,15587
2016-17,ATL,CHA,2017-04-11,14205,18047,7844,3174,2071,13089
2016-17,DAL,DEN,2017-04-11,20333,19200,12387,1153,3653,17193
2016-17,LAL,NOP,2017-04-11,18997,18997,14432,229,1362,16023
2016-17,MIN,OKC,2017-04-11,19356,19356,8480,4371,2810,15661
2016-17,SAC,PHX,2017-04-11,17608,17608,11711,2101,1604,15416
2016-17,BOS,BRK,2017-04-10,18624,18624,12573,1667,2317,16557
2016-17,CHI,ORL,2017-04-10,21545,20917,12726,2949,1676,17351
2016-17,DET,WAS,2017-04-10,21012,21012,6981,4769,2233,13983
2016-17,GSW,UTA,2017-04-10,19596,19596,15557,1807,608,17972
2016-17,LAC,HOU,2017-04-10,19163,19060,13191,1749,1269,16209
2016-17,MIA,CLE,2017-04-10,19673,19600,14083,2654,1555,18292
2016-17,MIL,CHA,2017-04-10,18717,18717,6875,3274,4808,14957
2016-17,PHI,IND,2017-04-10,14622,20432,10394,3100,895,14389
2016-17,POR,SAS,2017-04-10,19393,19393,13319,1586,1797,16702
2016-17,ATL,CLE,2017-04-09,18835,18047,8294,2401,5905,16600
2016-17,DEN,OKC,2017-04-09,19718,19718,6283,4689,4249,15221
2016-17,LAL,MIN,2017-04-09,18997,18997,14428,398,1158,15984
2016-17,MEM,DET,2017-04-09,16521,18119,10354,2008,658,13020
2016-17,NYK,TOR,2017-04-09,19812,19812,13122,1672,3187,17981
2016-17,PHX,DAL,2017-04-09,18055,18055,6769,4787,934,12490
2016-17,SAC,HOU,2017-04-09,17608,17608,11784,1588,2201,15573
2016-17,BRK,CHI,2017-04-08,17732,17732,9687,3711,1547,14945
2016-17,CHA,BOS,2017-04-08,19407,19077,11016,2252,2666,15934
2016-17,GSW,NOP,2017-04-08,19596,19596,15564,1720,786,18070
2016-17,ORL,IND,2017-04-08,18846,18846,6628,5933,2601,15162
2016-17,PHI,MIL,2017-04-08,16301,20432,11185,4584,873,16642
2016-17,POR,UTA,2017-04-08,19865,19393,13503,1560,2582,17645
2016-17,SAS,LAC,2017-04-08,18420,18418,13149,2788,1184,17121
2016-17,WAS,MIA,2017-04-08,20365,20356,9177,4392,3963,17532
2016-17,CLE,ATL,2017-04-07,20562,20562,15204,2613,1161,18978
2016-17,DAL,SAS,2017-04-07,20133,19200,12852,1053,3014,16919
2016-17,DEN,NOP,2017-04-07,16348,19718,5345,3025,1413,9783
2016-17,HOU,DET,2017-04-07,18055,18055,9743,3174,1555,14472
2016-17,LAL,SAC,2017-04-07,18997,18997,15233,425,877,16535
2016-17,MEM,NYK,2017-04-07,17631,18119,10742,3466,915,15123
2016-17,PHX,OKC,2017-04-07,18055,18055,7309,3839,1209,12357
2016-17,TOR,MIA,2017-04-07,19800,19800,14876,602,2680,18158
2016-17,UTA,MIN,2017-04-07,19911,19911,10196,4022,1718,15936
2016-17,ATL,BOS,2017-04-06,18688,18047,8184,3625,4036,15845
2016-17,IND,MIL,2017-04-06,17010,17923,8083,1613,3122,12818
2016-17,NYK,WAS,2017-04-06,19812,19812,13025,1668,2830,17523
2016-17,ORL,BRK,2017-04-06,18095,18846,6134,5281,2049,13464
2016-17,PHI,CHI,2017-04-06,15177,20432,12272,3297,852,16421
2016-17,POR,MIN,2017-04-06,19393,19393,13200,2608,1613,17421
2016-17,BOS,CLE,2017-04-05,18624,18624,13054,1011,3222,17287
2016-17,CHA,MIA,2017-04-05,17758,19077,10198,897,502,11597
2016-17,DET,TOR,2017-04-05,17578,21012,7220,2506,1238,10964
2016-17,HOU,DEN,2017-04-05,18055,18055,10377,2707,1735,14819
2016-17,LAC,DAL,2017-04-05,19060,19060,12824,1744,773,15341
2016-17,MEM,OKC,2017-04-05,17298,18119,10857,1191,1164,13212
2016-17,PHX,GSW,2017-04-05,18055,18055,7328,3862,2996,14186
2016-17,SAS,LAL,2017-04-05,18418,18418,13307,1444,52,14803
2016-17,CLE,ORL,2017-04-04,20562,20562,15218,3254,702,19174
2016-17,GSW,MIN,2017-04-04,19596,19596,15523,1801,601,17925
2016-17,IND,TOR,2017-04-04,16524,17923,8900,1893,2616,13409
2016-17,NOP,DEN,2017-04-04,16050,16903,9939,805,522,11266
2016-17,NYK,CHI,2017-04-04,19812,19812,13072,1384,3388,17844
2016-17,OKC,MIL,2017-04-04,18203,18203,14820,1596,455,16871
2016-17,PHI,BRK,2017-04-04,14580,20432,9953,4253,488,14694
2016-17,SAC,DAL,2017-04-04,17608,17608,11619,998,1436,14053
2016-17,SAS,MEM,2017-04-04,18418,18418,12918,1658,855,15431
2016-17,UTA,POR,2017-04-04,19911,19911,10092,1422,1865,13379
2016-17,WAS,CHA,2017-04-04,18614,20356,8450,1797,1584,11831
2016-17,MIN,POR,2017-04-03,14677,19356,6799,2821,1637,11257
2016-17,BRK,ATL,2017-04-02,15040,17732,8565,3282,888,12735
2016-17,CLE,IND,2017-04-02,20562,20562,15205,3150,658,19013
2016-17,GSW,WAS,2017-04-02,19596,19596,15541,1838,680,18059
2016-17,LAL,MEM,2017-04-02,18997,18997,14431,530,838,15799
2016-17,MIA,DEN,2017-04-02,19600,19600,13640,3415,1030,18085
2016-17,MIL,DAL,2017-04-02,18717,18717,7153,6229,1910,15292
2016-17,NOP,CHI,2017-04-02,18306,16903,10630,3184,1923,15737
2016-17,NYK,BOS,2017-04-02,19812,19812,13228,1657,2929,17814
2016-17,OKC,CHA,2017-04-02,18203,18203,14592,1752,635,16979
2016-17,PHX,HOU,2017-04-02,17378,18055,6823,3528,1899,12250
2016-17,SAS,UTA,2017-04-02,18418,18418,13177,1793,1666,16636
2016-17,TOR,PHI,2017-04-02,19800,19800,14786,561,2786,18133
2016-17,BRK,ORL,2017-04-01,15976,17732,9185,3172,1411,13768
2016-17,CHI,ATL,2017-04-01,22019,20917,13121,2303,2932,18356
2016-17,LAC,LAL,2017-04-01,19060,19060,13332,1697,1208,16237
2016-17,MIN,SAC,2017-04-01,18960,19356,7001,4437,1568,13006
2016-17,POR,PHX,2017-04-01,18915,19393,13133,1551,2032,16716
2016-17,BOS,ORL,2017-03-31,18624,18624,13050,1474,2499,17023
2016-17,CHA,DEN,2017-03-31,18353,19077,10183,2141,630,12954
2016-17,CLE,PHI,2017-03-31,20562,20562,15218,3126,718,19062
2016-17,GSW,HOU,2017-03-31,19596,19596,15549,1757,687,17993
2016-17,MEM,DAL,2017-03-31,17317,18119,10722,2687,848,14257
2016-17,MIA,NYK,2017-03-31,19600,19600,13747,3168,1498,18413
2016-17,MIL,DET,2017-03-31,18717,18717,6986,4735,2767,14488
2016-17,NOP,SAC,2017-03-31,17304,16903,10579,2959,1232,14770
2016-17,OKC,SAS,2017-03-31,18203,18203,14743,1657,609,17009
2016-17,TOR,IND,2017-03-31,19800,19800,14873,671,2483,18027
2016-17,UTA,WAS,2017-03-31,19911,19911,10241,4187,2728,17156
2016-17,CHI,CLE,2017-03-30,22282,20917,12544,2778,3101,18423
2016-17,DET,BRK,2017-03-30,15804,21012,6577,2176,414,9167
2016-17,MIN,LAL,2017-03-30,18179,19356,7836,3302,1542,12680
2016-17,PHX,LAC,2017-03-30,16736,18055,6715,3271,1195,11181
2016-17,POR,HOU,2017-03-30,20049,19393,13497,2210,2389,18096
2016-17,BOS,MIL,2017-03-29,18624,18624,12580,1738,2224,16542
2016-17,LAC,WAS,2017-03-29,19060,19060,12839,2350,830,16019
2016-17,MEM,IND,2017-03-29,16367,18119,10301,408,498,11207
2016-17,NOP,DAL,2017-03-29,16000,16903,9781,740,1038,11559
2016-17,NYK,MIA,2017-03-29,19812,19812,12798,1232,3308,17338
2016-17,ORL,OKC,2017-03-29,18408,18846,7246,4204,3758,15208
2016-17,PHI,ATL,2017-03-29,15212,20432,11214,3158,834,15206
2016-17,SAC,UTA,2017-03-29,17608,17608,11750,1084,962,13796
2016-17,SAS,GSW,2017-03-29,18418,18418,13359,1009,2545,16913
2016-17,TOR,CHA,2017-03-29,19800,19800,14863,718,2344,17925
2016-17,ATL,PHX,2017-03-28,13412,18047,7765,3997,1677,13439
2016-17,BRK,PHI,2017-03-28,15471,17732,8740,1650,832,11222
2016-17,CHA,MIL,2017-03-28,16505,19077,10169,555,290,11014
2016-17,DET,MIA,2017-03-28,17160,21012,6625,2538,703,9866
2016-17,HOU,GSW,2017-03-28,18055,18055,10286,3054,2013,15353
2016-17,IND,MIN,2017-03-28,17534,17923,11294,1432,837,13563
2016-17,LAL,WAS,2017-03-28,18997,18997,14435,200,868,15503
2016-17,POR,DEN,2017-03-28,20003,19393,12991,1952,2543,17486
2016-17,DAL,OKC,2017-03-27,19970,19200,12543,1241,1802,15586
2016-17,NYK,DET,2017-03-27,19812,19812,13192,1618,2785,17595
2016-17,SAC,MEM,2017-03-27,17608,17608,11622,1001,993,13616
2016-17,SAS,CLE,2017-03-27,18418,18418,13265,881,2235,16381
2016-17,TOR,ORL,2017-03-27,19800,19800,14864,708,2426,17998
2016-17,UTA,NOP,2017-03-27,18924,19911,10171,1131,1145,12447
2016-17,ATL,BRK,2017-03-26,15921,18047,7755,4546,3171,15472
2016-17,BOS,MIA,2017-03-26,18624,18624,12908,1561,2448,16917
2016-17,CHA,PHX,2017-03-26,17292,19077,10211,2312,1111,13634
2016-17,DEN,NOP,2017-03-26,19850,19718,5222,4947,3231,13400
2016-17,GSW,MEM,2017-03-26,19596,19596,15556,1697,775,18028
2016-17,HOU,OKC,2017-03-26,18055,18055,10393,3011,2280,15684
2016-17,IND,PHI,2017-03-26,16467,17923,8089,1957,3671,13717
2016-17,LAC,SAC,2017-03-26,19060,19060,12772,2102,633,15507
2016-17,LAL,POR,2017-03-26,18698,18997,14433,192,893,15518
2016-17,MIL,CHI,2017-03-26,17669,18717,7131,2162,4313,13606
2016-17,CLE,WAS,2017-03-25,20562,20562,15222,3108,628,18958
2016-17,DAL,TOR,2017-03-25,19934,19200,13082,1847,1830,16759
2016-17,LAC,UTA,2017-03-25,19060,19060,12912,1744,541,15197
2016-17,POR,MIN,2017-03-25,19580,19393,13439,1524,2728,17691
2016-17,SAS,NYK,2017-03-25,18418,18418,12903,2169,1662,16734
2016-17,BOS,PHX,2017-03-24,18624,18624,13075,1761,2172,17008
2016-17,CHA,CLE,2017-03-24,19511,19077,10950,2388,3488,16826
2016-17,CHI,PHI,2017-03-24,21558,20917,12727,3044,2198,17969
2016-17,GSW,SAC,2017-03-24,19596,19596,15080,2407,468,17955
2016-17,HOU,NOP,2017-03-24,18055,18055,9746,4132,1236,15114
2016-17,IND,DEN,2017-03-24,17923,17923,8659,5341,1403,15403
2016-17,LAL,MIN,2017-03-24,18997,18997,14433,255,960,15648
2016-17,MIL,ATL,2017-03-24,16786,18717,7530,3462,2037,13029
2016-17,ORL,DET,2017-03-24,18076,18846,6226,5492,1875,13593
2016-17,WAS,BRK,2017-03-24,19616,20356,8548,4369,1786,14703
2016-17,BRK,PHX,2017-03-23,15141,17732,8441,3298,820,12559
2016-17,DAL,LAC,2017-03-23,19703,19200,12472,1441,1545,15458
2016-17,MIA,TOR,2017-03-23,19745,19600,13716,3239,1741,18696
2016-17,POR,NYK,2017-03-23,19020,19393,13276,1654,1569,16499
2016-17,SAS,MEM,2017-03-23,18418,18418,13086,2327,975,16388
2016-17,BOS,IND,2017-03-22,18624,18624,12654,1832,2393,16879
2016-17,CHI,DET,2017-03-22,21503,20917,12415,4018,1429,17862
2016-17,DEN,CLE,2017-03-22,19718,19718,6261,3890,7007,17158
2016-17,OKC,PHI,2017-03-22,18203,18203,14589,1787,557,16933
2016-17,ORL,CHA,2017-03-22,16034,18846,5845,2921,1454,10220
2016-17,SAC,MIL,2017-03-22,17608,17608,11739,1420,1173,14332
2016-17,UTA,NYK,2017-03-22,19911,19911,10298,2348,3857,16503
2016-17,WAS,ATL,2017-03-22,18137,20356,8436,1816,1346,11598
2016-17,BRK,DET,2017-03-21,14343,17732,8552,1132,891,10575
2016-17,DAL,GSW,2017-03-21,20453,19200,12018,354,4823,17195
2016-17,LAL,LAC,2017-03-21,18724,18997,14429,60,1156,15645
2016-17,MIA,PHX,2017-03-21,19600,19600,13654,3511,881,18046
2016-17,MIN,SAS,2017-03-21,13742,19356,6668,1157,1119,8944
2016-17,NOP,MEM,2017-03-21,15973,16903,10102,1229,538,11869
2016-17,POR,MIL,2017-03-21,19525,19393,13384,2750,1497,17631
2016-17,TOR,CHI,2017-03-21,19800,19800,15085,603,2349,18037
2016-17,BOS,WAS,2017-03-20,18624,18624,12828,1639,2431,16898
2016-17,CHA,ATL,2017-03-20,14278,19077,9958,320,338,10616
2016-17,HOU,DEN,2017-03-20,16080,18055,9896,1811,1089,12796
2016-17,IND,UTA,2017-03-20,15458,17923,8548,2190,1313,12051
2016-17,LAC,NYK,2017-03-20,19060,19060,13218,1989,673,15880
2016-17,OKC,GSW,2017-03-20,18203,18203,14832,1601,560,16993
2016-17,ORL,PHI,2017-03-20,16236,18846,5759,3674,1415,10848
2016-17,DET,PHX,2017-03-19,19588,21012,7125,5483,787,13395
2016-17,LAL,CLE,2017-03-19,18997,18997,14435,200,1678,16313
2016-17,MIA,POR,2017-03-19,19600,19600,13780,3163,1293,18236
2016-17,NOP,MIN,2017-03-19,16111,16903,10052,2472,914,13438
2016-17,SAS,SAC,2017-03-19,18418,18418,13201,1946,1251,16398
2016-17,TOR,IND,2017-03-19,19800,19800,15098,696,2399,18193
2016-17,ATL,POR,2017-03-18,16543,18047,8687,4243,3041,15971
2016-17,CHA,WAS,2017-03-18,19361,19077,10392,3412,2164,15968
2016-17,CHI,UTA,2017-03-18,21953,20917,12718,3816,1934,18468
2016-17,DEN,HOU,2017-03-18,17512,19718,5594,3764,3155,12513
2016-17,GSW,MIL,2017-03-18,19596,19596,15556,1775,658,17989
2016-17,LAC,CLE,2017-03-18,19379,19060,13257,1382,1726,16365
2016-17,MEM,SAS,2017-03-18,18119,18119,10886,2981,2487,16354
2016-17,OKC,SAC,2017-03-18,18203,18203,14590,1642,771,17003
2016-17,BRK,BOS,2017-03-17,17732,17732,9123,2554,1828,13505
2016-17,DET,TOR,2017-03-17,16541,21012,7391,2423,857,10671
2016-17,LAL,MIL,2017-03-17,18997,18997,14424,299,1078,15801
2016-17,MIA,MIN,2017-03-17,19600,19600,13655,3335,1187,18177
2016-17,NOP,HOU,2017-03-17,17972,16903,10644,2128,2402,15174
2016-17,PHI,DAL,2017-03-17,17642,20432,11120,4012,1083,16215
2016-17,PHX,ORL,2017-03-17,16880,18055,6554,4174,1172,11900
2016-17,WAS,CHI,2017-03-17,20356,20356,9359,3893,3750,17002
2016-17,ATL,MEM,2017-03-16,17063,18047,7845,4393,3871,16109
2016-17,CLE,UTA,2017-03-16,20562,20562,15203,2661,1275,19139
2016-17,DEN,LAC,2017-03-16,14179,19718,5276,2317,1203,8796
2016-17,GSW,ORL,2017-03-16,19596,19596,15590,1806,583,17979
2016-17,NYK,BRK,2017-03-16,19812,19812,12797,1849,2984,17630
2016-17,TOR,OKC,2017-03-16,19800,19800,14929,604,2776,18309
2016-17,BOS,MIN,2017-03-15,18624,18624,12291,1561,3342,17194
2016-17,CHI,MEM,2017-03-15,21583,20917,13118,2777,2208,18103
2016-17,DET,UTA,2017-03-15,14033,21012,6650,1549,322,8521
2016-17,HOU,LAL,2017-03-15,18055,18055,9873,2754,3006,15633
2016-17,IND,CHA,2017-03-15,14169,17923,7974,1301,612,9887
2016-17,LAC,MIL,2017-03-15,19060,19060,12785,2345,1099,16229
2016-17,MIA,NOP,2017-03-15,19678,19600,13618,3517,1173,18308
2016-17,PHX,SAC,2017-03-15,17196,18055,6612,2780,1334,10726
2016-17,SAS,POR,2017-03-15,18418,18418,13126,1740,2157,17023
2016-17,WAS,DAL,2017-03-15,17844,20356,8446,2337,1639,12422
2016-17,BRK,OKC,2017-03-14,13911,17732,8789,2467,1634,12890
2016-17,CLE,DET,2017-03-14,20562,20562,15236,2854,1098,19188
2016-17,GSW,PHI,2017-03-14,19596,19596,15546,1821,509,17876
2016-17,NOP,POR,2017-03-14,15530,16903,10133,719,1569,12421
2016-17,NYK,IND,2017-03-14,18261,19812,12801,1711,3141,17653
2016-17,CHA,CHI,2017-03-13,16489,19077,10462,944,977,12383
2016-17,DEN,LAL,2017-03-13,17344,19718,5186,2519,2637,10342
2016-17,MEM,MIL,2017-03-13,16770,18119,10306,1123,117,11546
2016-17,MIN,WAS,2017-03-13,15747,19356,6703,2892,1499,11094
2016-17,SAC,ORL,2017-03-13,17608,17608,11733,908,767,13408
2016-17,SAS,ATL,2017-03-13,18418,18418,13087,1875,1915,16877
2016-17,TOR,DAL,2017-03-13,19800,19800,14907,628,2748,18283
2016-17,UTA,LAC,2017-03-13,19911,19911,10361,3747,2743,16851
2016-17,BOS,CHI,2017-03-12,18624,18624,12950,1322,3003,17275
2016-17,BRK,NYK,2017-03-12,17732,17732,8532,2923,2412,13867
2016-17,HOU,CLE,2017-03-12,18055,18055,10473,2400,3497,16370
2016-17,IND,MIA,2017-03-12,17923,17923,9922,1213,5105,16240
2016-17,LAL,PHI,2017-03-12,18997,18997,14435,208,1194,15837
2016-17,PHX,POR,2017-03-12,16664,18055,6857,2140,1498,10495
2016-17,CHA,NOP,2017-03-11,18196,19077,10588,1561,1516,13665
2016-17,DAL,PHX,2017-03-11,20324,19200,12669,1751,2682,17102
2016-17,DET,NYK,2017-03-11,19607,21012,7398,5699,1844,14941
2016-17,LAC,PHI,2017-03-11,19060,19060,12977,1993,892,15862
2016-17,MEM,ATL,2017-03-11,17523,18119,10940,1500,1310,13750
2016-17,MIA,TOR,2017-03-11,19745,19600,13494,3622,1305,18421
2016-17,MIL,MIN,2017-03-11,18717,18717,7186,4276,3433,14895
2016-17,OKC,UTA,2017-03-11,18203,18203,14581,1634,838,17053
2016-17,ORL,CLE,2017-03-11,18846,18846,7831,2944,4780,15555
2016-17,POR,WAS,2017-03-11,19482,19393,13489,1643,2183,17315
2016-17,SAC,DEN,2017-03-11,17608,17608,11608,1693,1555,14856
2016-17,SAS,GSW,2017-03-11,18418,18418,13117,1416,2279,16812
2016-17,ATL,TOR,2017-03-10,16078,18047,8115,4341,2865,15321
2016-17,CHA,ORL,2017-03-10,17444,19077,10171,3441,629,14241
2016-17,CHI,HOU,2017-03-10,21995,20917,12554,3643,2163,18360
2016-17,DAL,BRK,2017-03-10,20022,19200,12732,1630,2434,16796
2016-17,DEN,BOS,2017-03-10,17147,19718,6201,3357,3111,12669
2016-17,MIL,IND,2017-03-10,16177,18717,6832,2577,2328,11737
2016-17,MIN,GSW,2017-03-10,20412,19356,7642,4116,5855,17613
2016-17,SAC,WAS,2017-03-10,17608,17608,11760,1683,1196,14639
2016-17,DET,CLE,2017-03-09,19421,21012,7787,3550,3808,15145
2016-17,MEM,LAC,2017-03-09,16642,18119,10670,1459,685,12814
2016-17,OKC,SAS,2017-03-09,18203,18203,14612,1421,966,16999
2016-17,PHX,LAL,2017-03-09,17552,18055,6666,2867,1798,11331
2016-17,POR,PHI,2017-03-09,19240,19393,13370,2840,1199,17409
2016-17,ATL,BRK,2017-03-08,11931,18047,7593,3449,1038,12080
2016-17,DEN,WAS,2017-03-08,12323,19718,5231,2499,923,8653
2016-17,GSW,BOS,2017-03-08,19596,19596,15607,1462,900,17969
2016-17,HOU,UTA,2017-03-08,16230,18055,10469,1296,1924,13689
2016-17,IND,DET,2017-03-08,14353,17923,8104,536,501,9141
2016-17,MIA,CHA,2017-03-08,19600,19600,13739,3213,968,17920
2016-17,MIL,NYK,2017-03-08,13767,18717,6812,1613,1512,9937
2016-17,MIN,LAC,2017-03-08,14933,19356,6625,2338,1087,10050
2016-17,NOP,TOR,2017-03-08,14543,16903,9984,438,955,11377
2016-17,ORL,CHI,2017-03-08,16063,18846,6164,3264,2903,12331
2016-17,SAS,SAC,2017-03-08,18418,18418,13187,1973,505,15665
2016-17,DAL,LAL,2017-03-07,20484,19200,11477,1839,2465,15781
2016-17,OKC,POR,2017-03-07,18203,18203,14748,1627,439,16814
2016-17,PHX,WAS,2017-03-07,16372,18055,6468,1795,971,9234
2016-17,ATL,GSW,2017-03-06,18890,18047,8925,2666,5262,16853
2016-17,CHA,IND,2017-03-06,16387,19077,9997,279,424,10700
2016-17,CLE,MIA,2017-03-06,20562,20562,15205,2755,1182,19142
