Season,Home,Away,Date,Num_Secondary_Transactions,Avg_Markup_Over_Full_STM_Price
2017-18,ATL,SAS,2018-01-15,268,-13.0%
2017-18,CHI,MIA,2018-01-15,26,-19.4%
2017-18,CLE,GSW,2018-01-15,173,331.7%
2017-18,DET,CHA,2018-01-15,2,2.0%
2017-18,LAC,HOU,2018-01-15,15,22.7%
2017-18,MEM,LAL,2018-01-15,380,57.5%
2017-18,OKC,SAC,2018-01-15,428,-10.4%
2017-18,UTA,IND,2018-01-15,166,-2.0%
2017-18,WAS,MIL,2018-01-15,759,7.2%
2017-18,MIA,MIL,2018-01-14,1226,13.8%
2017-18,NYK,NOP,2018-01-14,754,-57.1%
2017-18,PHX,IND,2018-01-14,171,-30.3%
2017-18,CHA,OKC,2018-01-13,563,148.9%
2017-18,CHI,DET,2018-01-13,169,-4.3%
2017-18,DAL,LAL,2018-01-13,520,47.0%
2017-18,LAC,SAC,2018-01-13,8,-27.6%
2017-18,SAS,DEN,2018-01-13,958,27.0%
2017-18,TOR,GSW,2018-01-13,1400,307.4%
2017-18,WAS,BRK,2018-01-13,676,-16.5%
2017-18,ATL,BRK,2018-01-12,170,-41.5%
2017-18,CHA,UTA,2018-01-12,42,33.1%
2017-18,IND,CLE,2018-01-12,337,127.0%
2017-18,MIL,GSW,2018-01-12,26,70.6%
2017-18,NOP,POR,2018-01-12,310,-14.2%
2017-18,PHX,HOU,2018-01-12,330,5.8%
2017-18,WAS,ORL,2018-01-12,862,-21.8%
2017-18,LAL,SAS,2018-01-11,1298,10.3%
2017-18,SAC,LAC,2018-01-11,304,-37.4%
2017-18,TOR,CLE,2018-01-11,1226,224.0%
2017-18,CHA,DAL,2018-01-10,77,7.3%
2017-18,GSW,LAC,2018-01-10,2103,8.8%
2017-18,HOU,POR,2018-01-10,44,-23.4%
2017-18,IND,MIA,2018-01-10,183,-38.1%
2017-18,MEM,NOP,2018-01-10,155,-37.2%
2017-18,MIL,ORL,2018-01-10,6,-58.7%
2017-18,NYK,CHI,2018-01-10,660,-65.1%
2017-18,WAS,UTA,2018-01-10,505,-47.5%
2017-18,DAL,ORL,2018-01-09,175,-37.0%
2017-18,LAL,SAC,2018-01-09,800,-28.5%
2017-18,OKC,POR,2018-01-09,498,-2.6%
2017-18,TOR,MIA,2018-01-09,1022,27.9%
2017-18,CHI,HOU,2018-01-08,45,-25.7%
2017-18,GSW,DEN,2018-01-08,2471,14.6%
2017-18,IND,MIL,2018-01-08,144,-18.9%
2017-18,LAC,ATL,2018-01-08,4,-63.7%
2017-18,NOP,DET,2018-01-08,162,-41.0%
2017-18,SAC,SAS,2018-01-08,339,-41.1%
2017-18,DAL,NYK,2018-01-07,453,-7.4%
2017-18,LAL,ATL,2018-01-07,909,-18.5%
2017-18,MIA,UTA,2018-01-07,1052,-22.1%
2017-18,PHX,OKC,2018-01-07,305,20.4%
2017-18,POR,SAS,2018-01-07,660,41.0%
2017-18,DET,HOU,2018-01-06,7,-48.7%
2017-18,IND,CHI,2018-01-06,223,23.8%
2017-18,LAC,GSW,2018-01-06,31,185.0%
2017-18,ORL,CLE,2018-01-06,555,254.8%
2017-18,SAC,DEN,2018-01-06,576,-35.5%
2017-18,WAS,MIL,2018-01-06,818,29.7%
2017-18,BOS,MIN,2018-01-05,1470,134.9%
2017-18,DAL,CHI,2018-01-05,457,8.5%
2017-18,LAL,CHA,2018-01-05,1159,-11.6%
2017-18,MEM,WAS,2018-01-05,286,4.6%
2017-18,MIA,NYK,2018-01-05,1218,65.1%
2017-18,MIL,TOR,2018-01-05,12,-43.5%
2017-18,POR,ATL,2018-01-05,571,-3.9%
2017-18,SAS,PHX,2018-01-05,903,23.7%
2017-18,HOU,GSW,2018-01-04,102,211.9%
2017-18,LAC,OKC,2018-01-04,14,36.9%
2017-18,BOS,CLE,2018-01-03,1547,331.8%
2017-18,CHI,TOR,2018-01-03,43,-8.9%
2017-18,DAL,GSW,2018-01-03,504,149.9%
2017-18,LAL,OKC,2018-01-03,1624,65.2%
2017-18,MIA,DET,2018-01-03,1188,13.9%
2017-18,MIL,IND,2018-01-03,15,-51.0%
2017-18,ORL,HOU,2018-01-03,398,77.0%
2017-18,UTA,NOP,2018-01-03,206,18.0%
2017-18,WAS,NYK,2018-01-03,686,0.2%
2017-18,CLE,POR,2018-01-02,84,66.6%
2017-18,LAC,MEM,2018-01-02,6,-46.9%
2017-18,NYK,SAS,2018-01-02,791,-38.4%
2017-18,PHX,ATL,2018-01-02,167,-34.4%
2017-18,SAC,CHA,2018-01-02,389,-49.9%
2017-18,CHI,POR,2018-01-01,38,-6.8%
2017-18,TOR,MIL,2018-01-01,1242,90.9%
2017-18,BOS,BRK,2017-12-31,1648,103.6%
2017-18,HOU,LAL,2017-12-31,79,102.0%
2017-18,IND,MIN,2017-12-31,258,33.4%
2017-18,LAC,CHA,2017-12-31,13,-30.1%
2017-18,OKC,DAL,2017-12-31,1277,72.6%
2017-18,PHX,PHI,2017-12-31,281,3.7%
2017-18,SAC,MEM,2017-12-31,541,-29.8%
2017-18,WAS,CHI,2017-12-31,864,10.8%
2017-18,ATL,POR,2017-12-30,280,-12.6%
2017-18,DET,SAS,2017-12-30,9,-50.8%
2017-18,GSW,MEM,2017-12-30,2786,37.9%
2017-18,NOP,NYK,2017-12-30,552,34.3%
2017-18,ORL,MIA,2017-12-30,403,57.3%
2017-18,UTA,CLE,2017-12-30,300,269.0%
2017-18,CHI,IND,2017-12-29,100,1.2%
2017-18,GSW,CHA,2017-12-29,2462,20.4%
2017-18,LAL,LAC,2017-12-29,1649,59.4%
2017-18,MIA,BRK,2017-12-29,1335,38.4%
2017-18,NOP,DAL,2017-12-29,385,6.7%
2017-18,OKC,MIL,2017-12-29,1170,61.4%
2017-18,SAC,PHX,2017-12-29,680,-26.6%
2017-18,TOR,ATL,2017-12-29,1157,92.0%
2017-18,WAS,HOU,2017-12-29,1065,135.3%
2017-18,BOS,HOU,2017-12-28,1665,237.9%
2017-18,MIL,MIN,2017-12-28,25,-24.0%
2017-18,ORL,DET,2017-12-28,333,21.9%
2017-18,POR,PHI,2017-12-28,836,47.9%
2017-18,SAS,NYK,2017-12-28,1132,58.2%
2017-18,ATL,WAS,2017-12-27,234,-15.9%
2017-18,CHA,BOS,2017-12-27,537,150.6%
2017-18,CHI,NYK,2017-12-27,217,5.3%
2017-18,GSW,UTA,2017-12-27,2662,24.7%
2017-18,IND,DAL,2017-12-27,196,23.8%
2017-18,LAL,MEM,2017-12-27,1433,9.6%
2017-18,NOP,BRK,2017-12-27,368,3.3%
2017-18,OKC,TOR,2017-12-27,987,43.4%
2017-18,SAC,CLE,2017-12-27,854,94.3%
2017-18,DAL,TOR,2017-12-26,366,13.5%
2017-18,DET,IND,2017-12-26,6,-36.8%
2017-18,LAC,SAC,2017-12-26,13,-23.9%
2017-18,MIA,ORL,2017-12-26,1096,27.7%
2017-18,MIL,CHI,2017-12-26,23,-38.7%
2017-18,PHX,MEM,2017-12-26,172,-19.9%
2017-18,SAS,BRK,2017-12-26,998,25.3%
2017-18,BOS,WAS,2017-12-25,1608,114.3%
2017-18,GSW,CLE,2017-12-25,3564,207.2%
2017-18,LAL,MIN,2017-12-25,1658,50.6%
2017-18,NYK,PHI,2017-12-25,864,-34.3%
2017-18,OKC,HOU,2017-12-25,1270,119.0%
2017-18,ATL,DAL,2017-12-23,201,-26.4%
2017-18,BOS,CHI,2017-12-23,1496,95.5%
2017-18,CHA,MIL,2017-12-23,215,51.5%
2017-18,GSW,DEN,2017-12-23,2154,17.8%
2017-18,IND,BRK,2017-12-23,207,-4.8%
2017-18,LAL,POR,2017-12-23,1454,18.9%
2017-18,MEM,LAC,2017-12-23,302,10.7%
2017-18,MIA,NOP,2017-12-23,896,-7.6%
2017-18,PHX,MIN,2017-12-23,199,-4.0%
2017-18,SAC,SAS,2017-12-23,623,-9.0%
2017-18,TOR,PHI,2017-12-23,1070,95.4%
2017-18,UTA,OKC,2017-12-23,260,81.9%
2017-18,WAS,ORL,2017-12-23,583,-9.9%
2017-18,DET,NYK,2017-12-22,3,79.3%
2017-18,GSW,LAL,2017-12-22,2505,77.9%
2017-18,HOU,LAC,2017-12-22,44,48.7%
2017-18,MIA,DAL,2017-12-22,919,-13.2%
2017-18,MIL,CHA,2017-12-22,14,-30.3%
2017-18,OKC,ATL,2017-12-22,635,12.6%
2017-18,ORL,NOP,2017-12-22,354,11.4%
2017-18,POR,DEN,2017-12-22,518,4.0%
2017-18,CLE,CHI,2017-12-21,64,55.5%
2017-18,NYK,BOS,2017-12-21,766,-30.9%
2017-18,PHX,MEM,2017-12-21,125,-44.1%
2017-18,UTA,SAS,2017-12-21,187,27.4%
2017-18,ATL,IND,2017-12-20,101,-48.5%
2017-18,BOS,MIA,2017-12-20,1221,43.7%
2017-18,CHA,TOR,2017-12-20,69,7.6%
2017-18,CHI,ORL,2017-12-20,28,-24.6%
2017-18,DAL,DET,2017-12-20,290,-30.0%
2017-18,GSW,MEM,2017-12-20,1968,2.8%
2017-18,HOU,LAL,2017-12-20,61,64.9%
2017-18,LAC,PHX,2017-12-20,8,-29.8%
2017-18,OKC,UTA,2017-12-20,502,-3.3%
2017-18,POR,SAS,2017-12-20,589,26.2%
2017-18,MIL,CLE,2017-12-19,41,1.4%
2017-18,WAS,NOP,2017-12-19,526,-31.2%
2017-18,ATL,MIA,2017-12-18,165,-40.7%
2017-18,CHA,NYK,2017-12-18,138,15.1%
2017-18,CHI,PHI,2017-12-18,44,-6.2%
2017-18,DAL,PHX,2017-12-18,190,-33.1%
2017-18,HOU,UTA,2017-12-18,29,-34.5%
2017-18,IND,BOS,2017-12-18,230,40.6%
2017-18,LAL,GSW,2017-12-18,1695,473.7%
2017-18,OKC,DEN,2017-12-18,410,-12.9%
2017-18,SAS,LAC,2017-12-18,538,-7.8%
2017-18,DET,ORL,2017-12-17,5,-90.9%
2017-18,TOR,SAC,2017-12-17,753,33.9%
2017-18,WAS,CLE,2017-12-17,982,192.8%
2017-18,CHA,POR,2017-12-16,92,37.8%
2017-18,CLE,UTA,2017-12-16,59,16.7%
2017-18,HOU,MIL,2017-12-16,40,2.3%
2017-18,MEM,BOS,2017-12-16,386,80.4%
2017-18,MIA,LAC,2017-12-16,946,-13.7%
2017-18,NYK,OKC,2017-12-16,724,-37.9%
2017-18,SAS,DAL,2017-12-16,800,24.3%
2017-18,BOS,UTA,2017-12-15,1031,40.3%
2017-18,CHA,MIA,2017-12-15,39,26.9%
2017-18,HOU,SAS,2017-12-15,84,72.1%
2017-18,IND,DET,2017-12-15,212,-20.8%
2017-18,MEM,ATL,2017-12-15,155,-33.5%
2017-18,MIL,CHI,2017-12-15,9,-32.9%
2017-18,ORL,POR,2017-12-15,267,-16.3%
2017-18,TOR,BRK,2017-12-15,757,23.4%
2017-18,WAS,LAC,2017-12-15,484,-24.2%
2017-18,ATL,DET,2017-12-14,174,-43.6%
2017-18,CLE,LAL,2017-12-14,73,49.0%
2017-18,GSW,DAL,2017-12-14,1855,-9.5%
2017-18,BOS,DEN,2017-12-13,792,-6.1%
2017-18,CHI,UTA,2017-12-13,3,-15.1%
2017-18,HOU,CHA,2017-12-13,26,-47.3%
2017-18,IND,OKC,2017-12-13,291,89.5%
2017-18,MIA,POR,2017-12-13,840,-34.8%
2017-18,NOP,MIL,2017-12-13,305,-28.2%
2017-18,ORL,LAC,2017-12-13,194,-27.6%
2017-18,PHX,TOR,2017-12-13,123,-36.2%
2017-18,WAS,MEM,2017-12-13,418,-53.5%
2017-18,CLE,ATL,2017-12-12,8,-36.2%
2017-18,DAL,SAS,2017-12-12,408,7.1%
2017-18,DET,DEN,2017-12-12,2,-100.0%
2017-18,NYK,LAL,2017-12-12,629,-60.3%
2017-18,SAC,PHX,2017-12-12,282,-52.4%
2017-18,CHI,BOS,2017-12-11,44,-29.9%
2017-18,GSW,POR,2017-12-11,1962,6.7%
2017-18,HOU,NOP,2017-12-11,24,-25.0%
2017-18,LAC,TOR,2017-12-11,7,-23.4%
2017-18,MEM,MIA,2017-12-11,142,-50.7%
2017-18,OKC,CHA,2017-12-11,322,-20.4%
2017-18,DET,BOS,2017-12-10,4,-13.7%
2017-18,IND,DEN,2017-12-10,181,-39.4%
2017-18,NOP,PHI,2017-12-10,321,-7.5%
2017-18,NYK,ATL,2017-12-10,525,-76.1%
2017-18,SAC,TOR,2017-12-10,345,-31.5%
2017-18,ATL,ORL,2017-12-09,208,-36.0%
2017-18,CHA,LAL,2017-12-09,399,103.3%
2017-18,CHI,NYK,2017-12-09,64,-3.9%
2017-18,CLE,PHI,2017-12-09,66,52.8%
2017-18,LAC,WAS,2017-12-09,12,1.3%
2017-18,MEM,OKC,2017-12-09,396,99.5%
2017-18,MIL,UTA,2017-12-09,15,-55.1%
2017-18,PHX,SAS,2017-12-09,229,-0.4%
2017-18,POR,HOU,2017-12-09,680,41.9%
2017-18,CHA,CHI,2017-12-08,92,16.9%
2017-18,DET,GSW,2017-12-08,11,89.3%
2017-18,IND,CLE,2017-12-08,280,115.3%
2017-18,MEM,TOR,2017-12-08,163,-30.9%
2017-18,MIL,DAL,2017-12-08,9,-55.7%
2017-18,NOP,SAC,2017-12-08,203,-27.6%
2017-18,ORL,DEN,2017-12-08,230,-36.5%
2017-18,SAS,BOS,2017-12-08,900,64.9%
2017-18,PHX,WAS,2017-12-07,87,-33.2%
2017-18,UTA,HOU,2017-12-07,184,17.2%
2017-18,BOS,DAL,2017-12-06,814,-9.7%
2017-18,CHA,GSW,2017-12-06,374,231.3%
2017-18,CLE,SAC,2017-12-06,12,-46.6%
2017-18,IND,CHI,2017-12-06,158,-39.3%
2017-18,LAC,MIN,2017-12-06,16,-26.9%
2017-18,MIL,DET,2017-12-06,6,-67.3%
2017-18,NOP,DEN,2017-12-06,98,-48.0%
2017-18,NYK,MEM,2017-12-06,568,-72.6%
2017-18,ORL,ATL,2017-12-06,211,-45.3%
2017-18,SAS,MIA,2017-12-06,359,-27.4%
2017-18,OKC,UTA,2017-12-05,288,-24.0%
2017-18,POR,WAS,2017-12-05,261,-25.2%
2017-18,TOR,PHX,2017-12-05,793,-8.0%
2017-18,ATL,BRK,2017-12-04,76,-51.8%
2017-18,BOS,MIL,2017-12-04,1027,20.3%
2017-18,CHA,ORL,2017-12-04,25,-7.9%
2017-18,CHI,CLE,2017-12-04,146,17.4%
2017-18,DAL,DEN,2017-12-04,125,-35.7%
2017-18,IND,NYK,2017-12-04,170,-41.4%
2017-18,MEM,MIN,2017-12-04,127,-44.3%
2017-18,NOP,GSW,2017-12-04,604,114.7%
2017-18,SAS,DET,2017-12-04,278,-39.2%
2017-18,UTA,WAS,2017-12-04,134,-27.7%
2017-18,LAL,HOU,2017-12-03,1198,30.8%
2017-18,MIA,GSW,2017-12-03,1206,179.0%
2017-18,NYK,ORL,2017-12-03,512,-68.6%
2017-18,OKC,SAS,2017-12-03,508,49.9%
2017-18,BOS,PHX,2017-12-02,1217,66.9%
2017-18,CLE,MEM,2017-12-02,67,14.3%
2017-18,DAL,LAC,2017-12-02,263,-8.4%
2017-18,MIL,SAC,2017-12-02,15,-57.6%
2017-18,POR,NOP,2017-12-02,492,-0.5%
2017-18,CHI,SAC,2017-12-01,18,1.4%
2017-18,MEM,SAS,2017-12-01,193,15.1%
2017-18,MIA,CHA,2017-12-01,789,-30.5%
2017-18,OKC,MIN,2017-12-01,606,30.1%
2017-18,ORL,GSW,2017-12-01,360,190.2%
2017-18,TOR,IND,2017-12-01,783,37.2%
2017-18,UTA,NOP,2017-12-01,184,-2.8%
2017-18,WAS,DET,2017-12-01,597,-21.1%
2017-18,ATL,CLE,2017-11-30,370,69.7%
2017-18,BOS,PHI,2017-11-30,985,31.1%
2017-18,LAC,UTA,2017-11-30,5,-60.5%
2017-18,POR,MIL,2017-11-30,426,-13.9%
2017-18,DAL,BRK,2017-11-29,136,-34.9%
2017-18,DET,PHX,2017-11-29,1,69.9%
2017-18,HOU,IND,2017-11-29,31,-55.5%
2017-18,LAL,GSW,2017-11-29,1253,110.2%
2017-18,NOP,MIN,2017-11-29,174,-37.8%
2017-18,NYK,MIA,2017-11-29,437,-72.8%
2017-18,ORL,OKC,2017-11-29,282,64.2%
2017-18,SAS,MEM,2017-11-29,298,-37.2%
2017-18,TOR,CHA,2017-11-29,765,1.7%
2017-18,CHI,PHX,2017-11-28,48,3.0%
2017-18,CLE,MIA,2017-11-28,37,-29.0%
2017-18,SAC,MIL,2017-11-28,352,-48.8%
2017-18,UTA,DEN,2017-11-28,110,-34.1%
2017-18,BOS,DET,2017-11-27,1022,5.8%
2017-18,GSW,SAC,2017-11-27,1527,-17.8%
2017-18,HOU,BRK,2017-11-27,17,-49.4%
2017-18,IND,ORL,2017-11-27,118,-57.3%
2017-18,LAC,LAL,2017-11-27,19,90.8%
2017-18,NYK,POR,2017-11-27,431,-76.1%
2017-18,SAS,DAL,2017-11-27,398,-20.4%
2017-18,CHI,MIA,2017-11-26,69,3.2%
2017-18,MEM,BRK,2017-11-26,157,-35.2%
2017-18,ATL,TOR,2017-11-25,168,-31.8%
2017-18,CHA,SAS,2017-11-25,351,52.1%
2017-18,DAL,OKC,2017-11-25,441,54.5%
2017-18,GSW,NOP,2017-11-25,2524,35.6%
2017-18,HOU,NYK,2017-11-25,36,25.8%
2017-18,IND,BOS,2017-11-25,217,58.1%
2017-18,SAC,LAC,2017-11-25,557,-11.1%
2017-18,UTA,MIL,2017-11-25,186,23.6%
2017-18,WAS,POR,2017-11-25,841,20.8%
2017-18,ATL,NYK,2017-11-24,284,-11.4%
2017-18,BOS,ORL,2017-11-24,1504,138.1%
2017-18,CLE,CHA,2017-11-24,67,58.9%
2017-18,GSW,CHI,2017-11-24,2733,33.3%
2017-18,IND,TOR,2017-11-24,172,-11.7%
2017-18,OKC,DET,2017-11-24,952,43.3%
2017-18,PHX,NOP,2017-11-24,155,-13.7%
2017-18,ATL,LAC,2017-11-22,171,-30.0%
2017-18,CHA,WAS,2017-11-22,121,21.7%
2017-18,CLE,BRK,2017-11-22,38,-14.5%
2017-18,HOU,DEN,2017-11-22,42,-8.9%
2017-18,MEM,DAL,2017-11-22,249,-0.3%
2017-18,MIA,BOS,2017-11-22,1268,74.3%
2017-18,NOP,SAS,2017-11-22,374,17.0%
2017-18,NYK,TOR,2017-11-22,586,-65.5%
2017-18,OKC,GSW,2017-11-22,1109,272.4%
2017-18,PHX,MIL,2017-11-22,209,-13.3%
2017-18,SAC,LAL,2017-11-22,736,65.2%
2017-18,UTA,CHI,2017-11-22,158,12.5%
2017-18,LAL,CHI,2017-11-21,1362,-1.9%
2017-18,CHA,MIN,2017-11-20,72,9.3%
2017-18,DAL,BOS,2017-11-20,410,24.5%
2017-18,DET,CLE,2017-11-20,15,23.2%
2017-18,MEM,POR,2017-11-20,199,-27.6%
2017-18,MIL,WAS,2017-11-20,16,-52.8%
2017-18,NOP,OKC,2017-11-20,659,45.7%
2017-18,NYK,LAC,2017-11-20,460,-69.5%
2017-18,ORL,IND,2017-11-20,257,-29.7%
2017-18,SAC,DEN,2017-11-20,348,-49.7%
2017-18,SAS,ATL,2017-11-20,577,-11.7%
2017-18,LAL,DEN,2017-11-19,905,-16.5%
2017-18,MIA,IND,2017-11-19,806,-29.1%
2017-18,PHX,CHI,2017-11-19,168,-16.6%
2017-18,TOR,WAS,2017-11-19,879,50.0%
2017-18,ATL,BOS,2017-11-18,401,24.4%
2017-18,CHA,LAC,2017-11-18,221,19.9%
2017-18,DAL,MIL,2017-11-18,421,-6.4%
2017-18,MEM,HOU,2017-11-18,270,50.1%
2017-18,ORL,UTA,2017-11-18,318,-11.4%
2017-18,POR,SAC,2017-11-18,547,-6.0%
2017-18,CHI,CHA,2017-11-17,48,-6.1%
2017-18,CLE,LAC,2017-11-17,61,13.7%
2017-18,DAL,MIN,2017-11-17,276,-22.3%
2017-18,IND,DET,2017-11-17,129,-22.0%
2017-18,LAL,PHX,2017-11-17,1064,-16.4%
2017-18,SAC,POR,2017-11-17,427,-31.1%
2017-18,SAS,OKC,2017-11-17,713,61.8%
2017-18,TOR,NYK,2017-11-17,884,56.6%
2017-18,WAS,MIA,2017-11-17,603,-9.9%
2017-18,BOS,GSW,2017-11-16,1505,272.8%
2017-18,PHX,HOU,2017-11-16,207,-14.4%
2017-18,ATL,SAC,2017-11-15,127,-48.1%
2017-18,CHA,CLE,2017-11-15,500,153.7%
2017-18,LAL,PHI,2017-11-15,1288,-1.5%
2017-18,MEM,IND,2017-11-15,143,-39.1%
2017-18,MIA,WAS,2017-11-15,916,-25.2%
2017-18,MIL,DET,2017-11-15,11,-63.0%
2017-18,NOP,TOR,2017-11-15,159,-38.9%
2017-18,NYK,UTA,2017-11-15,325,-79.7%
2017-18,OKC,CHI,2017-11-15,517,-4.1%
2017-18,POR,ORL,2017-11-15,250,-35.3%
2017-18,DAL,SAS,2017-11-14,306,-2.4%
2017-18,HOU,TOR,2017-11-14,21,-31.9%
2017-18,GSW,ORL,2017-11-13,2401,5.7%
2017-18,LAC,PHI,2017-11-13,8,-20.9%
2017-18,MIL,MEM,2017-11-13,9,-60.5%
2017-18,NOP,ATL,2017-11-13,124,-42.8%
2017-18,NYK,CLE,2017-11-13,512,-42.8%
2017-18,PHX,LAL,2017-11-13,232,9.0%
2017-18,POR,DEN,2017-11-13,244,-30.0%
2017-18,UTA,MIN,2017-11-13,128,-14.8%
2017-18,WAS,SAC,2017-11-13,418,-49.7%
2017-18,BOS,TOR,2017-11-12,1229,61.1%
2017-18,DET,MIA,2017-11-12,6,-64.7%
2017-18,IND,HOU,2017-11-12,181,16.6%
2017-18,OKC,DAL,2017-11-12,539,15.6%
2017-18,DAL,CLE,2017-11-11,569,127.4%
2017-18,GSW,PHI,2017-11-11,2669,40.5%
2017-18,HOU,MEM,2017-11-11,55,-15.2%
2017-18,MIL,LAL,2017-11-11,18,-9.0%
2017-18,NOP,LAC,2017-11-11,361,3.2%
2017-18,NYK,SAC,2017-11-11,485,-71.0%
2017-18,PHX,MIN,2017-11-11,186,-16.4%
2017-18,SAS,CHI,2017-11-11,627,13.6%
2017-18,UTA,BRK,2017-11-11,148,-18.6%
2017-18,WAS,ATL,2017-11-11,654,-16.5%
2017-18,BOS,CHA,2017-11-10,1319,57.6%
2017-18,CHI,IND,2017-11-10,81,4.6%
2017-18,DET,ATL,2017-11-10,1,11.0%
2017-18,OKC,LAC,2017-11-10,749,49.1%
2017-18,PHX,ORL,2017-11-10,152,-34.7%
2017-18,POR,BRK,2017-11-10,554,-4.5%
2017-18,SAS,MIL,2017-11-10,548,-10.5%
2017-18,UTA,MIA,2017-11-10,151,-2.1%
2017-18,HOU,CLE,2017-11-09,65,133.7%
2017-18,SAC,PHI,2017-11-09,457,-29.7%
2017-18,TOR,NOP,2017-11-09,794,10.6%
2017-18,WAS,LAL,2017-11-09,938,68.8%
2017-18,BOS,LAL,2017-11-08,1319,90.8%
2017-18,DET,IND,2017-11-08,3,-67.4%
2017-18,GSW,MIN,2017-11-08,1984,3.9%
2017-18,ORL,NYK,2017-11-08,222,-3.7%
2017-18,PHX,MIA,2017-11-08,129,-40.1%
2017-18,CLE,MIL,2017-11-07,23,-33.1%
2017-18,IND,NOP,2017-11-07,134,-39.2%
2017-18,NYK,CHA,2017-11-07,376,-79.2%
2017-18,POR,MEM,2017-11-07,276,-32.0%
2017-18,SAC,OKC,2017-11-07,477,-20.2%
2017-18,SAS,LAC,2017-11-07,310,-27.9%
2017-18,TOR,CHI,2017-11-07,772,8.5%
2017-18,UTA,PHI,2017-11-07,131,-20.0%
2017-18,WAS,DAL,2017-11-07,492,-47.0%
2017-18,ATL,BOS,2017-11-06,210,-24.3%
2017-18,GSW,MIA,2017-11-06,1903,-2.7%
2017-18,PHX,BRK,2017-11-06,113,-51.9%
2017-18,CLE,ATL,2017-11-05,45,-6.4%
2017-18,HOU,UTA,2017-11-05,25,-29.7%
2017-18,LAC,MIA,2017-11-05,18,-30.2%
2017-18,LAL,MEM,2017-11-05,890,-17.3%
2017-18,NYK,IND,2017-11-05,334,-79.6%
2017-18,ORL,BOS,2017-11-05,265,47.7%
2017-18,POR,OKC,2017-11-05,641,56.3%
2017-18,SAS,PHX,2017-11-05,304,-23.0%
2017-18,TOR,WAS,2017-11-05,853,41.1%
2017-18,CHI,NOP,2017-11-04,70,0.7%
2017-18,DET,SAC,2017-11-04,1,-16.7%
2017-18,LAC,MEM,2017-11-04,10,-43.7%
2017-18,ATL,HOU,2017-11-03,201,-12.6%
2017-18,DAL,NOP,2017-11-03,314,-17.5%
2017-18,DET,MIL,2017-11-03,4,-33.6%
2017-18,LAL,BRK,2017-11-03,1122,-9.1%
2017-18,NYK,PHX,2017-11-03,330,-75.7%
2017-18,OKC,BOS,2017-11-03,948,91.5%
2017-18,ORL,CHI,2017-11-03,237,-1.1%
2017-18,SAS,CHA,2017-11-03,306,-13.7%
2017-18,UTA,TOR,2017-11-03,151,-2.9%
2017-18,WAS,CLE,2017-11-03,996,190.5%
2017-18,POR,LAL,2017-11-02,547,30.2%
2017-18,SAS,GSW,2017-11-02,656,80.7%
2017-18,BOS,SAC,2017-11-01,737,-26.2%
2017-18,CHA,MIL,2017-11-01,51,1.3%
2017-18,CLE,IND,2017-11-01,21,-36.5%
2017-18,LAC,DAL,2017-11-01,8,-15.4%
2017-18,MEM,ORL,2017-11-01,171,-46.0%
2017-18,MIA,CHI,2017-11-01,964,-12.3%
2017-18,NOP,MIN,2017-11-01,189,-25.2%
2017-18,NYK,HOU,2017-11-01,327,-68.2%
2017-18,UTA,POR,2017-11-01,108,-14.8%
2017-18,WAS,PHX,2017-11-01,485,-49.3%
2017-18,IND,SAC,2017-10-31,98,-52.0%
2017-18,LAL,DET,2017-10-31,415,-31.4%
2017-18,MIL,OKC,2017-10-31,22,-36.0%
2017-18,BOS,SAS,2017-10-30,1004,31.1%
2017-18,HOU,PHI,2017-10-30,25,-27.4%
2017-18,LAC,GSW,2017-10-30,28,148.7%
2017-18,MEM,CHA,2017-10-30,178,-31.4%
2017-18,MIA,MIN,2017-10-30,614,-43.0%
2017-18,NOP,ORL,2017-10-30,146,-43.0%
2017-18,NYK,DEN,2017-10-30,287,-79.1%
2017-18,POR,TOR,2017-10-30,255,-23.9%
2017-18,UTA,DAL,2017-10-30,61,-23.8%
2017-18,ATL,MIL,2017-10-29,161,-35.2%
2017-18,CHA,ORL,2017-10-29,37,1.8%
2017-18,CLE,NYK,2017-10-29,41,-23.7%
2017-18,GSW,DET,2017-10-29,1914,6.0%
2017-18,IND,SAS,2017-10-29,170,4.5%
2017-18,SAC,WAS,2017-10-29,346,-22.6%
2017-18,CHI,OKC,2017-10-28,243,7.3%
2017-18,DAL,PHI,2017-10-28,391,-9.2%
2017-18,LAC,DET,2017-10-28,17,-32.8%
2017-18,MEM,HOU,2017-10-28,317,45.4%
2017-18,MIA,BOS,2017-10-28,1070,44.3%
2017-18,NOP,CLE,2017-10-28,754,180.3%
2017-18,POR,PHX,2017-10-28,434,-8.8%
2017-18,UTA,LAL,2017-10-28,166,54.4%
2017-18,ATL,DEN,2017-10-27,165,-31.2%
2017-18,CHA,HOU,2017-10-27,203,37.3%
2017-18,GSW,WAS,2017-10-27,1848,16.3%
2017-18,LAL,TOR,2017-10-27,941,-6.3%
2017-18,NYK,BRK,2017-10-27,391,-72.5%
2017-18,ORL,SAS,2017-10-27,130,24.5%
2017-18,CHI,ATL,2017-10-26,37,-14.7%
2017-18,MEM,DAL,2017-10-26,186,-38.2%
2017-18,POR,LAC,2017-10-26,282,-13.7%
2017-18,SAC,NOP,2017-10-26,470,3.6%
2017-18,CHA,DEN,2017-10-25,26,-9.4%
2017-18,DAL,MEM,2017-10-25,174,-37.9%
