Season,GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR.1,HH RTG.1,HH SHR.1,HH IMP.1,P2+ IMP.1,NAT TV,CN TV
2017-18,1182,Fri,2018-04-06,7:00 PM,7:00 PM,CHA,ORL,FSSE-CHA,135.0,0.466666667,1.0,5.666666667,11.0,FSFL,135.0,0,0,1,1,,
2017-18,1183,Fri,2018-04-06,7:00 PM,7:00 PM,CLE,PHI,FSO,165.0,9,15.0,131.0,199.0,NBCSPA,165.0,5.8,11,166,252,NBA TV,NBAC
2017-18,1184,Fri,2018-04-06,7:00 PM,7:00 PM,ATL,WAS,FSSE-ATL,150.0,0.5,1.0,12.0,20.0,NBCSWA,150.0,1,2,24,28,,
2017-18,1185,Fri,2018-04-06,7:30 PM,7:30 PM,CHI,BOS,WGN,135.0,1.7,3.0,56.0,75.0,NBCSB,135.0,2.9,5,70,93,,
2017-18,1186,Fri,2018-04-06,7:30 PM,7:30 PM,MIA,NYK,FSSUN,150.0,2.6,5.0,43.0,62.0,MSG,150.0,0.8,2,59,75,,
2017-18,1187,Fri,2018-04-06,7:30 PM,7:30 PM,IND,TOR,FSIND,135.0,3.8,6.0,39.0,,SN1,,,,,,,SN1
2017-18,1188,Fri,2018-04-06,7:00 PM,8:00 PM,SAC,MEM,NBCSCA,150.0,1.2,2.0,17.0,22.0,FSSE-MEM,150.0,0.66,1.1,4,,,
2017-18,1189,Fri,2018-04-06,7:00 PM,10:00 PM,NOP,PHX,FSNO,150.0,0.96,1.6,6.0,,FSA,150.0,0.4,1,8,7,,
2017-18,1190,Fri,2018-04-06,7:30 PM,10:30 PM,MIN,LAL,FSNTH,150.0,2.9,7.0,49.0,65.0,SPECSN/D,150.0,1.7,3,92,123,NBA TV,NBAC
2017-18,1191,Sat,2018-04-07,12:30 PM,3:30 PM,DEN,LAC,ALT,150.0,0.7,2.0,12.0,13.0,FSPT,150.0,0.2,1,12,11,NBA TV,NBAC
2017-18,1192,Sat,2018-04-07,7:30 PM,7:30 PM,MIL,NYK,FSWIS+,150.0,1.41,2.5,12.1,,MSG,135.0,0.5,1,37,41,,
2017-18,1193,Sat,2018-04-07,7:00 PM,8:00 PM,BRK,CHI,YES,135.0,0.2,0.0,12.0,24.0,NBCSCH,135.0,0.9,2,29,41,,
2017-18,1194,Sat,2018-04-07,7:30 PM,8:30 PM,OKC,HOU,,,,,,,,,,,,,ABC,NBAC
2017-18,1195,Sat,2018-04-07,5:30 PM,8:30 PM,NOP,GSW,FSNO,150.0,1.13,1.9,7.4,,NBCSBA,150.0,6.6,16,161,228,,
2017-18,1196,Sat,2018-04-07,8:00 PM,9:00 PM,POR,SAS,NBCSNW,150.0,3.9,8.0,46.0,70.0,FSSW-SA,135.0,8,14,74,,,
2017-18,1197,Sun,2018-04-08,1:00 PM,1:00 PM,IND,CHA,FSIND,150.0,2.7,6.0,28.0,,FSSE-CHA,150.0,0.82,1.9,9.3,17,,
2017-18,1198,Sun,2018-04-08,1:00 PM,1:00 PM,DAL,PHI,FSSW-DAL,135.0,0.8,2.0,21.0,23.0,NBCSPA,135.0,2.8,6,80,103,NBA TV,NBAC
2017-18,1199,Sun,2018-04-08,2:30 PM,3:30 PM,DET,MEM,FSD,135.0,0.5,1.0,10.0,11.0,FSSE-MEM,135.0,1.34,2.1,8.6,,NBA TV,NBAC
2017-18,1200,Sun,2018-04-08,6:00 PM,6:00 PM,ORL,TOR,FSFL,135.0,0.2,0.0,3.0,4.0,SN1,,,,,,NBA TV,SN1
2017-18,1201,Sun,2018-04-08,3:00 PM,6:00 PM,UTA,LAL,ATTSN-RM,150.0,7.46,17.0,70.8,,SPECSN/D,150.0,0.8,2,45,54,,
2017-18,1202,Sun,2018-04-08,7:30 PM,7:30 PM,ATL,BOS,FSSE-ATL,135.0,0.5,1.0,11.0,15.0,NBCSB,135.0,1.5,4,36,48,,
2017-18,1203,Sun,2018-04-08,6:00 PM,9:00 PM,GSW,PHX,NBCSBA,135.0,7.8,17.0,191.0,282.0,FSA,135.0,0.6,1,11,27,NBA TV,SN1
2017-18,1204,Mon,2018-04-09,7:00 PM,7:00 PM,TOR,DET,SN1,,,,,,FSD,135.0,0.7,1,13,17,,SN1
2017-18,1205,Mon,2018-04-09,7:30 PM,7:30 PM,CHI,BRK,NBCSCH,135.0,1.4,2.0,45.0,55.0,YES,135.0,0.2,0,16,17,,
2017-18,1206,Mon,2018-04-09,7:30 PM,7:30 PM,OKC,MIA,FSOK,150.0,8.83,13.0,62.2,,FSSUN,150.0,3.3,6,56,70,,
2017-18,1207,Mon,2018-04-09,7:30 PM,7:30 PM,CLE,NYK,FSO,135.0,9,14.0,130.0,173.0,MSG,150.0,0.6,1,39,46,NBA TV,
2017-18,1208,Mon,2018-04-09,7:00 PM,8:00 PM,ORL,MIL,FSFL,135.0,0.4,1.0,6.0,9.0,FSWIS,135.0,2,3,18,,,
2017-18,1209,Mon,2018-04-09,7:00 PM,8:00 PM,MEM,MIN,FSSE-MEM,135.0,0.6,1.0,4.0,,FSNTH+,135.0,3.6,6,62,92,,
2017-18,1210,Mon,2018-04-09,7:30 PM,8:30 PM,SAC,SAS,NBCSCA,135.0,1.9,4.0,27.0,34.0,FSSW-SA,150.0,8.5,13,79,,,
2017-18,1211,Mon,2018-04-09,7:00 PM,9:00 PM,POR,DEN,NBCSNW,150.0,4.1,8.0,49.0,78.0,ALT,150.0,1.5,3,23,30,,TSN
2017-18,1212,Mon,2018-04-09,7:30 PM,10:30 PM,NOP,LAC,,,,,,,FSPT,150.0,0.3,1,18,17,ESPN,NBAC
2017-18,1213,Tue,2018-04-10,7:00 PM,7:00 PM,CHA,IND,FSSE-CHA,120.0,0.375,1.0,4.25,4.37,FSIND,120.0,3.4,6,35,,,NBAC
2017-18,1214,Tue,2018-04-10,7:30 PM,7:30 PM,PHI,ATL,NBCSPA,150.0,3.8,6.0,108.0,136.0,FSSE-ATL,150.0,0.4,1,10,14,,
2017-18,1215,Tue,2018-04-10,8:00 PM,8:00 PM,BOS,WAS,NBCSB,150.0,1.4,2.0,34.0,41.0,,,,,,,TNT,SN1
2017-18,1216,Tue,2018-04-10,7:30 PM,8:30 PM,PHX,DAL,FSA,135.0,0.5,1.0,9.0,12.0,,,,,,,,
2017-18,1217,Tue,2018-04-10,7:00 PM,9:00 PM,GSW,UTA,NBCSBA,135.0,4.5,9.0,110.0,147.0,ATTSN-RM,150.0,9.59,19.7,91.1,,,TSN2
2017-18,1218,Tue,2018-04-10,7:30 PM,10:30 PM,HOU,LAL,ATTSN-SW,150.0,1.8,4.0,44.0,59.0,SPECSN/D,135.0,1.1,2,59,80,TNT,SN1
2017-18,1219,Wed,2018-04-11,8:00 PM,8:00 PM,BRK,BOS,YES,135.0,0.1,0.0,6.0,8.0,NBCSB,135.0,1.8,3,43,61,,
2017-18,1220,Wed,2018-04-11,8:00 PM,8:00 PM,NYK,CLE,MSG,135.0,0.6,1.0,44.0,65.0,FSO,135.0,8.4,13,121,161,,
2017-18,1221,Wed,2018-04-11,8:00 PM,8:00 PM,TOR,MIA,TSN,,,,,,FSSUN,180.0,4.1,7,68,94,,TSN
2017-18,1222,Wed,2018-04-11,8:00 PM,8:00 PM,WAS,ORL,NBCSWA,150.0,1.7,3.0,44.0,58.0,FSFL,165.0,0.2,0,3,4,,
2017-18,1223,Wed,2018-04-11,8:00 PM,8:00 PM,MIL,PHI,FSWIS,150.0,1.8,3.0,16.0,,NBCSPA,150.0,2.5,4,71,95,ESPN,
2017-18,1224,Wed,2018-04-11,7:00 PM,8:00 PM,DET,CHI,FSD,135.0,0.8,1.0,14.0,15.0,NBCSCH,135.0,0.7,1,22,28,,
2017-18,1225,Wed,2018-04-11,7:00 PM,8:00 PM,DEN,MIN,ALT,165.0,3.5,7.0,55.0,69.0,FSNTH,180.0,7.5,13,130,183,,
2017-18,1226,Wed,2018-04-11,7:00 PM,8:00 PM,SAS,NOP,FSSW-SA,135.0,6.8,11.0,63.0,,FSNO,150.0,3.46,4.9,22.1,,,
2017-18,1227,Wed,2018-04-11,7:00 PM,8:00 PM,MEM,OKC,FSSE-MEM,120.0,0.5625,1.0,3.75,,FSOK,150.0,11.43,16.9,80.8,,,
2017-18,1228,Wed,2018-04-11,7:30 PM,10:30 PM,LAL,LAC,SPECSN/D,135.0,1.3,2.0,71.0,125.0,FSPT,135.0,0.3,0,13,21,,TSN
2017-18,1229,Wed,2018-04-11,7:30 PM,10:30 PM,UTA,POR,ATTSN-RM,150.0,6.46,13.0,61.2,,NBCSNW,165.0,4.1,8,49,69,ESPN,NBAC
2017-18,1230,Wed,2018-04-11,7:30 PM,10:30 PM,HOU,SAC,ATTSN-SW,135.0,1.5,3.0,36.0,50.0,NBCSCA,135.0,1.8,3,25,31,,
2016-17,1,Tue,2016-10-25,8:00 PM,8:00 PM,NYK,CLE,,,,,,,,,,,,,TNT,
2016-17,2,Tue,2016-10-25,10:00 PM,7:00 PM,UTA,POR,ROOT-RM,150.0,3.13,5.5,29.0,,KGW,150.0,8.6,14,99,142,,
2016-17,3,Tue,2016-10-25,10:30 PM,7:30 PM,SAS,GSW,,,,,,,,,,,,,TNT,
2016-17,4,Wed,2016-10-26,7:00 PM,7:00 PM,MIA,ORL,FS-SUN,165.0,4.8,8.0,81.0,110.0,FSFL,165.0,1.4,2,21,32,,
2016-17,5,Wed,2016-10-26,7:00 PM,7:00 PM,DAL,IND,FSSW-DAL,180.0,1.4,3.0,37.0,40.0,FSI,180.0,4.4,7,48,,,
2016-17,6,Wed,2016-10-26,7:30 PM,7:30 PM,BRK,BOS,YES,150.0,0.6,1.0,45.0,58.0,CSN-NE,150.0,2.8,5,68,91,,
2016-17,7,Wed,2016-10-26,7:30 PM,7:30 PM,DET,TOR,FSD,150.0,1.47,2.0,27.0,34.0,TSN,,,,,,,TSN
2016-17,8,Wed,2016-10-26,8:00 PM,7:00 PM,CHA,MIL,FSSE-CHA,165.0,0.836363636,1.454545455,9.909090909,16.72727273,FSNWI,165.0,3.1,5,28,,,
2016-17,9,Wed,2016-10-26,8:00 PM,7:00 PM,MIN,MEM,FSNN-MIN,165.0,3.1,5.0,53.0,66.0,FSSE-MEM,165.0,3.8,6,24,,,
2016-17,10,Wed,2016-10-26,8:00 PM,7:00 PM,DEN,NOP,ASE,165.0,0.4,1.0,7.0,8.0,FSNO,150.0,1.58,2.2,10.2,,,
2016-17,11,Wed,2016-10-26,8:00 PM,8:00 PM,OKC,PHI,FSOK,165.0,3.763636364,5.909090909,27.18181818,,CSN-P,165.0,2.8,4,82,117,ESPN,
2016-17,12,Wed,2016-10-26,10:00 PM,7:00 PM,SAC,PHX,CSN-S,150.0,2,3.0,28.0,38.0,FSA,150.0,1.3,2,26,36,,
2016-17,13,Wed,2016-10-26,10:30 PM,7:30 PM,HOU,LAL,,,,,,,,,,,,,ESPN,
2016-17,14,Thu,2016-10-27,7:30 PM,7:30 PM,WAS,ATL,CSN-W,150.0,1.3,2.0,33.0,47.0,FSSE-ATL,150.0,1.9,3,47,64,,
2016-17,15,Thu,2016-10-27,8:00 PM,7:00 PM,BOS,CHI,,,,,,,,,,,,,TNT,
2016-17,16,Thu,2016-10-27,10:30 PM,7:30 PM,SAS,SAC,FSSW-SA,165.0,5.2,11.0,49.0,,CSN-S,165.0,4,7,55,90,,
2016-17,17,Thu,2016-10-27,10:30 PM,7:30 PM,LAC,POR,,,,,,,,,,,,,TNT,
2016-17,18,Fri,2016-10-28,7:00 PM,7:00 PM,CLE,TOR,FSO,165.0,2.8,5.0,42.0,63.0,SN1,,,,,,ESPN,SN1
2016-17,19,Fri,2016-10-28,7:30 PM,7:30 PM,IND,BRK,FSI,150.0,3.2,5.0,35.0,,YES,150.0,0.3,1,23,23,,
2016-17,20,Fri,2016-10-28,7:30 PM,7:30 PM,ORL,DET,FSFL,135.0,0.6,1.0,9.0,13.0,FSD,135.0,1.9,3,35,46,,
2016-17,21,Fri,2016-10-28,8:00 PM,7:00 PM,PHX,OKC,FSA,180.0,1.1,2.0,21.0,28.0,FSOK,180.0,6.975,11.5,50.33333333,,,
2016-17,22,Fri,2016-10-28,8:00 PM,8:00 PM,CHA,MIA,FSSE-CHA,150.0,0.51,1.0,6.0,9.4,FS-SUN,150.0,3.4,6,57,86,,
2016-17,23,Fri,2016-10-28,8:30 PM,7:30 PM,HOU,DAL,ROOT-SW,150.0,1.5,3.0,37.0,54.0,FSSW-DAL,150.0,0.6,1,16,15,,
2016-17,24,Fri,2016-10-28,9:00 PM,7:00 PM,LAL,UTA,SpecSN/D,165.0,1.9,4.0,102.0,146.0,ROOT-RM,165.0,3.945454545,7.545454545,36.27272727,,,
2016-17,25,Fri,2016-10-28,9:30 PM,8:30 PM,GSW,NOP,CSN-BA,165.0,5.2,10.0,129.0,174.0,,,,,,,ESPN,
2016-17,27,Sat,2016-10-29,7:00 PM,7:00 PM,BOS,CHA,CSN-NE,150.0,1.2,2.0,28.0,35.0,FSSE-CHA,150.0,0.38,1,4.7,5.8,,
2016-17,28,Sat,2016-10-29,7:30 PM,7:30 PM,MEM,NYK,FSSE-MEM,180.0,1.6,2.5,9.916666667000001,,MSG,180.0,2.4,4,176,258,,
2016-17,29,Sat,2016-10-29,7:30 PM,7:30 PM,ORL,CLE,FSFL,165.0,0.4,1.0,6.0,13.0,FSO,165.0,2.8,4,42,59,,
2016-17,30,Sat,2016-10-29,8:00 PM,7:00 PM,IND,CHI,FSI,135.0,1.8,3.0,19.0,,CSN-C,150.0,0.6,1,19,28,,
2016-17,31,Sat,2016-10-29,8:00 PM,7:00 PM,BRK,MIL,YES,150.0,0.2,0.0,18.0,19.0,FSNWI,120.0,1.2,2,11,,,
2016-17,32,Sat,2016-10-29,8:00 PM,7:00 PM,NOP,SAS,FSNO,150.0,1.26,2.0,8.1,,FSSW-SA,135.0,4,8,38,,NBA TV,
2016-17,33,Sat,2016-10-29,9:00 PM,7:00 PM,POR,DEN,CSN-POR,150.0,2.4,4.0,28.0,58.0,ASE,210.0,0.9,2,15,19,,
2016-17,34,Sat,2016-10-29,10:30 PM,7:30 PM,MIN,SAC,FSNN-MIN,150.0,2,5.0,35.0,42.0,CSN-S,165.0,2.8,5,38,74,NBA TV,
2016-17,26,Sat,2016-10-29,12:30 PM,12:30 PM,ATL,PHI,FSSE-ATL,150.0,0.8,2.0,19.0,22.0,CSN-P,150.0,1.3,3,38,49,,
2016-17,35,Sun,2016-10-30,4:30 PM,1:30 PM,UTA,LAC,ROOT-RM,150.0,2.24,5.0,20.7,,FSNP,150.0,0.7,2,41,53,,
2016-17,36,Sun,2016-10-30,6:00 PM,3:00 PM,GSW,PHX,CSN-BA,165.0,6.8,15.0,169.0,242.0,FSA,165.0,1.2,2,23,27,,
2016-17,37,Sun,2016-10-30,6:00 PM,6:00 PM,SAS,MIA,FSSW-SA,165.0,5,8.0,47.0,,FS-SUN,165.0,3.1,5,52,73,,
2016-17,38,Sun,2016-10-30,6:00 PM,6:00 PM,MIL,DET,FSNWI,135.0,0.4,1.0,3.0,,FSD,135.0,1.3,2,24,31,,
2016-17,40,Sun,2016-10-30,7:00 PM,6:00 PM,LAL,OKC,SpecSN/D,120.0,0.2,0.0,13.0,10.0,FSOK,150.0,6.45,9.8,46.9,,,
2016-17,39,Sun,2016-10-30,8:00 PM,7:00 PM,WAS,MEM,CSN-W,165.0,0.5,1.0,14.0,21.0,FSSE-MEM,180.0,1.883333333,2.583333333,12,,NBA TV,
2016-17,41,Sun,2016-10-30,8:00 PM,7:00 PM,DAL,HOU,FSSW-DAL,165.0,0.2,0.0,6.0,7.0,ROOT-SW,165.0,1.4,2,34,59,,
2016-17,42,Mon,2016-10-31,7:30 PM,7:30 PM,DEN,TOR,ASE,165.0,0.2,0.0,4.0,5.0,SN1,,,,,,NBA TV,SN1
2016-17,43,Mon,2016-10-31,7:30 PM,7:30 PM,CHI,BRK,CSN-C,135.0,2,3.0,70.0,92.0,YES,135.0,0.8,1,58,60,,
2016-17,44,Mon,2016-10-31,7:30 PM,7:30 PM,SAC,ATL,CSN-S,150.0,1.4,3.0,20.0,28.0,FSSE-ATL,165.0,1.4,2,34,35,,
2016-17,45,Mon,2016-10-31,10:30 PM,7:30 PM,PHX,LAC,FSA,150.0,1.3,2.0,24.0,31.0,FSNP,150.0,1.2,2,67,103,,
2016-17,46,Tue,2016-11-01,7:00 PM,7:00 PM,ORL,PHI,FSFL,165.0,0.7,1.0,11.0,16.0,CSN-P,150.0,1.9,3,56,84,,
2016-17,47,Tue,2016-11-01,7:00 PM,7:00 PM,HOU,CLE,ROOT-SW,165.0,2.1,4.0,52.0,65.0,FSO,150.0,9.2,15,137,212,NBA TV,
2016-17,48,Tue,2016-11-01,7:00 PM,7:00 PM,LAL,IND,SpecSN/D,150.0,1.2,3.0,68.0,91.0,FSI,165.0,2.6,4,28,,,
2016-17,49,Tue,2016-11-01,7:30 PM,7:30 PM,SAC,MIA,CSN-S,180.0,1.4,3.0,19.0,25.0,FS-SUN,180.0,3.6,6,61,85,,
2016-17,50,Tue,2016-11-01,7:30 PM,7:30 PM,NYK,DET,MSG,135.0,2.2,3.0,159.0,200.0,FSD,135.0,1.9,3,36,42,,
2016-17,51,Tue,2016-11-01,8:00 PM,7:00 PM,MIL,NOP,FSNWI,150.0,1.5,2.0,14.0,,FSNO,150.0,1,1,6,,,
2016-17,52,Tue,2016-11-01,8:00 PM,7:00 PM,MEM,MIN,FSSE-MEM,150.0,1.8,3.0,12.0,,FSNN-MIN,150.0,2.3,4,40,52,,
2016-17,53,Tue,2016-11-01,8:30 PM,7:30 PM,UTA,SAS,ROOT-RM,150.0,3.9,7.0,36.0,,FSSW-SA,150.0,5.3,8,50,,,
2016-17,54,Tue,2016-11-01,10:00 PM,7:00 PM,GSW,POR,CSN-BA,150.0,7.8,13.0,195.0,283.0,CSN-POR,150.0,2.6,4,30,40,NBA TV,
2016-17,55,Wed,2016-11-02,7:00 PM,7:00 PM,TOR,WAS,TSN,,,,,,CSN-W,150.0,0.5,1,13,16,,TSN
2016-17,56,Wed,2016-11-02,7:00 PM,7:00 PM,PHI,CHA,CSN-P,135.0,1.5,2.0,45.0,67.0,FSSE-CHA,150.0,0.53,1,6.5,9.6,,
2016-17,57,Wed,2016-11-02,7:30 PM,7:30 PM,DET,BRK,FSD,150.0,0.9,1.0,16.0,19.0,YES,150.0,0.4,1,28,36,,
2016-17,58,Wed,2016-11-02,7:30 PM,7:30 PM,HOU,NYK,ROOT-SW,150.0,1.3,2.0,31.0,49.0,MSG,150.0,1.2,2,87,102,,
2016-17,59,Wed,2016-11-02,7:30 PM,7:30 PM,LAL,ATL,SpecSN/D,150.0,1.4,3.0,76.0,99.0,FSSE-ATL,150.0,1.4,2,33,45,,
2016-17,60,Wed,2016-11-02,8:00 PM,7:00 PM,NOP,MEM,FSNO,165.0,1.6,2.0,10.0,,FSSE-MEM,180.0,2,3,13,,,
2016-17,61,Wed,2016-11-02,8:00 PM,8:00 PM,CHI,BOS,WGN,165.0,1,1.0,34.0,46.0,CSN-NE,165.0,1.3,2,31,38,ESPN,
2016-17,62,Wed,2016-11-02,9:00 PM,7:00 PM,DAL,UTA,FSSW-DAL,150.0,0.6,1.0,16.0,19.0,ROOT-RM,150.0,3.1,5,28,,,
2016-17,63,Wed,2016-11-02,10:00 PM,7:00 PM,POR,PHX,CSN-POR,150.0,2,3.0,23.0,34.0,FSA,165.0,0.8,1,15,24,,
2016-17,64,Wed,2016-11-02,10:30 PM,7:30 PM,OKC,LAC,FSOK,165.0,2.5,5.0,18.0,,FSNP,165.0,0.6,1,31,37,ESPN,
2016-17,65,Thu,2016-11-03,7:00 PM,7:00 PM,SAC,ORL,CSN-S,135.0,0.9,2.0,13.0,34.0,FSFL,150.0,0.7,1,11,16,,
2016-17,66,Thu,2016-11-03,8:00 PM,7:00 PM,IND,MIL,FSI,150.0,3.1,5.0,34.0,,FSNWI,150.0,2.1,3,19,,,
2016-17,67,Thu,2016-11-03,8:00 PM,7:00 PM,DEN,MIN,ASE2,135.0,0.2,0.0,3.0,5.0,FSNN-MIN,165.0,2.3,4,41,51,,
2016-17,68,Thu,2016-11-03,8:00 PM,8:00 PM,BOS,CLE,,,,,,,,,,,,,TNT,
2016-17,69,Thu,2016-11-03,10:30 PM,7:30 PM,OKC,GSW,,,,,,,,,,,,,TNT,
2016-17,70,Fri,2016-11-04,7:00 PM,7:00 PM,ATL,WAS,FSSE-ATL,165.0,0.7,1.0,17.0,26.0,CSN-W,165.0,0.8,2,20,27,,
2016-17,71,Fri,2016-11-04,7:30 PM,7:30 PM,MIA,TOR,FS-SUN,150.0,3.1,5.0,52.0,76.0,SN1,,,,,,,SN1
2016-17,72,Fri,2016-11-04,7:30 PM,7:30 PM,CHA,BRK,FSSE-CHA,150.0,0.45,1.0,5.2,6.6,YES,150.0,0.6,1,43,48,,
2016-17,73,Fri,2016-11-04,8:00 PM,7:00 PM,NYK,CHI,,,,,,,,,,,,,ESPN,
2016-17,74,Fri,2016-11-04,8:00 PM,7:00 PM,LAC,MEM,FSNP,165.0,0.8,2.0,42.0,52.0,FSSE-MEM,150.0,1.3,1.818181818,7.545454545,,,
2016-17,75,Fri,2016-11-04,8:00 PM,7:00 PM,PHX,NOP,FSA,165.0,1.7,3.0,32.0,44.0,FSNO,150.0,1.7,3,9.909090909,,,
2016-17,76,Fri,2016-11-04,8:30 PM,7:30 PM,POR,DAL,CSN-POR,150.0,2.4,5.0,27.0,38.0,FSSW-DAL,150.0,0.9,2,26,30,,
2016-17,77,Fri,2016-11-04,9:00 PM,7:00 PM,SAS,UTA,FSSW-SA,150.0,4.9,9.0,46.0,,ROOT-RM,150.0,3.59,7.2,32.9,,,
2016-17,78,Fri,2016-11-04,10:30 PM,7:30 PM,GSW,LAL,CSN-BA,150.0,5.9,11.0,146.0,205.0,SpecSN/D,150.0,2,4,110,156,ESPN,
2016-17,79,Sat,2016-11-05,6:00 PM,5:00 PM,MIN,OKC,FSNN-MIN,150.0,0.8,2.0,13.0,17.0,FSOK,165.0,4.5,7.545454545,32.72727273,,,
2016-17,80,Sat,2016-11-05,7:00 PM,7:00 PM,CLE,PHI,FSO,150.0,4.9,8.0,74.0,110.0,CSN-P,150.0,1.9,3,57,98,,
2016-17,81,Sat,2016-11-05,7:00 PM,7:00 PM,WAS,ORL,CSN-W+,150.0,0.5,1.0,12.0,27.0,FSFL,165.0,0.6,1,9,12,,
2016-17,82,Sat,2016-11-05,7:00 PM,7:00 PM,DEN,DET,ASE,150.0,0.9,2.0,15.0,17.0,FSD,150.0,1.9,3,35,46,,
2016-17,83,Sat,2016-11-05,7:00 PM,7:00 PM,CHI,IND,CSN-C,135.0,1.3,3.0,46.0,76.0,FSI,135.0,2.9,5,32,,,
2016-17,84,Sat,2016-11-05,7:30 PM,7:30 PM,HOU,ATL,ROOT-SW,150.0,1.7,3.0,41.0,55.0,FSSE-ATL,150.0,1.3,2,31,37,,
2016-17,85,Sat,2016-11-05,8:00 PM,7:00 PM,SAC,MIL,CSN-S,150.0,1.1,2.0,15.0,26.0,FSNWI,150.0,1.6,3,15,,,
2016-17,86,Sat,2016-11-05,8:30 PM,7:30 PM,LAC,SAS,FSNP,150.0,1.2,3.0,68.0,105.0,FSSW-SA,150.0,3.2,6,30,,NBA TV,
2016-17,88,Sun,2016-11-06,3:30 PM,2:30 PM,POR,MEM,CSN-POR,150.0,1.6,4.0,19.0,32.0,FSSE-MEM,150.0,2.34,3.5,14.8,,,
2016-17,89,Sun,2016-11-06,6:00 PM,6:00 PM,SAC,TOR,CSN-S,150.0,1.4,3.0,19.0,28.0,SN1,,,,,,,SN1
2016-17,90,Sun,2016-11-06,7:00 PM,6:00 PM,MIL,DAL,FSNWI,165.0,1.5,2.0,14.0,,FSSW-DAL,165.0,0.7,1,18,25,NBA TV,
2016-17,91,Sun,2016-11-06,7:30 PM,7:30 PM,DEN,BOS,ASE2,150.0,0.34,1.0,5.4,5.0,CSN-NE,150.0,1.2,2,29,34,,
2016-17,92,Sun,2016-11-06,9:30 PM,6:30 PM,PHX,LAL,FSA,165.0,1.9,3.0,36.0,57.0,SpecSN/D,165.0,2.4,4,133,204,,
2016-17,87,Sun,2016-11-06,12:00 PM,12:00 PM,UTA,NYK,ROOT-RM,165.0,2.990909091,8.363636364,27.36363636,,MSG,165.0,0.9,2,66,90,,
2016-17,93,Mon,2016-11-07,7:00 PM,7:00 PM,UTA,PHI,ROOT-RM,150.0,3.73,7.6,34.2,,CSN-P,135.0,1.7,3,49,76,NBA TV,
2016-17,94,Mon,2016-11-07,7:00 PM,7:00 PM,HOU,WAS,ROOT-SW,150.0,1.2,2.0,29.0,48.0,CSN-W,135.0,0.7,1,17,24,,
2016-17,95,Mon,2016-11-07,7:00 PM,7:00 PM,IND,CHA,FSI,135.0,2.5,4.0,28.0,,FSSE-CHA,150.0,1.136363636,1.636363636,13.45454545,19,,
2016-17,96,Mon,2016-11-07,8:00 PM,7:00 PM,ORL,CHI,FSFL,135.0,0.6,1.0,9.0,15.0,WGN,135.0,3.4,5,116,174,,
2016-17,97,Mon,2016-11-07,8:00 PM,7:00 PM,MIA,OKC,FS-SUN,165.0,2.5,4.0,42.0,61.0,FSOK,180.0,6.308333333,9.083333333,45.5,,,
2016-17,98,Mon,2016-11-07,10:30 PM,7:30 PM,DET,LAC,FSD,150.0,0.5,1.0,10.0,13.0,FSNP,150.0,1,2,56,80,,
2016-17,99,Mon,2016-11-07,10:30 PM,7:30 PM,NOP,GSW,FSNO,150.0,0.85,1.6666666669999999,5.3,,CSN-BA,150.0,9.4,16,233,341,,
2016-17,100,Tue,2016-11-08,7:00 PM,7:00 PM,ATL,CLE,FSSE-ATL,150.0,2.1,3.0,52.0,65.0,FSO,150.0,6.6,9,99,135,NBA TV,
2016-17,101,Tue,2016-11-08,7:30 PM,7:30 PM,MIN,BRK,FSNN-MIN,150.0,1,1.0,17.0,23.0,YES,150.0,0.4,1,31,34,,
2016-17,102,Tue,2016-11-08,8:00 PM,7:00 PM,DEN,MEM,ASE,165.0,0.5,1.0,7.0,11.0,FSSE-MEM,180.0,1.591666667,2.166666667,10,,,
2016-17,103,Tue,2016-11-08,10:00 PM,7:00 PM,PHX,POR,FSA,150.0,1.07,1.0,20.0,24.0,CSN-POR,165.0,2.1,3.2,24.9,32,,
2016-17,104,Tue,2016-11-08,10:30 PM,7:30 PM,DAL,LAL,FSSW-DAL,135.0,1,1.0,26.0,28.0,SpecSN/D,135.0,2,3,107,172,,
2016-17,105,Tue,2016-11-08,10:30 PM,7:30 PM,NOP,SAC,FSNO,135.0,0.311111111,1.0,2.0,,CSN-S,150.0,1.8,3,25,37,NBA TV,
2016-17,106,Wed,2016-11-09,7:00 PM,7:00 PM,BRK,NYK,YES,150.0,0.4,1.0,28.0,32.0,MSG,150.0,1.5,2,113,136,ESPN,
2016-17,107,Wed,2016-11-09,7:00 PM,7:00 PM,BOS,WAS,CSN-NE,150.0,1,2.0,25.0,35.0,CSN-W,150.0,0.5,1,12,22,,
2016-17,108,Wed,2016-11-09,7:00 PM,7:00 PM,UTA,CHA,ROOT-RM,150.0,3.65,7.4,33.5,,FSSE-CHA,165.0,1.390909091,2.181818182,16.54545455,23.45454545,,
2016-17,109,Wed,2016-11-09,7:00 PM,7:00 PM,MIN,ORL,FSNN-MIN,150.0,1.7,3.0,29.0,34.0,FSFL,150.0,0.9,1,14,17,,
2016-17,110,Wed,2016-11-09,7:00 PM,7:00 PM,PHI,IND,CSN-P,165.0,1.8,3.0,54.0,79.0,FSI,180.0,3.5,5,38,,,
