Year,Month,Team,Followers_Facebook,Followers_Twitter,Followers_Instagram,Followers_Snapchat,Followers_Weibo,Engagements_Facebook,Engagements_Twitter,Engagements_Instagram,Impressions_Facebook,Impressions_Twitter
2017,6,SAS,7274701,2432697,1801739,132303,1768357,8523149,2982126,1244316,70650751,19805377
2017,6,TOR,2268501,1422322,1091933,73950,1469419,862784,586861,425229,11520475,5841184
2017,6,UTA,1285301,654672,485291,39841,587354,821749,981024,512232,11408121,9630173
2017,6,WAS,1595009,691275,725062,37212,120813,766527,712377,753549,9692493,8179329
2017,7,ATL,1670737,1066480,699407,51583,172355,879560,1060988,1260802,16322612,12517024
2017,7,BOS,8855153,2493005,1607317,101371,244027,6933589,6277639,7393959,71194145,47902576
2017,7,BRK,2781143,795850,667337,50708,1689977,211008,600073,463470,5403410,7722771
2017,7,CHA,1778280,778193,766696,42084,587855,1471783,1034804,1393057,13940745,10103906
2017,7,CHI,18841989,3799896,3205555,218710,1373755,3408134,1303570,2140586,53413229,18232082
2017,7,CLE,9010621,2391745,5002963,322295,2538044,4082307,1521433,6385506,79877659,20180559
2017,7,DAL,4532104,1338809,714525,42857,882614,2458888,2761139,551464,23330353,27286044
2017,7,DEN,1998532,680166,552980,24164,561979,936545,941705,330535,14726942,8902378
2017,7,DET,1895156,746097,628441,40404,655378,907315,862452,820598,17469188,13022885
2017,7,GSW,11219729,4272534,7095767,461679,3448963,14970486,4924576,15422616,181655701,64861611
2017,7,HOU,6269072,1894227,1816926,96516,2652973,2932260,2225591,3278061,43210469,22738447
2017,7,IND,3354559,983389,1108647,48041,575265,905881,1073767,919385,15363793,13018207
2017,7,LAC,3941476,1243541,1791397,99189,2456987,2305531,2100497,2733083,27341771,18050034
2017,7,LAL,21786261,6708991,3761866,176407,2254527,17550972,8927309,13230655,222522893,107179309
2017,7,MEM,1858527,813474,534093,34340,188014,643824,1043907,909226,9528702,13175641
2017,7,MIA,15960894,4362443,2910677,113446,1760563,4545694,2546395,6098035,54360928,22989059
2017,7,MIL,1607511,747025,783043,68653,852886,3102037,1636854,1021392,25642066,11616878
2017,7,MIN,1908730,709421,803277,35216,861971,848525,1069913,1482787,10699179,8837856
2017,7,NOP,1709941,700038,786096,29790,579351,831453,609207,868808,10192832,7810361
2017,7,NYK,6135101,1837842,1590839,63628,1373296,1577751,1034384,561170,22026641,11268294
2017,7,OKC,7672502,2014542,2872372,142939,1441240,5013765,3612869,7274170,74336976,27227211
2017,7,ORL,2774465,1540362,599082,16619,1217042,2757805,726131,242328,31912152,6733062
2017,7,PHI,1613817,1076001,742567,36170,860466,2392928,4429970,3632195,28957591,31575828
2017,7,PHX,1922820,849784,637052,40394,169900,324689,1001697,867879,6766066,9487862
2017,7,POR,2456384,926347,880264,75321,190009,1511420,2706158,786758,21789060,22815673
2017,7,SAC,2757289,798463,640745,36842,577246,3163423,3572348,1589772,36563006,23863279
2017,7,SAS,7274070,2562817,1825678,137175,1867661,7346702,3500901,2776038,77051276,32802943
2017,7,TOR,2266625,1452145,1101029,76392,1526093,1825109,1340860,2596981,20751842,10465456
2017,7,UTA,1287808,680723,494635,43118,643972,1100724,1648770,1190510,13218190,15795390
2017,7,WAS,1591546,720030,736213,38594,182054,730458,865443,1232356,10198058,9810553
2017,8,ATL,1666589,1094754,702262,53159,477097,800401,818377,990162,13431130,12684742
2017,8,BOS,8891122,2589168,1670759,105306,518072,3762555,2728469,2441489,80996769,25660207
2017,8,BRK,2768326,807049,674107,55118,1976933,345551,695850,468669,4720045,6024449
2017,8,CHA,1775607,793149,773110,43710,891518,1058103,361352,835333,11788442,4985688
2017,8,CHI,18759018,3854514,3238152,221785,1675903,910802,1052299,2121819,37150403,16178844
2017,8,CLE,8902122,2454608,5120939,330299,2886045,7401674,2746774,4672870,96804713,26839084
2017,8,DAL,4515081,1367288,717252,44472,1334684,830288,795017,315928,17772632,11682952
2017,8,DEN,1998492,694250,555001,24967,857989,1584182,1825666,817868,23693834,9914785
2017,8,DET,1873462,759409,630529,41962,965990,133674,431469,369207,7652152,6390654
2017,8,GSW,11126375,4453130,7237291,468679,3770171,15749616,3470596,10648189,175294981,37259830
2017,8,HOU,6422886,1999497,1836006,99930,2996142,3280154,1650941,2460448,50709549,16190683
2017,8,IND,3346914,1001106,1115593,49423,873076,347578,289204,545468,7656669,4410522
2017,8,LAC,3919996,1271454,1787586,100837,2796845,743288,1077733,1283799,13676656,10072437
2017,8,LAL,21731815,6835564,3831974,182232,2562586,3181855,1455848,2418241,78687797,22611719
2017,8,MEM,1853206,829526,534678,35484,475693,349736,585244,405448,4803337,7089605
2017,8,MIA,15923242,4417233,2904852,116630,2167569,1510519,590046,1862317,22672226,9159352
2017,8,MIL,1601912,765407,790685,70010,1310522,3114068,1636694,1095748,36732480,15548950
2017,8,MIN,1900582,728678,823771,36880,1311837,885853,1417765,1119900,11020488,9425198
2017,8,NOP,1707589,714939,792918,30356,857903,324173,395872,398152,6560681,5039319
2017,8,NYK,6115832,1868953,1597281,65011,1670880,1893793,876927,991181,23189163,9202067
2017,8,OKC,7574693,2084610,2904818,146901,1441656,1374381,619623,3354107,24124051,8632525
2017,8,ORL,2770170,1549238,601151,17902,1215789,456127,145142,94343,7116677,2070992
2017,8,PHI,1607492,1131163,760627,36959,1165777,987223,1547484,1308232,9581035,14497295
2017,8,PHX,1919917,889952,641088,41743,480941,578535,868821,536940,6787931,7725252
2017,8,POR,2449948,965610,885853,76699,500980,1083997,1051905,616734,14399047,10928712
2017,8,SAC,2848351,824865,646282,39092,863283,981225,1241050,370413,13660808,11439544
2017,8,SAS,7251053,2694278,1849593,141037,2199360,4910555,2151261,2011914,57089022,20317798
2017,8,TOR,2262132,1477083,1108189,78310,1958017,317976,315180,750636,5104703,3597851
2017,8,UTA,1286039,693996,495941,45943,640056,379079,454470,367021,6342384,7088358
2017,8,WAS,1577658,746534,741994,39498,461151,433244,675959,766149,6449013,7816109
2017,9,ATL,1661071,1118858,706870,54531,477097,1017049,461248,767463,12108843,8414855
2017,9,BOS,8885217,2691231,1732257,111714,518072,6271777,4920745,3642947,59069387,32136658
2017,9,BRK,2750716,816069,682046,56730,1976933,254483,730182,283026,3680641,6274426
2017,9,CHA,1768926,802983,779178,44640,891518,498036,689346,768169,6363783,7996533
2017,9,CHI,18616345,3901284,3264222,224440,1675903,2560573,1504057,2225089,58526203,24612181
2017,9,CLE,8636596,2566615,5237770,340722,2886045,7304197,7006855,9799886,102467969,52420179
2017,9,DAL,4494581,1381614,719441,45795,1334684,795334,645084,329174,10470924,6168791
2017,9,DEN,1991980,709581,558353,25602,857989,1954782,1204247,859836,16147988,11677299
2017,9,DET,1832102,769316,632866,43300,965990,488629,431406,530013,10232418,6868350
2017,9,GSW,10953603,4597240,7320012,475065,3770171,14791202,4749673,8641037,184708283,50630362
2017,9,HOU,6737544,2074256,1860957,103837,2996142,2128253,1201661,2741102,29800583,12134145
2017,9,IND,3335617,1013852,1121524,50558,873076,328903,419537,265087,7239088,5155694
2017,9,LAC,3893434,1283537,1791045,101517,2796845,1679047,1176957,1501497,16075156,11281170
2017,9,LAL,21657899,6891154,3889184,188411,2562586,7462630,3621878,5394673,96863811,38609057
2017,9,MEM,1845289,841939,536841,36469,475693,279014,684632,441978,4722980,7148618
2017,9,MIA,15881677,4454459,2898650,120651,2167569,3066903,1052306,3081404,34207922,14136659
2017,9,MIL,1593782,778193,800769,71206,1310522,2657066,1246202,1465367,23425767,13441178
2017,9,MIN,1880866,740924,840564,38855,1311837,726010,1131045,1251075,9872240,8742605
2017,9,NOP,1703134,726120,800100,31085,857903,324889,436312,435770,5061571,4641853
2017,9,NYK,6070192,1889737,1603106,66012,1670880,3108079,1352262,1959117,28797181,16249104
2017,9,OKC,7378703,2128955,2964221,154876,1441656,3530039,2485889,7338620,61378165,21714242
2017,9,ORL,2766889,1554305,604171,18964,1215789,811515,179303,230049,11343958,1827348
2017,9,PHI,1597271,1164654,777626,37821,1165777,1162976,2082242,2094326,12128040,19704849
2017,9,PHX,1915886,912294,644806,42652,480941,373002,663591,593351,5060917,6737503
2017,9,POR,2440371,993407,891731,77813,500980,997403,1254881,698878,14711198,12041823
2017,9,SAC,3028069,839560,653461,40080,863283,1211374,1522597,521584,16886407,13858842
2017,9,SAS,7215800,2787164,1870767,143001,2199360,6456821,2299530,3180048,58149867,23359643
2017,9,TOR,2253496,1502291,1116271,80052,1958017,643983,789087,956723,7182152,5784567
2017,9,UTA,1282730,702113,498434,47832,640056,380514,622374,381587,4526344,6159100
2017,9,WAS,1549371,763179,749353,40530,461151,617332,588679,804026,6031648,7412030
2017,10,ATL,1657874,1136055,718586,56073,474510,904816,807146,1667893,12032655,14331545
2017,10,BOS,8903314,2789033,1858410,121831,543469,10839556,9597698,18892782,105257581,82965621
2017,10,BRK,2748516,833537,704498,59676,1972756,1409348,1660464,1887810,15169824,17891325
2017,10,CHA,1768357,818091,794130,46215,889753,1951457,1863745,3276023,19594627,19735681
2017,10,CHI,18532193,3938219,3312967,226674,1677363,11485932,3572944,4516822,144083886,40167093
2017,10,CLE,8550160,2721408,5442911,359502,2991777,26160249,19120047,58192759,220296175,116257262
2017,10,DAL,4487427,1403803,728360,47976,2852856,4709916,3431619,1206465,42974835,21927154
2017,10,DEN,1992734,724424,571216,26584,849164,2760360,2010720,1849526,28950382,15502204
2017,10,DET,1807281,782676,644106,45161,966428,1307741,1074209,1500687,22470391,18127327
2017,10,GSW,10938067,4787474,7476542,489726,3842795,36029983,16433393,49180355,332623880,149946835
2017,10,HOU,6989727,2151414,1932840,110457,3022796,7533025,4830843,8188721,72803119,41285861
2017,10,IND,3330793,1029435,1136366,52176,872090,2156964,1967806,1432474,24267810,17744626
2017,10,LAC,3890265,1310584,1814754,103286,2795812,5978757,3842785,6256019,49613494,34201755
2017,10,LAL,21619074,6982616,4004456,199210,2581157,19975467,11159921,12558040,210262172,126068098
2017,10,MEM,1843750,858930,547137,37835,466966,1484396,2155345,2009498,14224365,18493929
2017,10,MIA,15851361,4500702,2904207,124109,2170069,5932594,2305840,7348185,61389527,31525115
2017,10,MIL,1604833,799106,832103,74627,2908494,9101314,4719900,6049878,58046387,37506547
2017,10,MIN,1876266,763033,881234,42395,2665286,2088176,3074837,5788820,21132164,21609116
2017,10,NOP,1706201,740970,817839,32184,850845,1145115,2085329,1660602,14732408,17389172
2017,10,NYK,6055957,1914423,1622073,68018,1669873,3663828,2639809,3477586,39535112,23336161
2017,10,OKC,7238098,2225382,3065299,164274,1457975,5812707,4976191,20157997,71353284,33884195
2017,10,ORL,2771822,1563547,617536,20337,1484967,1356221,1297566,1068875,16277379,8614013
2017,10,PHI,1605097,1221342,811547,40499,1166918,6729486,6365383,6761842,44137505,43279684
2017,10,PHX,1915822,929571,656995,44869,478157,2499846,1427186,1076805,17926078,12796901
2017,10,POR,2438144,1017323,909858,79692,515907,2395410,4265243,2028496,26357332,30461145
2017,10,SAC,3185480,860912,671955,41206,852566,3781818,2914201,1838585,37459485,23543550
2017,10,SAS,7207146,2883181,1916521,146717,2205414,16163712,6398405,6476839,139800802,58465286
2017,10,TOR,2251899,1530208,1139429,82583,4051042,1893101,4108349,4809680,22213738,26800005
2017,10,UTA,1283554,718620,509041,50441,637297,2150836,2826957,2948978,21648705,25644901
2017,10,WAS,1534198,782922,769519,42477,452262,1762393,2393257,3117064,16944635,21219283
2017,11,ATL,1655899,1148090,730300,57318,474510,1079282,1270584,1860858,12666408,17912976
2017,11,BOS,8955736,2933504,2038007,135288,543469,15517838,11383805,37917426,150615870,99849781
2017,11,BRK,2747213,844816,722974,62958,1972756,719795,786639,1368569,9982319,12117909
2017,11,CHA,1771000,832971,802804,48970,889753,2095719,1469354,3047670,20179021,17680836
2017,11,CHI,18500548,3973496,3361611,229136,1677363,16030365,4640553,5606662,175886667,50459780
2017,11,CLE,8584341,2827452,5592585,371434,2991777,36571046,16996310,70018490,256361717,108488686
2017,11,DAL,4483044,1423726,734955,49659,2852856,4974853,2657581,1572709,45924023,17567267
2017,11,DEN,1998307,738730,583499,27640,849164,3882274,1558197,1431158,32876676,14415139
2017,11,DET,1809390,798815,656413,47096,966428,3058317,1336931,2200214,27534281,18239420
2017,11,GSW,11004140,5022477,7620811,502464,3842795,44556055,11772281,59938583,324939377,123325418
2017,11,HOU,7224197,2244459,1992274,115327,3022796,12375978,5896893,11362770,96601351,44343886
2017,11,IND,3329236,1045535,1150579,53943,872090,2256048,1783493,2607378,25543236,18999368
2017,11,LAC,3887826,1333079,1830248,104583,2795812,2743289,2102679,4931723,29124020,20003338
2017,11,LAL,21602067,7107328,4103157,207773,2581157,20062861,10739327,10907970,201409115,125107697
2017,11,MEM,1843855,873676,554672,38701,466966,906712,1180315,1318347,10184478,13033509
2017,11,MIA,15827136,4533293,2904792,126641,2170069,9804689,2597526,9264768,88719070,35613697
2017,11,MIL,1613336,818579,863697,77824,2908494,7823286,3457104,7419191,48857534,28734331
2017,11,MIN,1879817,784872,913042,45221,2665286,1330502,2146856,5793420,17578369,20340441
2017,11,NOP,1710077,753996,831366,33308,850845,1440857,1265015,1866002,15135594,13109762
2017,11,NYK,6051275,1968579,1652923,71494,1669873,7197110,4065196,12089843,64970864,35726009
2017,11,OKC,7246758,2303323,3139755,170935,1457975,5797287,5445008,18957265,65248882,37310831
2017,11,ORL,2774937,1573108,628038,22167,1484967,4568673,831734,1590199,22409064,6111970
2017,11,PHI,1619279,1289853,859865,42899,1166918,8926629,6554956,6406140,56295284,42154474
2017,11,PHX,1918954,946753,671027,46942,478157,2667339,1759031,1565548,17971711,14761445
2017,11,POR,2441045,1058880,929904,80826,515907,4473674,4108658,3383515,39235699,34244201
2017,11,SAC,3516598,882898,685676,42648,852566,4342519,2443030,2487349,28007761,21323128
2017,11,SAS,7207378,3011446,1960254,149591,2205414,19628682,6774931,8446851,161512297,59336508
2017,11,TOR,2253777,1561548,1160504,84409,4051042,3866459,4708054,10684368,33317144,28603802
2017,11,UTA,1284320,732573,518124,52294,637297,1908763,1797622,2180121,18617963,16073409
2017,11,WAS,1536456,799032,788566,44479,452262,1838680,1926631,3599975,17960306,18354041
2017,12,ATL,1653359,1161264,743098,58265,493598,1061699,1312289,1487036,12552154,19780917
2017,12,BOS,8974080,3034203,2161812,143865,684170,11905195,9599006,32092961,126860703,86919431
2017,12,BRK,2743975,855325,739450,66399,2095609,938040,1474987,1903933,14050373,19720684
2017,12,CHA,1772434,845174,812784,51198,919822,1261051,1530820,3421635,17053017,19375879
2017,12,CHI,18460312,4011496,3398031,231607,1713799,19214322,6935461,7871726,207632005,68575453
2017,12,CLE,8611632,2942130,5747896,382727,3179593,27019701,18092026,72389127,240334467,119957422
2017,12,DAL,4475856,1442321,740888,50895,2916245,3914006,2820325,1691949,42909100,19308954
2017,12,DEN,2000594,751936,592880,28520,882338,3267798,2019669,1885064,30316863,20422896
2017,12,DET,1809387,811973,665091,48457,992260,2078267,1187249,1731029,19057243,16779476
2017,12,GSW,11029638,5190941,7738611,513384,4007414,42407031,13070487,65632081,345538987,139661984
2017,12,HOU,7699967,2334361,2073263,119583,3193724,10635871,6288032,12832980,100011758,49950799
2017,12,IND,3326314,1066415,1166329,55834,907356,2824227,2621308,3259832,33177989,23135395
2017,12,LAC,3882058,1343467,1841663,104916,2824352,2784730,1713671,3987676,32301207,17569554
2017,12,LAL,21594676,7205686,4220110,215070,2740531,27848439,13457598,15376746,264119966,141631437
2017,12,MEM,1842475,886448,560470,39485,487181,1223875,1859219,1503811,13588537,18929196
2017,12,MIA,15796168,4565599,2902529,128580,2206773,9388201,2805703,10930805,89729578,35026908
2017,12,MIL,1619377,833453,890019,80554,2924222,7251511,4503559,7784095,51048265,36514355
2017,12,MIN,1881133,798688,940981,46553,2747051,1631239,2028749,4478310,18428349,24405721
2017,12,NOP,1712611,766096,844200,34165,869810,1903403,1548424,1978362,17020079,15331937
2017,12,NYK,6043245,2012409,1676202,74164,1696965,8637301,4095095,13625857,81316257,35351300
2017,12,OKC,7249914,2368731,3204323,176078,1583180,6969250,6079672,21112724,78638999,47119310
2017,12,ORL,2781737,1579712,636927,23141,1498898,4639439,687611,1142824,28186416,5786453
2017,12,PHI,1625048,1343663,900213,45485,1204344,4953948,5823883,6166333,35901987,44288217
2017,12,PHX,1918132,960134,683904,48305,502183,1349253,1421237,1536952,11071544,13435648
2017,12,POR,2439750,1080414,946534,81766,521314,4117957,3249326,3902722,38813561,28343815
2017,12,SAC,3977428,905305,700667,43544,892971,5754326,1990237,2625973,36357475,18519703
2017,12,SAS,7207111,3127635,2002065,152206,2308598,21504021,8648408,10824571,174483168,75207680
2017,12,TOR,2254661,1593405,1187751,86142,4023788,4335372,4844449,8531843,37272563,32060711
2017,12,UTA,1285481,746870,528821,54227,659671,2385937,3463356,3051920,25079939,24682702
2017,12,WAS,1537491,811683,805292,45822,484973,1870243,2741548,3655396,20823035,25982356
2018,1,ATL,1651129,1176283,754683,59770,512257,942359,1331220,2081539,12258449,19028405
2018,1,BOS,8992102,3115907,2292343,155412,795063,9132047,8877395,26802573,102506845,82860901
2018,1,BRK,2741547,867366,754477,69229,2179076,994844,1206890,2768684,13749258,15479079
2018,1,CHA,1772514,859171,821286,53318,943351,1090608,1625065,2574180,14872426,20555741
2018,1,CHI,18421918,4050744,3436868,235497,1752431,18384393,6632202,8887479,196709932,66817465
2018,1,CLE,8642788,3035956,5920589,398350,3302741,32292263,18038012,73398242,245312061,124774887
2018,1,DAL,4472320,1460247,747425,52270,2985220,4965573,3209495,2064076,45490951,23145352
2018,1,DEN,2002372,766119,601324,29693,925711,3354518,1837587,2086034,28573676,18239382
2018,1,DET,1812175,826252,677466,50074,1017344,2675551,1611440,2420115,23233905,22772942
2018,1,GSW,11060295,5401840,7900480,529673,4031533,36208768,17122186,70953523,330394865,192088453
2018,1,HOU,8151480,2417177,2148838,124282,3314786,8955377,7091957,13026095,81809919,54101028
2018,1,IND,3324607,1086179,1181632,58302,951240,1796807,2442056,3462449,25528708,24024518
2018,1,LAC,3877788,1356239,1851245,106178,2865595,2960612,2229624,6533121,36866033,26694801
2018,1,LAL,21574455,7291104,4320149,221685,2878822,14424132,10722320,11332546,177700690,135910886
2018,1,MEM,1841695,902984,565523,40430,507813,1074810,1704290,1317613,11634703,16708983
2018,1,MIA,15774023,4592475,2908200,131104,2241900,10407726,4196257,15132090,98288374,49613401
2018,1,MIL,1627513,851464,919529,83603,2961999,8690487,5136199,8032922,65213825,42713787
2018,1,MIN,1884988,823808,973554,48941,2846330,2152645,3989756,5468833,24458348,34265173
2018,1,NOP,1715057,782966,858441,35248,896604,1173172,1571337,2576999,13855695,16395920
2018,1,NYK,6037896,2044060,1693368,76483,1696797,8713482,4965404,14630405,79145257,39772825
2018,1,OKC,7250421,2453843,3272587,183757,1701113,4472210,4775316,17369446,58921574,44012856
2018,1,ORL,2786220,1584888,644304,25154,1518686,5109101,731015,1593558,29859410,6117683
2018,1,PHI,1631277,1389054,940993,48095,1226164,7150948,7605564,6927455,43289506,54129242
2018,1,PHX,1918135,972532,697508,49840,526093,1576559,1522000,2344645,11364220,14052072
2018,1,POR,2439377,1102136,964277,82899,567614,3751381,4587768,6721932,38163106,46153847
2018,1,SAC,4396822,930371,713344,44576,952141,3006771,1742955,1933162,20952854,14311606
2018,1,SAS,7209630,3245088,2044963,154748,2438838,18937001,10813745,13495539,150411236,93171745
2018,1,TOR,2258550,1629536,1229322,88992,4052211,4734604,8373742,14121785,41626358,58220362
2018,1,UTA,1286697,760826,538279,56007,678108,2611878,3909167,4214559,22602578,30718474
2018,1,WAS,1538152,831130,823256,47553,514447,1327378,2314627,3348152,16000103,26224812
2018,2,ATL,1648292,1187399,760650,63605,508286,1490745,1856594,1598996,11153902,24790921
2018,2,BOS,8998841,3176633,2376233,178200,814985,13343904,9975644,27998289,101522151,76317729
2018,2,BRK,2738537,877236,764549,72254,2175281,1029931,978691,1807901,10525791,14738473
2018,2,CHA,1772031,870181,826491,56335,941983,1499632,1329948,2785820,14993091,18234168
2018,2,CHI,18384488,4076444,3469819,251183,1752019,15940531,4490918,5697280,144547430,48497817
2018,2,CLE,8670889,3109486,6031508,449671,3317766,32750793,19102887,73300224,238233951,131690187
2018,2,DAL,4464652,1474594,753432,55018,2970650,4269176,2649494,2319463,34676816,21901917
2018,2,DEN,2004763,778142,609583,31607,921067,2793621,2073662,2145109,25504984,17729157
2018,2,DET,1819198,840881,694983,57487,1016610,2679749,1846659,3666571,22172910,21597222
2018,2,GSW,11069865,5554893,8037686,576274,4055925,34438923,10871377,51524019,230893406,105045956
2018,2,HOU,8605594,2487592,2215238,148629,3343302,11150568,6223004,12979622,80331425,46441649
2018,2,IND,3320411,1102020,1190568,64437,948710,2135522,2078819,2703747,22307114,19171660
2018,2,LAC,3866569,1364887,1855095,106701,2864285,2353845,1449784,3607856,25698424,14473219
2018,2,LAL,21544823,7349398,4407109,234561,2898911,13871380,8804300,11646184,142604272,103162203
2018,2,MEM,1839755,915663,568432,41818,503271,479608,865756,732083,6569067,10596432
2018,2,MIA,15750106,4651584,2939941,137382,2244435,11332411,7026394,18001007,95946741,61293267
2018,2,MIL,1634494,866461,943505,90105,2957029,7884159,4951207,8675980,42204537,33835953
2018,2,MIN,1887709,842106,1000350,51600,2842341,1388510,3169102,3802170,16232587,28105766
2018,2,NOP,1716702,796970,872033,37667,894538,1225883,1664694,2037629,11323842,18681718
2018,2,NYK,6027624,2063719,1694810,79127,1696937,2880298,1966291,7418108,33249407,20792420
2018,2,OKC,7243666,2522613,3322260,198557,1704122,7140233,4543708,27850319,50086558,34707262
2018,2,ORL,2786384,1589181,650332,26284,1513524,3375953,717221,1151393,21431944,5939580
2018,2,PHI,1646208,1431029,975689,56222,1227334,5530487,7725924,9028270,28703723,49938332
2018,2,PHX,1916977,981598,708002,51743,524573,2586837,1443602,2921747,22494484,14861636
2018,2,POR,2439262,1119516,976626,84495,568001,3340906,2897529,6827971,24144688,31468355
2018,2,SAC,4689034,949979,723325,46818,946196,8192371,2329530,2357117,39371807,19973386
2018,2,SAS,7202921,3297514,2067112,157633,2443909,10220626,4288720,11094032,88059924,39440647
2018,2,TOR,2261142,1653169,1256723,92242,4036748,3434129,5471644,11324251,23751652,37192948
2018,2,UTA,1303073,776519,559707,59604,676347,3820401,5841894,6754378,24297104,41268244
2018,2,WAS,1539448,843415,833184,51980,510801,1193523,2074496,3009104,12474429,19685404
2018,3,ATL,1645250,1197925,765720,66371,506034,809679,1199921,1655420,7876830,18071647
2018,3,BOS,8999616,3217688,2437932,187414,826576,12318349,6458848,22338662,97790295,72160102
2018,3,BRK,2734381,883835,775185,74830,2174756,564988,903734,1775683,8195264,16628136
2018,3,CHA,1771660,878772,830355,58794,941347,1218045,1508187,2948379,12139284,20429802
2018,3,CHI,18342678,4097310,3493396,261064,1754284,13802133,2988382,3822037,132866028,46828023
2018,3,CLE,8684093,3174901,6134061,469082,3363659,19849483,17905732,73428874,160419313,123236292
2018,3,DAL,4455163,1485508,758997,57515,2962394,2357558,2147602,2276245,26626765,20359171
2018,3,DEN,2005192,790067,615570,32980,918276,2800414,1388282,1791011,21005683,14954214
2018,3,DET,1817689,849791,699503,59692,1015506,1668543,1245649,2204060,14793656,19618534
2018,3,GSW,11088514,5664401,8145511,602050,4067704,25708386,8603473,44430629,179997421,118100192
2018,3,HOU,9046708,2561329,2288843,159421,3361779,14652623,8415920,16416222,97283312,68674852
2018,3,IND,3315090,1113556,1198199,69074,947319,1888459,1780554,3495643,21493328,23215734
2018,3,LAC,3858256,1369069,1855965,108755,2858547,2211605,1511783,4244375,21858268,18680368
2018,3,LAL,21508939,7407759,4484546,246230,2912179,15274254,11130551,12586281,157444832,139605288
2018,3,MEM,1837075,924326,569195,42810,500419,627436,1315201,1187476,8762341,18425478
2018,3,MIA,15720368,4694301,2943933,143179,2253629,18613862,4889139,18625781,115820094,58509643
2018,3,MIL,1637186,877905,960942,94840,2953788,4979616,3581966,7042565,25712796,33836456
2018,3,MIN,1893516,857663,1027906,53166,2844222,1831310,2835047,3955272,20664139,28692612
2018,3,NOP,1718358,807843,883615,41435,892735,1167738,1543100,2205726,11717513,19273036
2018,3,NYK,6015568,2075833,1698857,80730,1695432,4097311,2609996,8572829,38645451,23781257
2018,3,OKC,7240455,2576324,3353874,200889,1705747,4691652,4521248,24605185,36263518,40125448
2018,3,ORL,2788102,1592058,653181,26841,1510203,6396357,874265,1473581,28088187,7928456
2018,3,PHI,1660136,1488049,1014072,60572,1227655,5992387,9752059,10300441,32458351,65375040
2018,3,PHX,1915645,992207,717471,52952,523421,2329232,1476061,3005501,20158427,17444038
2018,3,POR,2442136,1136997,996196,85411,568841,5506539,3900936,12299175,36027656,34813980
2018,3,SAC,5184574,969681,730259,48640,942938,4079821,1942264,2264405,31782830,18325832
2018,3,SAS,7199887,3327657,2084783,159037,2444309,10641255,5146697,15110153,87317638,61097010
2018,3,TOR,2269123,1681550,1299769,94087,4028293,4820566,8321128,13663651,33958891,52503033
2018,3,UTA,1458615,793932,570586,62551,675406,3906301,5213736,5483174,24923200,40532297
2018,3,WAS,1539764,852421,839544,54821,507678,1641896,1646139,2630016,12725681,21477526
2018,4,ATL,1642015,1209789,773244,67437,504408,419406,1015959,907971,4967262,13654081
2018,4,BOS,9000402,3248218,2510041,195676,828928,13191480,8142929,29167899,126956675,91206435
2018,4,BRK,2729529,893179,787439,76638,2175337,295973,511285,911436,5330332,9189433
2018,4,CHA,1770689,888828,836752,59828,940441,713940,508810,1259331,6774069,8495962
2018,4,CHI,18299776,4116376,3515387,264202,1753769,9998551,1501055,2465613,85704563,25945575
2018,4,CLE,8731609,3219609,6260452,487466,3384848,19299172,18709991,69543217,190008684,142146150
2018,4,DAL,4445715,1497462,764535,58197,2956040,1429537,709842,618802,15481130,8151989
2018,4,DEN,2005240,802676,623844,33728,915997,2965947,1349501,1891151,21026270,14446933
2018,4,DET,1815727,859572,705620,60541,1015027,1405673,457836,992964,10207681,8348707
2018,4,GSW,11114267,5724265,8250231,621686,4089069,28436600,11716406,46889139,205520902,133819327
2018,4,HOU,9424989,2604125,2363599,167076,3387441,14806649,7117121,17654534,104728464,60572699
2018,4,IND,3321471,1131991,1219888,72930,946901,5080702,3756355,5156108,46259484,34349574
2018,4,LAC,3849568,1375961,1860111,109432,2853823,815563,599064,1972376,10950766,8410026
2018,4,LAL,21468929,7446076,4548982,250270,2926855,13206306,7141653,6274200,123988643,77794231
2018,4,MEM,1835036,935473,572556,43076,498356,395616,732943,582063,4703414,10108773
2018,4,MIA,15691335,4722872,2959140,146890,2259615,11883099,3918574,12165232,94293640,49350875
2018,4,MIL,1645806,894310,988621,98816,2954787,6571866,5279731,8060318,32070951,44155513
2018,4,MIN,1902174,877382,1057987,55514,2841348,2833829,4564426,4355669,24461205,39379967
2018,4,NOP,1735803,827357,912164,44434,893001,2574074,4103868,4216470,23121622,33782844
2018,4,NYK,6001908,2088947,1707865,81479,1694712,1858432,1441278,4614649,21275917,13818794
2018,4,OKC,7249160,2620866,3391866,202895,1712578,6740611,5644063,23893602,56206461,46825722
2018,4,ORL,2787417,1596383,658096,27315,1507538,3130150,672604,913620,17410946,5072428
2018,4,PHI,1692849,1522523,1095611,65468,1236429,8220478,13436782,13035076,51884208,88333894
2018,4,PHX,1913201,1003688,727022,53494,522675,746138,789473,1115364,8172432,9760708
2018,4,POR,2440198,1148812,1011423,86016,573504,3321332,1809974,3585464,25817833,22731072
2018,4,SAC,5637107,991313,739443,48969,944930,1925209,1193884,1200038,23949995,12005802
2018,4,SAS,7199625,3360317,2114759,160498,2445541,10371617,5903099,13725839,106220951,66435596
2018,4,TOR,2278766,1706502,1349163,96645,4022099,4502452,9265825,16530766,27042812,56559810
